E,F,G,H
73,31,4550,1.82
114,36,3956,0.4673913043478261
64,10,4320,1.2
168,18,9215,0.979381443298969
131,49,2523,0.3333333333333333
148,18,2560,0.4
71,69,1363,0.6170212765957447
136,40,3233,1.150943396226415
84,16,3760,2.35
120,-38,1568,6.125
49,-1,6716,1.2602739726027397
71,55,1625,0.38461538461538464
87,-29,164,0.0975609756097561
86,76,4160,0.65
60,-12,1378,2.0384615384615383
105,-35,2457,3.3703703703703702
40,28,1260,0.9722222222222222
19,9,975,5.769230769230769
99,71,2870,1.7073170731707317
139,-41,114,3.1666666666666665
120,8,1584,0.3055555555555556
111,11,2793,1.163265306122449
86,-46,1900,0.21052631578947367
63,-27,1020,3.5294117647058822
48,-2,4160,1.5384615384615385
55,23,8099,0.978021978021978
141,-45,4550,1.0769230769230769
174,6,2236,0.8269230769230769
42,-36,756,0.42857142857142855
115,79,1131,6.6923076923076925
104,8,3186,0.9152542372881356
120,-14,1950,1.2820512820512822
83,-59,8550,1.0555555555555556
107,55,3432,1.2692307692307692
145,7,2144,2.09375
115,-31,3078,1.0555555555555556
89,17,8184,1.0568181818181819
131,43,275,0.44
147,1,2173,1.2926829268292683
131,37,4183,1.8936170212765957
149,43,2205,0.9183673469387755
56,24,1273,0.2835820895522388
41,-7,1815,1.6666666666666667
60,-56,5510,1.6379310344827587
157,7,1,1.0
84,-74,4118,1.2241379310344827
102,-92,938,0.208955223880597
103,-21,4386,0.5930232558139535
101,-39,5070,1.2
30,-10,6794,1.0886075949367089
153,-9,4851,0.494949494949495
125,-57,5856,0.6354166666666666
78,-32,7488,0.8125
90,40,1863,0.2839506172839506
49,25,6984,0.7422680412371134
99,9,1704,2.9583333333333335
23,-1,1739,1.2702702702702702
117,-21,240,0.26666666666666666
169,-25,7052,1.048780487804878
79,-5,54,0.07407407407407407
59,9,5616,0.9230769230769231
122,38,3783,0.4020618556701031
150,-2,2156,0.8979591836734694
95,1,522,1.6111111111111112
45,27,7200,1.28
108,24,1700,0.36764705882352944
134,58,7387,0.9325842696629213
85,37,1958,0.24719101123595505
154,-26,1917,2.6296296296296298
132,20,5605,0.6210526315789474
76,-42,320,20.0
100,-40,1040,0.65
101,-63,2992,1.5454545454545454
164,-6,116,0.13793103448275862
101,33,145,0.1724137931034483
118,-48,1632,5.647058823529412
14,-2,1722,0.25609756097560976
96,92,6324,0.7311827956989247
50,-16,7238,0.8191489361702128
74,-68,7569,1.0
138,-24,2028,1.3333333333333333
130,60,2142,1.2142857142857142
81,63,1316,0.14893617021276595
98,2,7560,0.9333333333333333
109,47,4128,2.2325581395348837
116,38,4400,0.6875
89,63,2886,0.47435897435897434
152,-38,1222,7.230769230769231
42,-24,360,2.5
52,14,150,0.06
141,33,680,2.3529411764705883
165,5,2352,0.3333333333333333
87,-11,522,0.6206896551724138
55,47,1591,0.8604651162790697
121,-49,2838,0.38372093023255816
72,-42,1995,1.6285714285714286
88,78,1015,1.206896551724138
124,-48,2262,0.2988505747126437
48,-4,110,1.1
53,-45,1344,0.7619047619047619
127,7,6534,0.6666666666666666
60,28,532,0.09210526315789473
191,1,6873,1.1012658227848102
53,-45,580,1.45
171,-19,484,4.0
14,-8,280,0.7
95,21,1909,0.27710843373493976
40,-6,3640,1.1607142857142858
123,-51,369,4.555555555555555
91,-61,9506,1.0103092783505154
71,27,5580,0.6451612903225806
83,21,5382,0.8846153846153846
80,42,112,1.75
147,-45,9306,1.053191489361702
72,-14,66,1.8333333333333333
163,-19,7221,1.0481927710843373
69,-57,153,0.058823529411764705
146,44,4473,0.8873239436619719
54,-46,1632,0.6274509803921569
94,76,988,2.736842105263158
67,53,5264,1.6785714285714286
27,-1,1368,3.789473684210526
126,-38,4606,0.47959183673469385
118,-30,1680,1.8666666666666667
43,19,1525,0.4098360655737705
112,-60,2788,0.4146341463414634
101,3,294,0.030612244897959183
139,-3,66,1.8333333333333333
56,32,3267,3.0
61,45,249,0.03614457831325301
88,46,8415,0.8585858585858586
96,-48,9118,0.9690721649484536
66,14,2926,2.026315789473684
89,-11,390,0.0641025641025641
138,4,203,0.2413793103448276
154,-12,3690,2.1951219512195124
128,-8,1292,4.470588235294118
10,-6,2970,0.36666666666666664
29,-7,8280,0.9782608695652174
58,-22,4234,1.2586206896551724
131,11,348,0.10344827586206896
67,-19,3652,0.5301204819277109
76,60,224,0.07142857142857142
129,39,4092,2.1136363636363638
45,7,119,2.4285714285714284
81,11,4488,1.7254901960784315
101,31,5476,1.0
180,-6,4554,0.46464646464646464
34,10,66,66.0
146,-42,2870,0.5857142857142857
111,9,1218,6.214285714285714
124,32,4508,1.8775510204081634
178,18,1260,1.6071428571428572
49,-33,3952,0.6842105263157895
173,-13,416,0.15384615384615385
67,-61,2562,0.6885245901639344
156,-22,6438,0.8505747126436781
90,10,3772,1.7826086956521738
86,-36,3515,0.3894736842105263
40,-20,168,0.21428571428571427
90,-68,3000,1.2
110,-16,3648,0.631578947368421
35,31,2115,1.0444444444444445
124,4,714,0.40476190476190477
83,11,2048,2.0
166,-28,496,7.75
147,29,1632,0.6274509803921569
53,5,120,0.13333333333333333
96,52,4216,0.9117647058823529
121,-33,2156,0.8979591836734694
85,65,3388,1.75
104,0,1100,0.36363636363636365
72,0,216,0.041666666666666664
141,5,1334,0.39655172413793105
142,16,6240,0.975
97,-29,1034,0.46808510638297873
158,-18,6111,0.6494845360824743
40,30,1012,2.090909090909091
49,13,1476,0.21951219512195122
79,-35,3968,0.96875
60,-10,1116,0.12903225806451613
53,45,1183,7.0
27,-11,190,47.5
76,50,2068,1.0681818181818181
53,39,2496,0.2708333333333333
177,-19,770,0.2545454545454545
161,23,1550,0.4032258064516129
100,-50,3354,0.45348837209302323
104,82,4355,1.0307692307692307
66,50,2478,1.4047619047619047
20,6,3871,0.620253164556962
178,-2,5115,1.690909090909091
136,38,7482,0.9885057471264368
144,20,1121,0.3220338983050847
16,-10,783,0.10344827586206896
61,13,280,1.4285714285714286
136,-52,660,0.7333333333333333
99,55,924,6.416666666666667
139,45,75,0.12
79,-5,1274,0.15384615384615385
26,-20,5427,1.208955223880597
184,2,1068,0.1348314606741573
67,3,2046,1.878787878787879
143,-45,2064,3.5833333333333335
135,41,814,1.6818181818181819
117,61,690,6.9
117,3,5698,0.961038961038961
84,66,4060,1.206896551724138
64,50,7275,1.2933333333333332
36,2,336,21.0
66,50,935,0.12941176470588237
73,-23,3705,0.4105263157894737
68,-58,550,0.22
61,5,864,10.666666666666666
110,12,4860,1.6666666666666667
69,-11,1242,3.8333333333333335
136,20,920,9.2
63,31,4550,1.0769230769230769
168,8,4399,1.5660377358490567
122,54,52,52.0
25,7,147,16.333333333333332
121,13,2847,0.5342465753424658
166,-6,4081,1.4528301886792452
129,-11,2968,0.9464285714285714
131,67,756,9.333333333333334
94,14,2070,0.43478260869565216
144,30,884,5.230769230769231
71,-51,560,5.6
90,-58,30,3.3333333333333335
53,47,294,0.16666666666666666
66,26,1463,4.052631578947368
107,-17,2624,2.5625
83,-23,400,0.64
89,55,1776,1.2972972972972974
119,1,1428,0.5490196078431373
91,-83,63,7.0
96,-34,846,2.611111111111111
91,-37,150,0.6666666666666666
159,35,2838,0.6515151515151515
48,-10,4774,1.2419354838709677
61,-5,4293,0.654320987654321
134,50,3567,2.1219512195121952
25,21,910,0.2153846153846154
81,15,2160,0.3375
128,-40,130,0.19230769230769232
73,61,2303,0.9591836734693877
105,-7,574,0.08536585365853659
67,-1,819,1.8571428571428572
65,-53,5452,1.6206896551724137
134,-24,7098,1.1666666666666667
121,53,1196,7.076923076923077
81,-19,350,0.07142857142857142
84,-18,3042,0.5
86,-42,714,3.642857142857143
128,66,1932,4.380952380952381
61,-31,2240,0.45714285714285713
38,-32,986,1.1724137931034482
92,34,2800,0.8928571428571429
56,-16,504,0.6428571428571429
67,29,2233,0.37662337662337664
59,55,1746,5.388888888888889
157,19,5372,0.8607594936708861
171,7,1254,0.2878787878787879
66,34,40,10.0
34,16,1122,0.25757575757575757
68,52,138,0.2608695652173913
93,-49,300,0.75
120,34,1312,0.7804878048780488
60,-14,1287,1.1818181818181819
135,-53,34,0.029411764705882353
86,-80,770,0.2545454545454545
38,0,2278,0.5074626865671642
111,-59,3168,3.09375
66,32,1225,1.0
112,52,2623,1.4186046511627908
89,39,1580,0.25316455696202533
119,43,3640,2.275
41,21,540,0.15
93,47,7050,1.2533333333333334
143,-35,1215,5.4
50,-40,84,0.42857142857142855
116,72,258,7.166666666666667
20,12,5418,1.3650793650793651
75,7,1040,6.153846153846154
131,-51,172,10.75
116,74,1971,0.3698630136986301
124,14,6030,1.3432835820895523
78,-18,96,0.6666666666666666
49,15,2392,3.5384615384615383
117,-25,5460,1.2923076923076924
59,43,8170,0.9052631578947369
83,-15,2881,0.6417910447761194
79,23,60,2.4
168,8,5467,0.922077922077922
144,-20,875,1.4
115,43,3402,0.5185185185185185
151,-39,156,0.23076923076923078
80,70,7029,0.7171717171717171
187,-5,3042,0.5
195,3,2784,3.310344827586207
90,64,550,1.1363636363636365
141,13,2088,1.6111111111111112
85,-15,2160,1.0666666666666667
135,-45,3397,0.5443037974683544
130,-56,2937,2.696969696969697
123,25,1404,0.23076923076923078
120,-26,4641,1.7843137254901962
58,6,4187,0.6708860759493671
140,-36,516,0.27906976744186046
169,25,546,1.2380952380952381
127,61,792,5.5
149,11,203,4.142857142857143
169,3,4611,1.6415094339622642
81,-27,945,1.2962962962962963
116,72,4380,1.2166666666666666
163,-19,288,0.2222222222222222
68,-52,800,3.125
108,42,2178,4.5
162,32,4512,1.9583333333333333
102,70,1197,0.3684210526315789
62,12,8265,0.9157894736842105
99,85,4802,0.5
117,-61,7719,0.8924731182795699
126,24,1980,1.0227272727272727
104,-68,6237,0.6363636363636364
26,-22,4810,1.1384615384615384
69,41,540,0.06666666666666667
74,48,1632,0.7083333333333334
127,7,5460,1.2923076923076924
30,-16,3392,0.828125
147,21,207,0.391304347826087
61,31,30,7.5
95,25,1104,0.2318840579710145
11,-3,2444,0.9038461538461539
133,61,3484,1.2884615384615385
106,88,1232,0.1590909090909091
113,-77,3969,0.6049382716049383
151,-17,1430,2.9545454545454546
32,-24,2160,0.26666666666666666
109,-67,1372,7.0
96,-2,104,0.15384615384615385
110,-66,1395,0.16129032258064516
42,-28,4950,1.1363636363636365
86,78,3534,0.40860215053763443
30,-16,882,4.5
52,-22,2200,0.88
129,65,4550,0.5494505494505495
85,81,4559,0.4845360824742268
98,60,3135,0.3473684210526316
90,76,3480,2.175
79,57,2312,0.5
115,77,3953,0.8805970149253731
37,25,6534,1.5
98,-10,36,0.1111111111111111
110,-40,2200,0.88
112,-30,2684,0.7213114754098361
67,35,440,0.22727272727272727
108,12,1247,0.6744186046511628
77,-49,7304,1.0602409638554218
87,-5,385,0.3142857142857143
147,-13,5032,0.918918918918919
88,14,5698,1.0405405405405406
37,-27,1452,1.3333333333333333
107,-9,1740,1.9333333333333333
114,62,3024,1.3125
136,60,880,0.2909090909090909
116,-30,180,7.2
56,20,85,3.4
79,69,4071,0.855072463768116
19,-17,462,0.9545454545454546
132,-28,7125,0.7894736842105263
159,29,848,0.3018867924528302
111,-53,429,0.28205128205128205
99,59,6141,1.289855072463768
149,-21,1020,7.083333333333333
58,8,434,0.11290322580645161
82,16,7216,0.9318181818181818
72,32,1235,0.2923076923076923
115,-25,3330,1.6444444444444444
121,-45,2134,0.2268041237113402
75,-45,864,3.375
127,37,7189,1.1518987341772151
169,-17,6080,0.6736842105263158
82,2,1840,4.6
122,52,660,4.583333333333333
88,-4,3538,0.9508196721311475
80,56,3784,2.046511627906977
92,0,1032,1.7916666666666667
70,-30,1421,0.5918367346938775
119,63,4898,0.7848101265822784
91,75,4836,1.2580645161290323
173,-19,2072,1.5135135135135136
97,-31,1848,0.9545454545454546
99,51,4140,1.9565217391304348
22,6,3813,2.268292682926829
123,63,6314,1.0649350649350648
61,29,490,0.20408163265306123
75,-71,700,0.5714285714285714
112,-82,522,0.06896551724137931
101,79,3198,1.9024390243902438
114,-36,287,0.17073170731707318
91,-63,1118,0.1511627906976744
86,40,1840,3.4782608695652173
114,-58,4380,1.2166666666666666
121,-35,1932,3.652173913043478
128,42,3116,0.5394736842105263
97,-95,4650,0.5376344086021505
111,5,680,1.7
77,23,279,0.03225806451612903
77,-35,4606,0.5212765957446809
46,30,2301,1.5128205128205128
108,-82,570,15.833333333333334
31,-9,3600,1.5625
67,39,2144,0.47761194029850745
66,-30,220,0.11363636363636363
129,-47,203,0.2413793103448276
72,-4,408,0.1568627450980392
131,15,960,0.6
74,6,621,7.666666666666667
125,-41,1935,1.0465116279069768
94,28,76,0.21052631578947367
77,-35,1155,5.133333333333334
30,-10,190,0.5263157894736842
55,-25,69,0.014492753623188406
149,1,624,1.0833333333333333
75,-17,2407,2.8620689655172415
79,11,624,0.10256410256410256
68,-50,2376,0.3068181818181818
149,-33,435,17.4
164,-4,1444,1.0
71,39,3816,0.7361111111111112
81,45,4221,1.0634920634920635
32,8,992,0.96875
117,-19,3060,2.6470588235294117
83,59,630,3.2142857142857144
128,-6,504,6.222222222222222
146,50,342,4.222222222222222
137,21,1106,0.17721518987341772
22,-10,74,74.0
60,46,3705,1.1403508771929824
124,74,2888,2.0
183,-1,4606,0.47959183673469385
133,29,570,1.5789473684210527
160,4,1976,0.34210526315789475
106,-14,81,0.1111111111111111
91,-21,1457,1.5161290322580645
150,-2,154,38.5
128,-64,8118,0.8282828282828283
136,56,6208,1.515625
50,6,135,0.18518518518518517
57,-1,5088,1.8113207547169812
165,-27,1817,0.2911392405063291
33,-11,1128,7.833333333333333
114,-34,9009,0.9191919191919192
143,1,3575,1.1818181818181819
116,66,3040,1.9
123,-75,1908,1.4722222222222223
24,12,2923,0.46835443037974683
95,27,345,1.5333333333333334
105,-67,3234,1.8333333333333333
67,-39,351,0.48148148148148145
94,90,38,9.5
120,16,5100,0.9066666666666666
119,71,1152,3.5555555555555554
85,13,1161,0.627906976744186
57,-21,1488,1.5483870967741935
114,-18,7476,0.9438202247191011
52,-4,4875,1.1538461538461537
76,46,4794,1.8431372549019607
106,-48,120,0.075
76,70,660,6.6
93,55,816,3.1875
99,-3,2220,0.40540540540540543
98,-96,261,29.0
101,17,306,8.5
103,-79,183,0.04918032786885246
101,-13,1200,0.5208333333333334
79,71,1080,1.4814814814814814
114,-64,6720,1.05
149,11,6237,1.051948051948052
118,36,4004,2.0681818181818183
127,-37,1575,2.52
94,-44,4785,1.5818181818181818
85,49,2613,1.7179487179487178
93,-15,6045,0.6989247311827957
164,26,1728,0.75
79,-13,483,9.857142857142858
116,2,2610,1.288888888888889
32,-30,1760,3.6363636363636362
165,7,2272,0.4507042253521127
70,-28,1665,1.2162162162162162
98,12,378,0.09523809523809523
33,-17,1188,0.9166666666666666
100,-6,249,27.666666666666668
61,-37,4818,1.106060606060606
125,-21,1872,1.4444444444444444
145,-3,228,0.15789473684210525
35,17,6318,0.9629629629629629
63,17,728,0.2692307692307692
120,-18,1649,5.705882352941177
151,-19,3834,1.3148148148148149
60,34,2440,1.525
51,-5,456,1.263157894736842
71,-27,2805,2.5757575757575757
160,-38,4599,1.1587301587301588
54,52,1740,0.5172413793103449
46,-12,3589,0.38144329896907214
130,36,4026,1.0819672131147542
85,-19,1260,0.31746031746031744
116,26,3200,2.0
48,36,7326,0.7474747474747475
80,40,1738,3.590909090909091
55,25,713,1.3478260869565217
125,53,4320,0.675
113,9,4465,2.021276595744681
53,43,2442,1.7837837837837838
88,-58,408,0.35294117647058826
88,-42,4422,1.0151515151515151
44,-38,3045,2.4857142857142858
90,-28,1134,5.785714285714286
83,3,4760,1.5178571428571428
142,4,2970,0.30303030303030304
131,-25,8550,0.9473684210526315
82,42,5035,1.7924528301886793
129,-41,3705,0.8769230769230769
178,-4,455,18.2
105,-19,3360,0.525
127,7,740,7.4
111,-19,940,0.10638297872340426
76,-74,196,49.0
94,-90,3096,0.4186046511627907
141,35,2646,3.6296296296296298
94,-88,1326,0.8717948717948718
78,-28,8075,1.1176470588235294
86,28,1180,2.95
107,7,2666,2.774193548387097
150,24,3168,1.375
19,-17,6887,1.3661971830985915
52,-26,4992,1.8461538461538463
37,-31,450,5.555555555555555
41,17,5520,0.6521739130434783
158,24,1440,2.5
71,-67,1722,1.024390243902439
63,27,1568,6.125
136,-18,10,0.1
96,-78,448,0.109375
76,-14,6882,0.7956989247311828
75,-59,2262,0.2988505747126437
99,47,72,0.2222222222222222
129,41,1242,0.2608695652173913
96,-6,3630,1.2
86,-58,4312,1.375
110,-14,8820,0.9183673469387755
134,46,1540,0.3142857142857143
43,-9,58,14.5
99,85,4950,1.98
71,-1,460,18.4
99,19,4171,0.44329896907216493
75,-47,1027,0.16455696202531644
66,-52,3397,0.5443037974683544
90,-34,1278,3.9444444444444446
54,24,6084,1.0
60,-46,4485,0.9420289855072463
154,-10,713,0.7419354838709677
119,67,1254,3.473684210526316
147,27,2898,1.6428571428571428
108,-50,1974,0.22340425531914893
133,17,190,7.6
155,17,333,4.111111111111111
44,-42,1998,1.4594594594594594
127,-51,864,0.09375
65,-43,832,0.8125
103,43,1152,4.5
66,-58,630,0.12857142857142856
65,-31,6039,0.6161616161616161
92,80,1700,2.72
78,72,2910,0.30927835051546393
118,-12,4628,1.7115384615384615
104,-78,147,0.061224489795918366
64,-30,2232,0.4305555555555556
100,38,8370,0.967741935483871
74,10,480,0.5333333333333333
116,-50,50,0.08
135,59,19,0.05263157894736842
83,-39,4466,0.7532467532467533
92,-36,528,8.25
142,-22,1768,1.5294117647058822
134,-4,3720,0.967741935483871
140,2,196,0.08163265306122448
119,-47,1161,1.5925925925925926
94,-80,154,0.025974025974025976
91,-13,980,0.40816326530612246
54,-18,801,0.10112359550561797
125,-73,860,2.15
98,-82,2132,0.3170731707317073
42,-22,2856,0.6176470588235294
12,0,5644,1.2205882352941178
165,-25,2024,0.26136363636363635
52,44,440,6.875
59,-41,2000,3.2
102,88,3250,1.3
83,-1,3055,1.3829787234042554
111,87,5727,0.8313253012048193
80,-6,2340,0.65
111,-25,1886,1.1219512195121952
158,-22,6789,1.273972602739726
125,55,1188,8.25
97,-49,1326,1.9615384615384615
175,-5,384,0.041666666666666664
69,-1,2160,0.4166666666666667
74,-6,2970,0.36666666666666664
60,-26,4000,0.625
32,-16,4872,1.4482758620689655
94,18,988,0.36538461538461536
169,21,3239,0.5189873417721519
76,-20,504,2.5714285714285716
144,20,7568,0.9772727272727273
72,4,4823,0.5824175824175825
88,-28,216,1.5
28,8,1156,1.0
26,-8,3256,0.42045454545454547
112,-12,136,2.125
41,-17,5940,1.3636363636363635
121,65,891,0.8181818181818182
159,15,4422,0.9850746268656716
24,-6,950,0.10526315789473684
105,81,444,12.333333333333334
96,92,600,0.24
69,-19,1305,0.6444444444444445
174,-4,3255,0.3763440860215054
138,-16,1855,0.660377358490566
117,31,108,0.14814814814814814
121,-19,1188,0.2727272727272727
172,2,1848,0.2619047619047619
74,34,816,2.823529411764706
77,-19,3599,1.0338983050847457
72,68,1035,1.9565217391304348
185,9,1431,0.5094339622641509
77,-55,1020,3.5294117647058822
91,-63,2295,1.1333333333333333
12,10,1278,0.2535211267605634
123,-43,3276,1.8571428571428572
113,55,864,0.84375
89,81,4235,0.7142857142857143
139,5,8910,1.1
127,49,76,19.0
45,1,3818,1.8043478260869565
49,21,510,14.166666666666666
77,-11,6699,1.12987012987013
158,2,2277,0.4782608695652174
139,23,3599,1.0338983050847457
30,-26,1072,4.1875
65,-43,6642,1.0123456790123457
81,-3,2886,1.8974358974358974
146,-42,2320,0.3625
125,-43,342,0.10526315789473684
38,30,2210,0.3058823529411765
135,-57,280,0.22857142857142856
125,-37,1944,1.5
97,79,4029,1.5490196078431373
161,-25,943,1.7826086956521738
179,-9,912,2.526315789473684
38,4,2403,0.30337078651685395
181,15,1275,0.22666666666666666
109,-51,3975,0.7066666666666667
86,-42,540,2.4
43,29,1914,2.2758620689655173
101,-7,1729,0.2087912087912088
94,0,888,0.6486486486486487
83,49,1075,1.72
133,-19,2158,0.3132530120481928
29,-21,36,0.027777777777777776
43,-23,645,2.8666666666666667
69,41,368,0.17391304347826086
61,-45,969,0.2982456140350877
53,29,708,0.2033898305084746
97,57,2576,0.8214285714285714
131,11,4420,0.611764705882353
92,10,588,0.24489795918367346
110,-14,2028,0.75
97,67,2590,2.1142857142857143
82,-80,5040,0.7875
63,-7,3009,0.864406779661017
74,0,1485,6.6
124,-38,2760,0.32608695652173914
130,66,2139,4.043478260869565
102,-32,2160,0.4166666666666667
129,-23,10,10.0
105,-93,4606,1.9183673469387754
169,-23,1007,2.789473684210526
18,14,3944,0.8529411764705882
49,-37,161,0.30434782608695654
34,-4,629,2.176470588235294
145,13,572,4.7272727272727275
123,47,1250,2.0
93,-31,204,0.7058823529411765
176,14,2871,0.29292929292929293
130,42,5952,0.6881720430107527
58,-50,369,0.21951219512195122
52,26,168,18.666666666666668
91,-5,2232,3.875
79,27,8188,0.967391304347826
97,-3,3840,0.9375
129,25,3564,0.5432098765432098
75,-37,2184,2.7857142857142856
91,-75,4331,1.1639344262295082
139,-17,854,0.22950819672131148
148,36,1620,2.2222222222222223
39,-3,1260,0.17857142857142858
129,-23,1358,0.14432989690721648
105,45,444,12.333333333333334
34,2,4218,1.2982456140350878
109,75,855,3.8
82,76,165,1.3636363636363635
91,53,1430,2.9545454545454546
135,53,416,6.5
56,34,3872,0.5
77,-17,1395,0.16129032258064516
191,1,1908,0.6792452830188679
141,-29,888,1.5416666666666667
88,-6,360,10.0
41,-3,6510,0.7526881720430108
116,72,1804,0.9318181818181818
89,-75,380,3.8
94,0,2560,0.4
117,57,8624,0.8979591836734694
144,20,1340,0.29850746268656714
30,-12,3705,1.1403508771929824
82,-68,3375,0.6
111,-41,702,0.11538461538461539
138,-8,105,0.4666666666666667
75,-27,855,0.2631578947368421
134,42,7216,1.0731707317073171
75,-51,715,0.23636363636363636
93,-49,448,7.0
68,50,82,0.012195121951219513
74,-48,300,0.3333333333333333
133,1,2142,1.8529411764705883
72,-10,7505,0.8315789473684211
93,-61,3111,0.8360655737704918
110,60,2080,3.076923076923077
120,36,7128,1.0864197530864197
114,20,4284,1.0793650793650793
171,-11,312,0.05128205128205128
37,17,5432,0.5773195876288659
41,-1,91,0.5384615384615384
87,19,3034,1.8048780487804879
87,-45,1638,0.1978021978021978
157,-11,1275,0.17647058823529413
78,54,296,4.625
55,-39,731,0.3953488372093023
94,70,7840,1.225
71,-29,5760,1.6
60,-22,392,6.125
184,-14,9504,1.03125
102,42,1440,2.5
79,-73,152,0.10526315789473684
72,-16,5460,0.7738095238095238
101,-75,285,0.031578947368421054
120,36,4690,0.9571428571428572
82,18,180,0.2
74,-62,38,0.02631578947368421
111,39,94,23.5
44,38,1794,0.37681159420289856
82,-58,616,3.142857142857143
88,4,1131,1.3448275862068966
178,12,4802,2.0
114,26,4324,1.9574468085106382
79,17,1008,3.111111111111111
147,43,672,0.07291666666666667
105,33,316,19.75
99,77,5952,1.453125
111,47,3542,1.673913043478261
68,-40,884,3.0588235294117645
55,-9,1728,0.421875
136,-36,4836,1.7884615384615385
94,-56,4050,2.0
20,6,2967,0.6231884057971014
122,-40,1820,0.37142857142857144
121,-45,4984,0.6292134831460674
170,-8,5394,0.6236559139784946
104,28,2494,0.7413793103448276
112,82,4200,1.3392857142857142
49,-29,3477,1.0701754385964912
61,-33,364,0.5384615384615384
51,-37,49,1.0
111,-59,544,0.11764705882352941
87,-71,1232,6.285714285714286
116,58,4814,0.6987951807228916
44,-12,1131,0.7435897435897436
190,8,680,0.14705882352941177
59,53,5152,0.6086956521739131
189,3,150,0.6666666666666666
101,1,2800,0.4375
143,47,496,7.75
18,-8,4158,1.4259259259259258
70,48,190,7.6
102,66,58,0.017241379310344827
120,-76,4020,1.1166666666666667
120,-56,2538,0.8703703703703703
72,32,3108,0.44047619047619047
130,-54,860,0.11627906976744186
67,61,1700,0.68
108,54,876,0.1643835616438356
44,38,3332,0.7205882352941176
5,-1,86,0.011627906976744186
109,87,767,4.538461538461538
92,22,5358,1.6491228070175439
140,40,5928,1.0263157894736843
133,-35,261,3.2222222222222223
92,-76,1332,0.24324324324324326
94,84,1890,2.1
81,-47,3825,1.8888888888888888
93,17,2976,0.3229166666666667
144,48,350,7.142857142857143
136,2,24,1.5
21,3,3116,0.5394736842105263
37,7,4300,0.5813953488372093
47,-31,480,4.8
64,26,4154,0.9253731343283582
94,-44,332,0.04819277108433735
29,1,660,0.15151515151515152
93,-63,1050,1.1666666666666667
75,71,1343,0.21518987341772153
143,-3,1520,0.2631578947368421
96,78,50,12.5
131,43,2225,3.56
48,32,6270,1.4393939393939394
65,-11,102,0.08823529411764706
83,-61,672,2.625
69,11,3267,0.3333333333333333
159,-15,6768,0.7659574468085106
105,-15,2448,2.1176470588235294
104,-40,209,0.5789473684210527
61,45,2898,0.7301587301587301
62,-34,1005,4.466666666666667
101,1,96,96.0
124,-70,124,31.0
82,38,2784,3.310344827586207
150,-46,14,0.2857142857142857
110,70,1170,3.611111111111111
128,-44,3000,0.5333333333333333
130,-18,300,3.0
37,-11,376,0.0425531914893617
120,66,2116,0.25
86,54,4180,0.7236842105263158
162,10,627,0.19298245614035087
88,-68,1320,1.2121212121212122
86,-70,2232,0.5806451612903226
69,27,2491,0.8867924528301887
88,-40,4818,0.9041095890410958
50,-38,2240,1.4
137,-45,6510,1.3285714285714285
75,-3,3572,2.473684210526316
97,5,2478,0.711864406779661
130,54,405,1.8
136,52,5590,0.7558139534883721
47,-25,31,31.0
112,24,3741,0.4942528735632184
153,-31,275,0.09090909090909091
121,-5,4636,1.2459016393442623
91,7,6720,1.05
69,57,7227,0.7373737373737373
46,-28,1178,3.263157894736842
166,-4,3520,1.8181818181818181
176,2,3168,0.4090909090909091
35,5,2750,0.9090909090909091
117,11,825,0.7575757575757576
58,-38,4514,0.8243243243243243
142,16,2624,0.640625
79,33,2574,0.5909090909090909
71,7,6391,1.077922077922078
147,-25,4968,0.5869565217391305
107,-41,407,0.2972972972972973
60,22,2052,2.814814814814815
119,79,294,1.5
45,-9,4503,1.3859649122807018
89,61,3080,0.9821428571428571
37,-21,1496,1.2941176470588236
70,58,3886,0.8656716417910447
98,0,680,0.5882352941176471
130,22,1887,0.7254901960784313
72,-26,196,0.25
99,43,1590,1.7666666666666666
60,8,1156,4.0
128,2,1058,0.5
12,2,2146,0.3918918918918919
69,-13,4717,0.5955056179775281
134,-36,2397,0.9215686274509803
38,-20,4042,2.186046511627907
112,84,476,0.6071428571428571
120,46,2400,2.6666666666666665
91,-63,126,14.0
35,3,1710,0.2111111111111111
86,-84,6417,1.3478260869565217
192,4,4312,0.7272727272727273
123,-53,3599,1.0338983050847457
47,-37,2257,1.6486486486486487
22,4,4620,1.0606060606060606
133,-7,1580,3.95
154,24,1976,0.7307692307692307
120,10,3185,0.7538461538461538
28,-2,7968,1.1566265060240963
98,-56,5680,0.8875
130,-58,4466,0.7532467532467533
115,-13,6142,1.1216216216216217
124,-8,3686,0.3917525773195876
156,10,850,1.36
53,9,3936,0.4270833333333333
109,-77,390,1.7333333333333334
148,4,1334,1.5862068965517242
132,-54,45,5.0
77,51,1196,2.260869565217391
37,15,3848,1.4230769230769231
104,90,2300,0.2717391304347826
136,38,1952,1.90625
114,-66,5605,0.6210526315789474
94,-50,2990,0.7076923076923077
15,9,196,4.0
101,75,356,22.25
133,3,6642,1.0123456790123457
13,-3,2412,0.5373134328358209
67,-3,245,9.8
92,44,192,0.3333333333333333
24,-10,3363,0.9661016949152542
103,45,133,2.7142857142857144
143,55,714,0.27450980392156865
55,17,860,0.11627906976744186
124,-6,2133,0.34177215189873417
86,18,48,0.75
78,16,2346,0.9019607843137255
75,33,5056,1.234375
104,-60,950,0.38
