E,F,G,H
93,-27,90,0.044444444444444446
54,-52,510,0.19607843137254902
71,7,1596,4.421052631578948
130,-56,4590,1.5740740740740742
117,-57,2256,3.9166666666666665
168,6,5452,1.6206896551724137
127,25,320,0.3125
22,18,110,0.03636363636363636
139,-47,780,4.615384615384615
123,33,637,0.2653061224489796
142,32,1634,4.526315789473684
105,27,4872,1.4482758620689655
183,9,270,7.5
130,-26,95,0.2631578947368421
60,-6,2294,0.4189189189189189
135,41,2345,0.5223880597014925
109,65,4189,0.8309859154929577
103,59,5952,0.6458333333333334
152,-42,348,0.10344827586206896
127,-61,6320,1.0126582278481013
131,49,46,11.5
170,26,1760,0.22727272727272727
134,-34,8730,1.0777777777777777
137,-25,4592,0.6829268292682927
134,-14,357,1.2352941176470589
49,-45,1260,0.7142857142857143
125,25,1488,5.8125
32,-30,1665,0.8222222222222222
40,-28,1938,0.5964912280701754
70,-24,1830,2.033333333333333
99,17,455,0.37142857142857144
125,-13,730,0.136986301369863
72,-22,3864,2.1904761904761907
64,-26,2480,2.5806451612903225
149,-35,5146,1.3387096774193548
167,25,714,1.619047619047619
71,-47,3364,1.0
54,-2,1050,0.8571428571428571
141,-47,765,0.10588235294117647
84,-48,234,0.34615384615384615
128,2,679,0.07216494845360824
55,19,3876,1.1929824561403508
99,-47,240,9.6
92,34,2013,1.8484848484848484
134,-8,80,20.0
69,17,2300,3.68
126,60,6391,0.927710843373494
86,-56,2139,0.24731182795698925
83,39,267,0.033707865168539325
120,66,1443,1.054054054054054
100,-2,7476,1.0595238095238095
146,38,8415,1.1647058823529413
131,-25,567,0.14285714285714285
109,-13,798,1.8095238095238095
64,-46,4332,1.3333333333333333
63,-15,270,0.09259259259259259
97,1,1848,3.2083333333333335
159,-3,2744,3.5
98,-36,52,3.25
55,-25,2279,1.2325581395348837
130,66,1890,0.6481481481481481
129,21,375,1.6666666666666667
85,-73,806,0.8387096774193549
96,-48,1449,2.739130434782609
98,80,3420,1.0526315789473684
99,57,2880,0.3125
153,-27,3072,1.3333333333333333
162,-6,3382,0.42696629213483145
122,74,200,0.32
81,51,2716,0.28865979381443296
101,47,4902,1.5087719298245614
150,38,2280,1.5789473684210527
102,20,4575,0.8133333333333334
127,-9,6400,1.0
86,18,3367,2.4594594594594597
139,-1,70,2.8
103,-53,460,0.8695652173913043
140,-42,5487,0.6344086021505376
90,50,3430,1.4285714285714286
195,3,578,0.5
63,3,264,0.4583333333333333
87,-37,2002,2.9615384615384617
91,13,5828,0.6595744680851063
103,47,3219,2.3513513513513513
122,24,2924,0.6323529411764706
130,-36,3264,0.3541666666666667
65,-35,4,1.0
97,-41,720,5.0
136,26,2133,0.34177215189873417
49,41,1024,4.0
101,-51,1026,0.7105263157894737
164,-22,651,1.4761904761904763
92,24,240,26.666666666666668
113,57,585,3.4615384615384617
70,58,3381,1.4081632653061225
75,47,2700,0.75
44,-36,3382,2.3421052631578947
101,-97,280,0.22857142857142856
94,-18,3355,0.9016393442622951
94,-30,2088,2.4827586206896552
35,-21,511,0.0958904109589041
145,49,780,0.28846153846153844
94,-28,6450,0.872093023255814
129,-53,3900,1.56
92,-20,7138,1.036144578313253
76,30,255,0.03529411764705882
72,-58,490,19.6
101,-75,3008,2.9375
145,41,2133,0.34177215189873417
90,40,3480,2.175
108,-42,52,3.25
94,4,1428,1.2352941176470589
16,-12,390,0.43333333333333335
97,79,582,0.061855670103092786
89,-71,2814,0.6268656716417911
132,-32,660,1.65
175,13,3420,2.3684210526315788
133,17,1786,4.947368421052632
58,-20,988,0.6842105263157895
163,-27,7144,0.8085106382978723
93,3,7452,0.8804347826086957
73,-33,6750,0.8333333333333334
129,23,276,17.25
54,20,6840,1.1842105263157894
148,-14,621,1.173913043478261
94,-24,1392,0.6041666666666666
93,-39,460,4.6
149,-13,1580,3.95
41,31,2773,1.2553191489361701
92,-78,1760,1.71875
102,-70,25,25.0
80,-58,6674,1.323943661971831
117,-57,891,0.8181818181818182
124,18,4235,1.4
174,18,4950,0.5050505050505051
129,-69,1456,0.5384615384615384
75,23,2375,0.2631578947368421
85,-21,1704,0.3380281690140845
31,-21,6480,1.25
99,-23,4840,1.6
99,77,328,0.04878048780487805
130,-22,1443,0.9487179487179487
125,-59,455,18.2
109,-39,3825,1.8888888888888888
99,41,748,6.181818181818182
144,38,33,3.6666666666666665
57,55,595,0.08235294117647059
91,-57,46,0.021739130434782608
123,57,85,3.4
144,-18,176,0.36363636363636365
81,57,3588,2.358974358974359
73,7,2784,2.71875
130,56,6555,1.3768115942028984
110,-18,1482,0.45614035087719296
23,-7,3060,2.361111111111111
131,-63,532,1.4736842105263157
64,10,6120,0.8470588235294118
103,57,6840,0.7578947368421053
70,44,84,0.10714285714285714
79,71,2537,0.7288135593220338
47,23,1232,4.8125
127,-13,1235,7.3076923076923075
133,1,1792,0.5714285714285714
39,25,1682,2.0
146,6,3864,2.1904761904761907
122,-16,648,4.5
85,-51,6674,1.323943661971831
141,33,915,4.066666666666666
103,93,8,2.0
118,-4,4288,1.046875
84,-34,3780,1.2962962962962963
113,-21,774,9.555555555555555
92,-88,3783,0.4020618556701031
101,53,1729,4.7894736842105265
100,42,5060,0.5978260869565217
95,89,73,73.0
71,-61,3268,0.5657894736842105
168,-8,5880,1.2
45,7,2418,0.3974358974358974
97,-1,2632,3.357142857142857
14,12,4624,1.0
173,13,2555,0.4794520547945205
122,-14,2556,0.5070422535211268
103,19,1480,1.0810810810810811
50,0,7760,1.2125
46,-10,3219,0.42528735632183906
39,33,102,0.0392156862745098
87,-77,660,5.454545454545454
76,66,2279,1.2325581395348837
98,80,2772,1.4318181818181819
85,-25,3690,0.45555555555555555
85,-49,693,0.1746031746031746
131,-67,2145,0.7090909090909091
34,0,1768,2.6153846153846154
104,-36,1280,0.2
88,70,624,0.9230769230769231
135,-31,3111,0.8360655737704918
102,-24,2257,0.6065573770491803
97,-7,2812,0.5135135135135135
121,-59,3111,1.196078431372549
144,-16,2958,1.1372549019607843
137,17,5040,1.4
183,5,231,1.9090909090909092
101,-83,4134,1.471698113207547
97,15,176,0.6875
133,-43,88,1.375
113,-19,858,0.14102564102564102
151,25,630,1.9444444444444444
103,-9,2370,0.379746835443038
84,-10,3384,2.611111111111111
86,-48,42,42.0
48,30,7392,1.0476190476190477
163,-31,2432,1.6842105263157894
129,59,1044,0.3103448275862069
119,29,371,0.1320754716981132
130,-8,5456,1.4193548387096775
144,4,7275,0.7731958762886598
136,-12,6314,1.0649350649350648
138,-14,1525,2.44
99,-29,1860,0.21505376344086022
49,-29,1290,0.1744186046511628
72,26,3267,3.0
56,30,2871,2.6363636363636362
131,-55,6106,0.8255813953488372
80,-52,5070,0.8333333333333334
98,22,3330,1.6444444444444444
125,-29,2622,0.5507246376811594
116,-82,3240,0.49382716049382713
56,-12,33,0.030303030303030304
162,-36,1680,1.8666666666666667
77,53,72,0.5
100,84,552,0.06521739130434782
112,78,2156,2.75
127,-45,3705,2.4358974358974357
122,70,10,0.1
94,-58,371,0.1320754716981132
93,35,966,0.45652173913043476
84,20,2280,2.533333333333333
139,-1,5208,1.6607142857142858
132,-18,2624,0.3902439024390244
138,-42,4158,0.7012987012987013
135,-33,4500,1.8
109,31,1564,1.3529411764705883
98,86,3968,1.032258064516129
169,-9,434,2.2142857142857144
166,14,536,0.11940298507462686
36,-34,4088,1.3035714285714286
94,-30,696,10.875
93,27,660,1.3636363636363635
130,22,2225,3.56
117,-35,3552,2.5945945945945947
156,-40,1334,0.6304347826086957
103,65,3843,0.9682539682539683
99,-27,5590,1.323076923076923
49,-15,3876,0.6710526315789473
114,72,2852,2.967741935483871
119,-51,1176,0.6666666666666666
85,-59,609,1.380952380952381
181,13,3060,0.85
54,-52,1403,0.3770491803278688
88,60,896,3.5
73,-41,1116,3.4444444444444446
112,4,4026,1.0819672131147542
98,-14,284,17.75
177,17,770,0.6285714285714286
118,34,140,0.35
105,43,2720,1.7
7,-3,8742,0.9893617021276596
140,-36,928,0.27586206896551724
146,-20,203,4.142857142857143
75,37,132,8.25
117,17,4080,0.8823529411764706
77,-5,540,0.06666666666666667
80,-44,225,25.0
128,-64,255,1.1333333333333333
139,-17,7938,0.826530612244898
62,-42,3104,3.03125
137,51,1242,0.5869565217391305
70,58,8439,0.8969072164948454
87,45,150,37.5
82,-10,186,0.1935483870967742
98,-62,3976,0.7887323943661971
37,-29,8463,0.978494623655914
127,5,1120,1.09375
50,-14,1020,0.22058823529411764
90,74,2262,2.689655172413793
89,59,1080,1.875
64,-50,2112,1.9393939393939394
154,26,1258,0.22972972972972974
83,-79,594,0.8148148148148148
71,-17,364,0.04395604395604396
88,58,4860,0.6
96,38,4661,0.7468354430379747
172,-26,54,13.5
102,48,4018,1.6734693877551021
56,12,132,14.666666666666666
38,22,2856,1.619047619047619
115,53,4118,1.2241379310344827
108,-52,6208,1.515625
137,-23,2193,0.8431372549019608
66,48,5247,0.5353535353535354
166,32,1920,0.8333333333333334
162,-30,840,2.1
104,-76,8330,0.8673469387755102
25,9,814,6.7272727272727275
24,18,7840,1.225
90,28,220,8.8
23,15,4899,1.0289855072463767
99,-13,28,0.14285714285714285
101,5,1430,2.1153846153846154
47,15,6240,1.0256410256410255
79,-39,1157,0.14606741573033707
82,62,7920,0.8080808080808081
129,17,3360,0.525
188,0,3009,0.864406779661017
63,-17,5632,0.7272727272727273
113,81,8370,1.0333333333333334
155,-3,2565,3.5185185185185186
124,74,1704,0.3380281690140845
150,0,4088,0.7671232876712328
111,-17,24,2.6666666666666665
126,-26,1650,0.29333333333333333
143,-51,7200,1.125
88,52,1368,3.789473684210526
77,-57,676,1.0
108,-84,462,2.357142857142857
145,-47,3575,1.1818181818181819
120,24,544,0.53125
93,19,3869,1.3773584905660377
153,-9,330,2.727272727272727
24,20,660,4.583333333333333
112,62,1482,1.0263157894736843
64,60,2405,1.7567567567567568
119,-67,368,23.0
131,33,1189,1.4137931034482758
63,23,2185,0.24210526315789474
116,8,924,4.714285714285714
77,1,5115,1.690909090909091
57,-1,5194,0.5408163265306123
108,-40,3818,0.5542168674698795
148,-50,3219,0.42528735632183906
51,-39,2744,3.5
112,-62,8556,0.989247311827957
91,-63,6270,1.4393939393939394
169,25,2485,0.49295774647887325
40,22,1675,0.373134328358209
158,-40,36,0.027777777777777776
172,20,6636,0.9404761904761905
73,69,100,0.16
113,25,8,8.0
153,-19,3913,2.116279069767442
43,-23,848,0.3018867924528302
74,-52,7719,1.1204819277108433
91,57,315,0.2571428571428571
73,47,7227,1.356164383561644
160,-28,1134,1.5555555555555556
163,-23,2088,2.4827586206896552
72,18,765,0.29411764705882354
73,71,175,7.0
30,10,126,14.0
85,19,975,4.333333333333333
75,27,2604,2.7096774193548385
161,-7,1045,0.11578947368421053
88,-6,1476,0.21951219512195122
63,17,66,1.8333333333333333
112,80,162,2.0
103,-79,114,3.1666666666666665
141,-1,720,8.88888888888889
60,10,1140,0.19736842105263158
82,-72,1122,0.9705882352941176
99,-7,3792,1.6458333333333333
72,-14,2772,0.6363636363636364
143,-15,1274,7.538461538461538
155,-43,1802,0.6415094339622641
72,0,4134,0.6794871794871795
101,-43,1734,1.5
127,19,980,0.8
68,18,4992,1.8461538461538463
129,55,3680,1.7391304347826086
35,15,2,0.5
172,-4,2739,0.39759036144578314
150,-18,700,0.14285714285714285
65,-43,2160,3.75
156,34,8281,1.0
56,-34,928,0.90625
79,-19,16,16.0
99,-33,7298,0.9213483146067416
154,34,3685,0.8208955223880597
133,-65,3150,1.5555555555555556
139,7,462,0.9545454545454546
155,-9,1357,0.3898305084745763
104,10,1725,0.30666666666666664
52,46,2130,2.3666666666666667
71,-49,2862,0.9814814814814815
103,-57,88,22.0
117,-39,3763,1.3396226415094339
159,5,1540,1.2571428571428571
46,16,1000,1.6
25,-19,1404,2.076923076923077
41,21,354,0.1016949152542373
127,27,510,14.166666666666666
111,-57,2231,4.217391304347826
66,42,225,2.7777777777777777
123,-57,11,11.0
86,4,1425,0.25333333333333335
122,-40,3762,0.8636363636363636
64,-2,2590,0.47297297297297297
165,23,5846,0.9367088607594937
137,3,696,0.09195402298850575
82,6,1258,4.352941176470588
122,-12,7128,1.0864197530864197
59,-19,1139,3.9411764705882355
27,-7,3160,1.975
40,-24,1920,1.875
118,68,1716,0.3939393939393939
38,30,1273,3.526315789473684
55,-31,6348,1.3333333333333333
52,36,4080,1.5686274509803921
36,-26,3520,0.55
66,-46,216,0.16666666666666666
107,-53,6016,0.6808510638297872
174,18,1972,0.5862068965517241
115,-29,990,0.12222222222222222
72,-22,126,0.07142857142857142
122,50,2044,2.607142857142857
74,68,512,0.125
184,6,162,0.2222222222222222
61,-11,5600,1.1428571428571428
135,15,52,3.25
112,-44,264,7.333333333333333
110,-40,2112,0.2727272727272727
98,92,1122,0.9705882352941176
79,-45,4128,0.4479166666666667
95,55,73,0.0136986301369863
71,-13,4361,0.550561797752809
24,-10,3948,2.238095238095238
67,61,1089,1.0
100,-90,148,0.10810810810810811
62,46,1311,0.40350877192982454
95,-31,2915,1.0377358490566038
124,-8,3108,0.44047619047619047
119,9,882,0.5
166,-22,1071,2.4285714285714284
159,-23,6305,0.6701030927835051
141,-3,2337,0.7192982456140351
89,19,2014,0.7169811320754716
138,-54,1680,0.9523809523809523
176,-20,357,0.13725490196078433
158,-28,2656,0.3855421686746988
134,-60,2744,3.5
139,43,3680,2.3
85,-57,1840,4.6
170,4,14,14.0
100,10,476,0.6071428571428571
65,-47,210,0.11904761904761904
83,7,5088,0.5520833333333334
124,-58,420,2.142857142857143
89,69,3440,0.46511627906976744
74,-28,8624,1.1136363636363635
149,-11,1932,2.4642857142857144
50,30,10,0.1
142,22,5208,1.3548387096774193
103,87,3311,0.5584415584415584
126,-34,5096,0.6153846153846154
32,-22,3280,2.05
182,6,798,1.8095238095238095
143,5,3196,2.764705882352941
115,79,992,3.875
62,32,300,18.75
173,-19,2125,0.29411764705882354
178,14,644,0.30434782608695654
90,-64,69,0.014492753623188406
87,-75,900,0.36
89,-83,4116,1.7142857142857142
68,-66,286,0.4230769230769231
65,-9,441,9.0
108,46,2590,1.8918918918918919
102,-80,2584,2.235294117647059
177,-5,224,14.0
170,20,2268,1.75
116,-18,952,4.857142857142857
120,24,1674,0.43548387096774194
158,-32,2736,2.111111111111111
172,6,736,11.5
87,53,850,8.5
160,-32,5712,1.2352941176470589
120,-2,2162,0.9787234042553191
133,-23,2485,2.0285714285714285
85,71,6889,1.0
71,-45,410,0.06097560975609756
31,9,8096,1.0454545454545454
126,44,4680,0.9027777777777778
80,-62,98,0.04081632653061224
124,-20,529,1.0
80,-28,132,8.25
79,35,3036,1.434782608695652
107,77,2610,2.9
156,-38,4464,1.9375
89,55,8148,1.1547619047619047
104,-66,4608,0.5
104,-82,66,0.015151515151515152
31,19,1335,5.933333333333334
116,-24,4860,1.6666666666666667
68,-48,4355,1.0307692307692307
139,-39,6319,0.797752808988764
102,-28,1760,0.22727272727272727
106,6,124,31.0
47,39,2576,0.30434782608695654
69,47,2412,0.5373134328358209
95,-43,1400,0.56
64,-54,98,2.0
99,31,351,0.48148148148148145
49,-13,245,9.8
61,45,210,0.47619047619047616
85,65,2940,2.4
108,-48,1265,2.391304347826087
80,26,3120,1.95
55,-27,2997,2.189189189189189
146,-32,712,11.125
166,-10,4446,0.7307692307692307
54,-28,208,0.3076923076923077
136,-8,7626,0.8817204301075269
50,-6,3306,2.289473684210526
160,-36,1344,3.0476190476190474
111,35,480,13.333333333333334
89,-71,3036,1.5681818181818181
117,-11,3400,2.125
76,-58,2112,0.2727272727272727
31,-29,182,0.2692307692307692
46,10,483,0.9130434782608695
139,-7,117,13.0
110,38,2208,0.9583333333333334
123,-51,184,0.34782608695652173
122,20,336,0.7619047619047619
95,91,830,8.3
95,-73,5325,0.9466666666666667
101,-53,648,0.2222222222222222
81,41,948,6.583333333333333
149,-1,390,0.2564102564102564
75,65,2346,0.4927536231884058
142,-32,1380,0.6521739130434783
115,41,8330,0.8673469387755102
103,-5,8910,1.1
90,36,728,0.9285714285714286
124,-18,5978,1.6065573770491803
167,15,943,1.7826086956521738
142,36,1457,1.5161290322580645
88,42,2772,1.5714285714285714
69,35,456,0.07894736842105263
49,-45,979,8.090909090909092
73,-23,3311,1.7906976744186047
152,14,8448,0.9166666666666666
158,-12,1350,6.0
92,58,460,1.15
70,68,684,4.75
50,2,4770,0.5888888888888889
36,-22,220,8.8
101,-75,2405,0.5692307692307692
151,9,819,10.11111111111111
123,73,2068,0.9361702127659575
91,45,3792,0.6075949367088608
179,-17,3239,1.9268292682926829
46,20,20,20.0
92,30,350,0.14
36,-26,3526,2.097560975609756
82,-26,5568,0.6041666666666666
108,-10,1189,1.4137931034482758
129,-11,4473,1.126984126984127
62,26,2520,1.2444444444444445
49,29,6068,0.9024390243902439
73,-45,8613,1.1379310344827587
68,-38,424,6.625
81,-17,1598,0.723404255319149
115,27,4550,1.0769230769230769
138,24,4332,1.3333333333333333
62,44,980,2.45
61,59,608,9.5
52,26,3108,1.7619047619047619
183,-3,3740,1.9318181818181819
94,-72,1147,1.1935483870967742
160,0,1210,0.4
98,44,180,20.0
97,-17,2016,3.5
124,30,45,0.5555555555555556
82,68,1428,1.2352941176470589
54,-46,375,15.0
100,32,114,0.3157894736842105
51,19,296,4.625
92,-22,1638,0.1978021978021978
94,52,2728,0.7096774193548387
181,7,3975,0.7066666666666667
24,-2,5248,1.28125
111,73,6438,1.1756756756756757
94,4,5092,1.1343283582089552
128,-10,2190,2.433333333333333
54,-4,2806,1.326086956521739
102,-38,3283,1.3673469387755102
110,-16,448,2.2857142857142856
66,16,4472,0.6046511627906976
172,24,6204,1.4242424242424243
52,26,6084,1.0
23,-1,3888,0.5925925925925926
158,-34,2914,3.032258064516129
125,19,170,1.7
83,79,145,0.1724137931034483
92,-10,210,0.23333333333333334
174,12,1856,2.206896551724138
153,-31,54,0.6666666666666666
105,-1,513,0.15789473684210525
87,-81,348,0.04597701149425287
131,49,3948,2.238095238095238
167,13,658,0.07446808510638298
115,-63,516,14.333333333333334
127,17,1333,0.7209302325581395
121,39,1674,0.1935483870967742
124,-70,2050,1.2195121951219512
171,21,7872,1.170731707317073
73,-21,2340,0.28888888888888886
132,32,2528,0.4050632911392405
114,-18,1378,2.0384615384615383
38,-36,4332,0.75
112,70,2451,1.3255813953488371
77,73,385,0.12727272727272726
74,-56,3080,0.6285714285714286
63,19,8170,1.1046511627906976
29,21,4818,1.106060606060606
55,-29,588,12.0
26,20,2656,2.59375
43,25,7544,0.8913043478260869
69,-7,1558,0.23170731707317074
95,-31,1358,6.928571428571429
181,-15,5510,0.6105263157894737
187,-5,6808,0.8043478260869565
77,-35,2709,0.6825396825396826
155,-5,1806,0.9767441860465116
94,70,4872,1.4482758620689655
101,-81,441,0.1111111111111111
134,54,1428,0.20238095238095238
93,-67,84,0.011904761904761904
63,-15,3478,0.39361702127659576
49,37,3738,2.119047619047619
122,-20,120,4.8
109,59,33,0.2727272727272727
99,47,4158,1.0476190476190477
170,-14,4148,0.8970588235294118
141,-27,4032,0.7777777777777778
134,-10,7426,0.8404255319148937
106,-92,2312,2.0
87,-59,1189,1.4137931034482758
118,-8,2664,0.4864864864864865
92,-52,2294,2.3870967741935485
122,30,247,0.6842105263157895
67,-9,91,91.0
87,-55,2790,1.3777777777777778
83,47,6240,1.476923076923077
93,-81,2772,3.5357142857142856
133,41,2958,2.5588235294117645
93,-53,1054,1.096774193548387
108,-82,1176,0.16666666666666666
43,-9,4148,1.1147540983606556
133,-7,2905,0.42168674698795183
84,-2,6664,0.6938775510204082
109,-41,210,0.17142857142857143
112,56,1870,0.6181818181818182
88,-70,316,19.75
147,15,1602,0.20224719101123595
76,32,1584,1.4545454545454546
96,-64,2646,0.6666666666666666
158,-8,2793,1.163265306122449
182,12,4042,2.186046511627907
158,2,1771,3.347826086956522
89,-31,880,0.2909090909090909
141,19,4275,0.47368421052631576
101,73,3480,0.9666666666666667
79,55,2136,3.7083333333333335
162,-34,603,7.444444444444445
117,59,4554,0.9565217391304348
48,-8,2688,1.5238095238095237
115,27,980,2.45
194,-2,624,0.10256410256410256
65,-29,9009,1.0879120879120878
94,50,4554,1.0454545454545454
74,-66,27,0.3333333333333333
67,17,2268,0.32142857142857145
88,-4,91,0.5384615384615384
112,-50,1040,4.0625
39,-33,7392,0.8020833333333334
138,38,6237,0.6363636363636364
10,-4,1505,1.2285714285714286
89,-31,4940,0.5473684210526316
109,59,2448,0.5294117647058824
107,73,4032,1.0158730158730158
44,20,368,0.17391304347826086
56,-52,2910,3.2333333333333334
109,53,220,1.8181818181818181
104,84,6545,0.9058823529411765
79,-11,5452,1.6206896551724137
101,-43,231,25.666666666666668
132,20,1600,2.56
102,44,5440,0.85
140,-46,250,0.4
113,-39,3055,1.3829787234042554
96,-28,7719,1.1204819277108433
148,38,6365,1.4179104477611941
170,22,988,0.17105263157894737
55,53,434,8.857142857142858
181,-7,1840,0.2875
73,-51,2133,0.34177215189873417
98,60,649,5.363636363636363
150,-48,188,0.0851063829787234
78,-36,901,0.32075471698113206
184,14,342,0.9473684210526315
76,52,1316,0.5957446808510638
102,-6,4508,0.46938775510204084
136,-56,576,0.1111111111111111
47,39,1863,2.5555555555555554
156,0,1023,8.454545454545455
122,46,3827,0.48314606741573035
148,24,364,2.1538461538461537
111,27,1624,0.4827586206896552
97,-39,99,0.8181818181818182
74,-26,4355,1.0307692307692307
27,23,992,1.032258064516129
124,-56,5795,0.6421052631578947
36,-24,495,0.16363636363636364
106,14,2850,0.8771929824561403
97,-51,1508,0.5576923076923077
137,-9,960,6.666666666666667
70,62,280,17.5
67,13,2350,0.26595744680851063
121,-51,1720,1.075
83,-37,2295,0.3176470588235294
118,62,180,0.05
53,39,616,0.19642857142857142
73,-55,96,0.6666666666666666
81,-55,518,0.3783783783783784
145,-3,4900,0.5102040816326531
93,59,1521,1.0
137,23,900,6.25
105,17,870,0.25862068965517243
69,-27,1170,0.5777777777777777
50,-8,3102,0.35106382978723405
77,-67,2848,2.78125
10,6,570,0.06315789473684211
144,22,1323,0.3333333333333333
26,22,405,1.8
150,44,950,0.38
176,-20,7560,0.9333333333333333
108,-22,1656,1.2777777777777777
106,-12,660,5.454545454545454
80,-32,12,0.75
103,-53,9114,1.053763440860215
96,44,702,0.46153846153846156
70,-40,960,0.6
140,-16,2304,1.7777777777777777
24,20,3315,0.7846153846153846
106,-88,594,0.5454545454545454
54,-32,5440,0.7529411764705882
156,-10,1980,4.95
118,-50,1092,6.461538461538462
138,-60,470,4.7
106,-62,666,8.222222222222221
100,98,2046,4.2272727272727275
62,30,624,9.75
36,34,936,6.5
57,-3,6424,0.8295454545454546
148,-44,352,22.0
148,42,816,1.4166666666666667
62,-8,1485,2.037037037037037
85,-11,4720,1.3559322033898304
6,2,2632,0.2978723404255319
97,75,1728,0.1875
131,-11,8930,1.0106382978723405
76,-30,6560,1.025
31,-3,2765,2.257142857142857
97,69,1560,0.36923076923076925
91,-19,400,0.0625
133,-59,8556,0.989247311827957
97,79,5396,1.0704225352112675
25,1,1518,0.717391304347826
48,22,629,2.176470588235294
112,4,378,0.5185185185185185
85,-75,128,8.0
190,-2,285,0.08771929824561403
132,60,595,12.142857142857142
123,23,1290,0.1744186046511628
50,4,1452,1.3333333333333333
44,28,152,9.5
113,33,3726,0.5679012345679012
38,30,1560,0.5769230769230769
150,48,248,15.5
126,32,4182,1.607843137254902
83,77,9,0.1111111111111111
58,-38,880,2.2
138,-56,2550,2.2058823529411766
90,-64,5400,1.5
67,-57,5185,0.7176470588235294
6,2,5478,1.2575757575757576
138,22,4230,0.4787234042553192
131,-55,60,1.6666666666666667
69,-3,6864,0.8863636363636364
114,8,2067,0.7358490566037735
95,-73,623,0.07865168539325842
150,46,812,0.9655172413793104
76,-8,7470,1.0843373493975903
128,-22,3276,0.3956043956043956
23,-1,5940,1.3636363636363635
137,-61,4896,0.9444444444444444
98,94,2204,2.6206896551724137
70,-26,2485,0.49295774647887325
170,12,4550,1.82
28,20,590,0.1694915254237288
73,61,222,6.166666666666667
49,-33,1708,0.45901639344262296
60,-56,850,1.36
138,-30,2325,0.26881720430107525
148,-30,171,0.05263157894736842
123,-55,5251,1.5084745762711864
140,42,160,0.625
77,33,1900,0.76
29,23,456,0.14035087719298245
35,21,51,0.0196078431372549
24,20,2030,0.4142857142857143
161,37,6460,0.7157894736842105
166,-6,5180,1.0571428571428572
129,-57,256,1.0
130,-16,2146,0.6379310344827587
96,6,6300,0.7777777777777778
101,55,793,0.21311475409836064
116,78,603,7.444444444444445
62,-34,1680,1.3714285714285714
65,-35,84,1.7142857142857142
31,3,3240,0.4
166,6,4346,0.6463414634146342
143,17,952,1.2142857142857142
84,-72,2100,1.1904761904761905
157,-1,3348,1.1481481481481481
154,16,4002,1.1896551724137931
90,62,441,0.1111111111111111
69,17,5432,0.5773195876288659
92,72,147,16.333333333333332
58,36,174,19.333333333333332
148,-16,224,0.07142857142857142
60,-20,1650,0.29333333333333333
104,-16,228,1.5833333333333333
101,-11,1170,0.19230769230769232
30,6,6545,0.9058823529411765
132,-34,3300,1.7045454545454546
54,6,392,8.0
110,-20,4140,1.15
91,7,9108,0.9292929292929293
89,7,1230,1.3666666666666667
170,-28,162,0.024691358024691357
37,17,2090,0.6909090909090909
28,-16,249,0.03614457831325301
113,-23,78,0.05128205128205128
107,-15,4896,0.53125
114,56,3367,2.4594594594594597
107,-61,2520,3.2142857142857144
83,29,5740,1.1714285714285715
156,22,1584,0.3055555555555556
159,-37,1404,0.48148148148148145
89,-59,416,0.40625
40,12,2173,0.7735849056603774
128,-70,91,0.01098901098901099
150,-32,1040,6.153846153846154
39,-37,7189,0.8681318681318682
92,54,4484,1.2881355932203389
137,-1,1479,5.117647058823529
148,10,324,9.0
38,-2,4675,1.5454545454545454
136,-30,2268,1.75
162,-14,258,0.03488372093023256
96,-36,1666,5.764705882352941
95,-79,335,0.07462686567164178
97,-11,784,0.32653061224489793
55,-45,2960,0.4625
53,25,486,0.07407407407407407
128,-24,741,0.22807017543859648
148,-48,1118,0.1511627906976744
48,28,391,0.7391304347826086
79,15,8010,0.9888888888888889
77,33,324,4.0
156,-24,4081,0.6883116883116883
41,-33,5226,0.8589743589743589
132,26,92,0.043478260869565216
107,-89,468,0.3076923076923077
64,50,3283,0.7313432835820896
68,-48,70,0.7
93,11,2277,0.4782608695652174
92,18,752,11.75
63,-53,4992,0.5416666666666666
27,-23,1440,6.4
39,19,104,6.5
91,-3,493,1.7058823529411764
152,24,2322,0.313953488372093
145,11,102,11.333333333333334
179,-7,2655,0.7627118644067796
87,-83,2125,0.29411764705882354
106,68,513,0.7037037037037037
102,4,8134,1.180722891566265
87,-21,4484,1.2881355932203389
139,-51,3956,0.5348837209302325
60,38,5670,0.7
76,-52,3432,2.2564102564102564
118,-80,6660,0.8222222222222222
82,18,4085,2.2093023255813953
84,-74,3042,2.0
143,-13,630,2.8
51,-3,1742,2.576923076923077
61,55,260,0.09615384615384616
15,-11,312,0.11538461538461539
146,46,560,0.17857142857142858
26,10,2508,0.7719298245614035
21,-19,7154,1.3424657534246576
163,9,8075,0.8947368421052632
164,-18,992,0.96875
73,-19,418,0.8636363636363636
114,-8,1596,3.619047619047619
67,-11,984,6.833333333333333
82,34,2613,1.7179487179487178
86,-46,80,0.05
160,4,12,12.0
37,-29,1104,0.2318840579710145
180,-8,950,2.6315789473684212
141,29,4095,0.9692307692307692
77,39,1230,5.466666666666667
72,-40,1254,0.868421052631579
119,71,6734,1.2297297297297298
122,76,6840,0.8444444444444444
151,29,7885,1.144578313253012
115,51,530,5.3
122,16,6478,0.9634146341463414
51,33,345,0.07246376811594203
149,-35,624,0.23076923076923078
33,-21,4214,2.2790697674418605
