E,F,G,H
9,23,5,23
81,66,44,88
47,97,73,3
6,93,38,62
66,1,20,70
35,97,19,32
98,70,78,42
67,87,36,43
17,18,54,7
88,87,96,45
10,94,78,86
55,33,69,51
39,19,27,7
72,87,67,56
51,35,62,59
37,69,44,17
90,60,64,42
20,81,85,99
36,42,7,78
6,82,47,66
23,79,91,57
49,75,24,80
80,21,46,71
37,19,4,65
27,90,29,23
83,78,54,74
57,59,24,90
35,49,74,42
26,31,87,12
2,62,48,13
81,36,19,96
50,15,39,14
54,27,92,96
29,95,82,51
96,5,17,12
27,66,99,2
22,11,20,31
95,69,4,73
21,43,4,3
21,40,28,14
44,82,73,21
60,69,77,33
19,21,51,59
97,21,41,96
11,55,43,59
41,79,17,65
80,14,70,21
43,26,21,76
77,98,73,24
78,78,32,97
63,50,26,21
55,99,13,24
75,37,33,41
87,36,22,29
66,31,49,56
31,4,59,17
80,53,70,59
72,90,68,89
97,20,82,9
27,22,88,88
33,9,59,2
20,15,84,56
57,68,71,80
39,16,46,89
17,3,35,3
40,59,51,12
73,40,25,91
10,22,66,35
61,5,56,54
9,37,61,56
20,79,39,5
1,38,62,26
23,57,46,18
60,23,61,36
26,63,10,90
86,78,81,54
15,13,73,89
69,45,1,54
52,14,16,28
84,84,4,53
12,8,65,66
27,14,78,99
68,84,55,68
1,92,20,9
1,32,14,63
48,82,79,76
34,51,49,42
74,63,53,96
31,28,25,75
17,48,30,62
32,94,16,61
21,50,28,10
46,51,84,65
29,85,58,92
72,7,55,59
37,54,23,64
11,91,72,18
33,38,1,75
90,20,2,77
72,94,47,50
3,51,32,26
60,88,39,14
63,75,45,36
45,53,90,24
28,54,5,9
87,63,28,3
79,32,14,78
15,76,56,76
84,75,22,52
75,37,98,65
19,74,95,57
49,54,42,36
86,95,29,42
82,45,49,11
15,93,95,32
94,45,95,52
50,3,20,72
50,74,24,82
61,73,52,27
71,96,96,9
76,30,17,16
45,94,27,87
40,2,26,39
93,27,4,33
85,27,26,34
77,99,91,72
14,60,58,16
96,42,76,79
14,27,22,22
42,46,53,25
15,63,45,66
13,30,61,28
89,87,70,44
3,49,3,86
50,24,46,95
69,44,39,70
46,71,35,52
98,45,57,85
4,73,93,42
26,67,76,17
7,85,81,39
80,43,61,68
40,47,53,21
81,85,95,61
46,2,65,92
32,69,7,10
42,47,89,93
25,5,87,78
69,52,99,21
7,3,44,45
12,85,75,1
59,76,71,51
38,84,99,87
37,82,53,76
52,42,22,55
8,65,31,62
21,44,75,13
69,75,36,10
59,50,41,72
90,95,45,76
1,55,72,50
11,2,62,67
53,89,68,22
16,64,99,31
65,64,73,61
85,68,27,85
63,94,42,99
14,36,74,60
96,78,44,37
56,69,93,38
84,32,34,14
67,94,83,18
79,48,32,10
84,90,43,49
84,22,28,81
43,70,44,29
39,46,27,70
53,9,67,55
31,57,95,18
62,7,79,58
25,5,50,47
23,95,21,29
23,14,94,23
96,27,51,69
81,78,90,76
3,90,72,49
22,53,2,27
66,7,23,76
44,60,28,45
93,36,61,99
91,89,15,9
84,46,90,31
33,22,43,10
29,26,64,76
44,93,45,67
37,96,51,88
35,82,11,84
13,77,37,55
44,23,39,78
62,6,57,31
70,36,60,39
18,18,4,12
19,62,7,6
69,40,63,68
78,48,54,67
33,38,51,27
18,3,76,52
85,83,87,90
91,24,78,9
47,31,27,77
48,79,12,61
57,60,88,76
51,10,4,10
73,26,23,43
21,6,90,89
24,18,85,38
4,14,76,83
59,27,43,44
38,15,4,42
59,12,65,73
86,83,39,62
18,61,15,19
60,54,47,64
16,86,77,40
5,33,73,54
36,51,76,78
72,58,87,86
70,50,83,50
12,18,55,28
31,10,72,86
93,59,73,64
91,44,24,7
81,34,33,43
99,16,98,76
39,9,84,81
70,54,53,12
4,77,95,5
36,72,78,84
26,69,73,67
61,82,59,25
70,73,24,18
2,38,38,1
22,25,65,26
65,20,54,67
42,48,68,27
14,22,64,85
49,30,39,83
95,19,94,42
29,92,37,76
9,27,96,34
68,92,54,51
17,19,66,93
48,21,6,67
38,6,54,87
16,4,18,41
48,51,43,97
42,21,6,33
76,11,82,92
9,87,94,13
15,69,91,57
72,67,17,47
92,45,10,53
40,84,39,53
64,59,28,24
10,28,88,36
31,84,5,55
57,2,88,32
70,92,13,24
9,65,57,82
20,54,63,61
14,93,71,38
94,89,46,40
67,71,73,60
59,93,51,2
15,11,77,21
29,96,16,20
68,31,9,7
34,21,57,56
18,6,78,6
97,68,2,90
29,20,47,23
97,77,8,2
11,19,24,20
88,44,65,11
4,69,79,67
43,13,55,58
27,13,66,71
68,66,37,71
11,68,34,30
41,52,2,44
63,64,59,98
49,63,14,83
72,70,52,50
88,3,71,7
35,14,82,37
64,67,85,64
20,16,66,86
58,14,91,32
55,62,47,66
3,59,21,17
3,60,56,16
48,7,90,89
37,57,65,39
90,14,59,59
71,88,17,27
16,3,99,90
20,22,67,96
63,91,90,90
26,85,83,79
85,38,87,45
3,57,92,13
28,12,72,74
8,62,19,96
42,44,44,79
86,12,36,55
93,4,25,87
60,35,72,57
83,54,25,66
77,15,15,15
52,62,99,7
39,97,22,2
74,4,46,82
77,35,6,71
91,73,6,3
90,83,79,44
54,29,40,34
80,90,77,98
76,44,82,31
4,52,86,42
84,52,28,75
71,38,45,6
91,97,66,13
32,77,66,40
44,14,98,32
42,55,80,60
24,10,15,63
95,98,64,25
63,38,28,96
46,68,67,39
4,86,88,53
60,66,98,88
12,72,70,76
53,84,23,64
96,33,81,73
65,88,53,63
72,14,16,41
8,38,31,56
12,54,56,46
3,12,47,14
83,33,42,6
75,93,5,91
32,72,73,17
96,54,41,40
30,44,41,88
73,58,2,89
59,14,11,14
70,11,74,15
82,90,72,72
24,91,59,19
44,38,20,40
93,29,29,25
79,73,41,81
74,84,7,1
92,42,50,79
99,40,1,83
60,81,12,92
25,94,86,92
16,53,3,82
97,71,47,82
60,24,48,11
34,86,42,34
59,45,21,99
67,65,32,64
95,88,54,40
51,21,3,51
15,97,77,89
16,54,30,12
64,96,35,85
31,77,98,4
62,15,28,73
6,3,20,14
57,36,54,75
55,81,59,17
44,40,52,79
39,98,26,77
63,94,95,90
57,50,72,51
14,26,94,84
28,57,24,54
66,21,48,29
94,60,60,73
23,46,45,75
90,76,2,80
19,52,86,53
57,92,58,21
65,43,97,62
25,37,21,28
2,89,97,55
82,99,85,82
66,4,56,1
9,53,7,74
2,61,60,8
24,87,97,74
33,55,19,1
17,61,72,96
52,31,73,71
39,81,91,35
11,34,33,62
40,30,67,77
87,47,73,81
49,88,90,65
18,41,39,91
85,66,43,39
15,6,46,27
2,91,20,91
59,59,40,5
33,53,91,12
21,98,13,50
15,3,26,48
13,33,85,27
46,72,8,43
91,76,56,21
67,40,13,15
39,54,52,68
38,35,29,5
81,36,66,56
76,60,37,79
88,16,48,35
21,66,76,14
85,7,7,99
94,77,58,86
95,7,85,59
54,27,77,55
79,52,7,72
18,58,45,15
98,77,69,11
40,15,78,7
29,83,90,9
32,46,68,98
59,81,41,13
44,41,49,14
72,81,80,82
43,66,77,44
57,15,55,61
49,11,55,97
57,21,15,95
98,55,82,50
81,14,22,82
5,47,24,89
51,13,15,3
73,94,12,24
54,51,21,77
30,66,1,17
16,28,16,94
25,43,3,85
89,43,19,73
19,64,86,14
93,82,97,90
30,75,18,48
82,46,7,25
70,1,74,90
50,30,49,12
2,71,69,54
75,85,88,90
15,15,41,54
44,30,17,45
3,1,35,23
21,97,21,24
45,50,41,92
33,94,50,14
67,98,76,64
49,55,68,20
35,61,50,12
62,93,60,25
96,84,54,84
25,29,16,10
55,60,49,36
84,76,30,87
69,75,87,23
92,41,47,68
73,62,15,12
96,17,41,61
23,32,24,34
1,79,16,58
43,30,7,21
55,14,85,38
34,77,82,31
97,66,30,47
60,39,63,65
33,72,86,83
14,23,89,88
72,36,65,92
2,4,46,56
19,41,2,96
67,98,18,73
97,43,6,99
29,89,29,94
20,7,61,33
3,9,7,92
98,11,29,42
31,72,4,77
22,51,82,29
1,49,2,69
31,40,37,90
36,80,64,82
33,14,89,67
97,4,35,68
99,16,30,1
94,54,84,20
44,79,5,59
53,56,15,15
25,85,61,91
29,34,20,80
97,44,85,36
18,32,64,18
69,94,16,58
96,92,78,7
23,84,7,18
14,97,44,98
64,67,32,51
49,73,54,31
31,84,90,1
96,68,79,29
38,23,11,27
93,82,41,96
7,67,67,52
23,14,30,97
74,66,67,10
1,18,46,23
68,68,32,42
16,59,1,85
49,34,31,24
85,52,69,14
59,40,65,69
41,34,72,86
35,18,80,67
41,74,18,77
60,17,32,22
58,90,70,94
69,79,60,81
2,48,33,88
85,61,84,67
74,67,94,84
46,68,46,17
63,94,28,63
22,19,48,57
76,39,84,81
22,66,28,36
99,44,8,3
24,60,45,90
79,79,54,7
89,67,92,6
32,58,57,50
8,29,8,91
55,71,60,44
13,12,3,63
74,60,52,1
40,97,10,19
39,69,57,48
60,96,52,88
97,42,28,83
20,62,66,70
93,82,5,59
91,63,42,16
73,74,18,32
17,57,33,55
78,81,63,34
28,71,19,57
43,41,84,6
89,89,65,14
37,60,37,23
35,59,93,39
78,39,7,86
2,1,86,7
13,19,71,22
12,18,35,34
90,43,9,16
39,47,48,62
38,14,72,33
3,62,41,53
24,51,56,80
45,52,30,51
29,98,75,88
15,73,89,53
28,46,37,61
13,41,77,53
45,95,10,33
4,26,9,35
98,52,90,52
87,24,19,2
1,22,21,22
84,8,56,27
70,38,69,40
43,51,33,35
23,64,4,45
55,23,49,56
33,15,6,65
17,5,95,88
77,63,54,13
57,40,66,19
49,55,71,39
24,2,52,38
8,27,81,37
65,94,53,14
96,57,41,55
30,15,19,27
6,89,9,37
17,3,47,66
23,49,67,3
35,91,68,22
39,18,45,60
50,71,79,97
53,74,16,4
9,54,13,74
29,96,28,53
69,4,66,45
36,30,41,26
42,82,41,8
60,26,68,74
21,80,18,74
73,63,26,52
19,56,59,66
56,37,5,26
58,73,60,66
65,79,46,26
93,30,11,63
56,4,80,83
62,9,38,95
4,88,59,69
86,17,6,28
10,67,80,45
14,29,50,23
43,1,78,73
5,68,87,13
43,3,64,33
36,15,11,40
24,70,88,64
85,55,37,10
26,73,39,30
9,55,86,36
90,17,86,43
18,56,44,5
26,49,79,12
51,68,36,10
7,12,33,94
92,10,90,96
60,15,47,62
41,40,12,1
84,54,78,29
55,51,68,18
43,98,75,3
32,90,51,86
32,14,62,98
86,40,72,61
91,13,62,28
69,17,52,20
25,24,31,26
69,35,6,59
78,86,21,42
9,99,61,61
18,98,99,99
40,48,29,74
75,52,80,11
50,7,93,8
73,69,49,24
24,44,37,63
2,13,74,99
52,1,14,28
62,2,73,47
79,90,98,1
86,46,34,11
60,73,9,8
31,42,27,74
19,72,11,68
99,82,72,59
43,33,87,10
22,3,20,39
58,37,72,11
87,70,89,42
92,50,89,54
59,44,53,59
6,24,46,10
1,51,23,67
48,37,81,98
9,97,84,90
24,29,73,70
90,95,74,21
14,72,54,72
48,77,5,35
71,26,51,84
81,73,42,95
29,69,84,35
6,35,8,15
99,87,65,76
19,58,95,3
85,66,53,79
61,57,57,87
89,20,99,63
61,19,17,93
61,16,83,62
87,6,22,16
23,78,89,10
11,34,90,53
91,88,37,32
40,76,91,17
43,16,24,44
6,72,12,48
39,1,34,74
75,85,23,56
27,33,64,45
90,57,17,30
53,66,65,52
67,21,80,57
41,36,47,82
68,28,63,66
33,35,6,30
76,61,12,53
91,58,30,30
45,28,85,7
72,83,16,9
18,92,53,38
11,66,94,22
73,35,85,78
8,79,35,75
25,14,89,30
21,53,42,94
97,56,28,11
13,9,89,24
60,94,80,57
98,60,81,50
71,65,43,67
78,41,42,46
85,3,32,55
21,42,75,67
20,36,95,90
91,38,10,47
96,59,93,5
26,97,12,62
57,21,58,42
55,99,17,56
2,26,18,29
24,98,24,11
5,93,14,39
97,56,24,80
23,98,18,96
66,22,38,72
10,49,33,96
46,53,2,12
8,92,62,1
31,90,70,99
98,79,29,98
81,45,84,41
96,7,86,23
2,29,89,10
52,92,24,11
67,92,94,23
39,46,37,87
38,97,88,15
59,65,7,14
80,79,95,62
61,62,1,19
90,91,96,79
82,5,69,26
66,31,64,76
68,57,88,7
18,53,55,67
36,98,52,69
57,56,71,22
15,97,17,26
6,64,16,38
9,97,25,13
11,67,76,66
58,95,10,66
4,51,11,61
94,82,37,56
78,22,67,10
58,72,42,74
61,97,90,63
69,79,15,57
29,74,81,90
38,41,9,19
86,94,98,32
32,60,53,50
84,11,77,77
25,60,65,2
90,23,76,86
95,82,64,58
69,39,75,35
88,18,18,94
98,32,16,49
4,67,63,48
59,52,16,83
93,70,89,11
74,28,21,20
40,57,17,74
21,40,74,51
68,91,75,89
19,78,15,76
48,85,66,61
4,19,45,80
35,66,82,97
44,92,62,75
11,89,33,56
87,46,39,55
57,27,9,88
67,91,50,90
73,45,50,4
78,47,34,64
24,13,28,80
62,51,50,65
57,11,80,82
74,31,80,26
75,24,25,97
5,64,29,66
25,22,71,92
43,29,34,6
11,93,93,56
5,39,47,99
46,9,20,41
63,20,78,99
3,82,35,2
5,97,54,64
92,48,75,47
82,11,39,86
96,60,31,55
75,71,26,89
16,58,99,41
61,25,20,69
62,74,34,46
99,10,25,28
36,18,39,7
79,78,5,56
19,97,22,45
60,46,49,89
3,61,51,13
23,36,27,38
89,33,90,88
64,51,79,74
36,51,85,22
36,84,51,95
68,12,84,48
61,13,18,64
64,44,55,32
5,33,63,72
29,68,95,92
21,58,17,46
15,49,95,63
39,20,12,97
82,30,92,57
34,84,53,63
36,83,40,85
38,50,19,33
31,62,42,30
30,99,32,55
60,74,42,45
97,66,57,2
62,8,40,46
96,8,30,63
18,55,35,69
77,18,25,2
69,83,79,13
22,8,26,95
71,71,83,63
95,10,71,20
34,4,54,82
43,94,68,19
16,38,2,67
13,62,41,94
6,81,8,53
17,92,16,41
85,85,72,94
90,40,95,53
88,20,83,43
41,12,79,99
81,38,58,33
17,22,25,98
73,6,83,32
33,44,45,64
65,55,32,2
41,65,97,65
54,4,91,79
92,69,93,15
54,35,56,5
95,90,63,64
94,56,74,70
91,1,78,84
98,60,37,30
15,8,92,63
70,58,20,73
40,62,6,41
56,38,85,68
59,6,93,50
8,93,24,90
31,93,1,62
6,20,28,64
31,25,16,57
57,64,91,79
27,2,8,58
10,74,50,49
10,89,39,74
78,18,14,5
23,20,9,53
3,52,9,90
67,16,70,5
72,17,63,3
23,86,38,21
8,25,29,82
43,69,64,44
72,58,84,36
52,97,53,81
5,25,81,56
29,74,88,81
85,50,23,61
14,15,34,15
76,11,54,76
8,30,99,39
21,69,92,86
3,83,93,37
97,54,59,15
94,42,88,21
62,89,62,65
32,13,70,92
67,49,88,51
47,61,53,30
62,99,25,41
59,17,30,43
77,58,98,51
74,15,33,15
37,77,9,33
89,34,89,70
80,92,31,82
54,86,80,65
94,68,49,57
67,85,53,72
18,93,1,89
71,8,49,84
85,41,15,64
58,15,12,88
17,92,98,75
93,38,55,64
13,29,35,61
60,67,58,94
24,99,86,88
42,22,17,13
92,58,89,88
70,54,20,8
25,96,28,97
46,75,9,57
34,57,47,31
13,57,51,69
5,5,81,14
8,77,30,67
59,68,99,64
23,83,92,98
93,6,33,52
18,79,50,1
8,83,49,26
95,22,53,31
87,78,6,10
40,51,62,38
48,66,21,29
58,48,27,2
95,99,84,72
34,91,78,45
7,41,9,29
6,70,13,74
45,12,49,75
69,37,45,50
33,42,6,36
30,18,5,46
23,72,70,12
37,74,37,79
9,63,45,89
81,56,16,53
26,83,31,43
22,46,4,67
31,11,32,89
23,47,47,20
41,91,75,12
24,43,44,95
12,43,82,58
16,53,55,93
66,8,80,64
72,37,19,75
20,3,64,22
8,51,84,73
76,9,33,6
32,3,83,54
75,49,62,79
62,21,16,71
81,55,44,96
67,71,38,91
17,26,30,28
98,64,98,56
21,23,23,1
4,21,85,15
52,88,11,74
86,51,45,62
57,62,76,59
9,86,1,72
26,87,97,14
7,69,53,56
25,20,33,32
34,59,3,39
66,59,92,79
20,20,7,75
67,54,18,76
95,47,95,91
53,72,48,35
2,13,7,46
52,20,11,4
82,49,31,1
76,29,25,28
88,45,11,69
29,70,71,55
4,74,33,22
93,15,18,32
61,17,49,80
84,75,91,35
65,36,39,72
23,58,25,96
56,75,7,30
85,15,58,19
73,53,59,19
28,34,38,99
93,88,30,67
50,45,76,57
88,91,92,4
15,64,62,34
69,37,5,50
45,3,49,13
70,20,45,8
71,18,38,77
74,6,69,22
40,15,27,85
88,53,13,17
62,64,70,27
8,87,93,31
54,74,56,53
60,61,27,36
89,77,43,9
67,38,99,8
70,63,14,1
76,94,88,28
43,54,94,85
5,24,86,31
65,57,38,66
62,11,55,84
78,84,72,22
55,69,1,10
56,88,56,53
11,2,74,83
70,21,86,97
69,5,63,39
69,37,17,12
93,58,28,27
96,88,98,2
15,45,17,78
97,83,67,55
94,92,95,96
69,2,34,98
61,30,94,37
51,56,26,6
12,15,38,6
94,24,7,46
55,8,52,5
83,15,78,51
30,71,68,74
16,7,51,95
65,90,79,86
39,29,56,83
95,36,73,90
75,13,65,77
1,96,2,33
57,78,47,53
59,84,4,13
87,85,50,60
88,87,27,8
85,92,28,9
6,67,42,46
28,27,23,33
65,45,64,62
44,46,18,54
37,36,97,62
32,64,50,89
23,40,35,3
34,35,13,98
91,30,30,8
98,38,32,30
12,93,75,64
41,73,22,99
17,63,71,29
95,43,30,95
80,38,68,23
28,76,76,77
55,12,85,87
73,53,6,48
86,9,62,70
93,38,22,61
57,91,62,46
27,32,61,49
11,91,92,41
42,70,74,41
87,18,71,94
85,58,62,12
15,6,1,13
18,31,7,67
67,2,79,10
72,76,52,47
21,38,69,69
38,34,98,95
61,18,91,14
17,81,59,47
55,15,23,23
34,11,27,82
64,54,81,64
42,22,77,91
99,11,84,43
35,93,65,70
25,93,68,90
33,82,27,56
52,1,73,65
31,36,30,42
35,77,76,5
48,4,14,3
18,4,27,6
53,14,30,1
2,63,86,28
2,43,40,32
14,30,26,7
11,22,98,48
27,67,92,95
98,38,98,49
5,23,43,97
69,43,56,51
74,76,72,7
22,5,55,6
70,79,99,98
85,93,94,61
41,31,25,86
97,88,68,74
75,6,56,23
93,66,48,76
79,78,70,70
82,34,63,93
37,32,20,28
65,44,75,5
8,81,91,94
90,54,34,44
50,61,96,27
78,63,29,20
77,25,80,87
11,12,69,91
42,39,21,41
93,25,32,64
44,95,61,1
74,52,9,18
57,91,30,68
12,76,94,30
52,35,64,21
73,98,42,62
55,47,62,50
85,5,25,23
37,65,26,42
41,16,42,6
36,39,81,40
94,3,27,11
14,11,42,60
42,30,42,38
9,87,59,19
60,86,46,67
97,46,74,78
76,12,60,9
71,66,3,19
32,68,35,77
17,5,41,15
89,34,70,62
79,36,90,25
24,41,26,51
39,57,86,19
37,37,67,29
45,26,9,11
15,53,80,22
11,30,15,30
33,93,69,91
89,30,37,34
70,36,23,2
1,43,62,49
10,49,14,31
83,98,91,65
53,90,60,76
61,69,92,44
60,98,76,17
32,9,15,51
73,8,11,54
30,71,22,21
18,23,64,6
62,21,25,14
3,8,95,54
39,10,95,97
47,34,96,96
41,18,34,52
62,48,32,43
76,21,90,24
28,27,49,4
31,65,86,43
78,26,85,71
27,14,31,74
56,42,97,39
23,76,88,30
68,32,76,64
19,48,8,23
47,1,90,68
71,67,81,76
82,92,35,83
29,47,15,93
88,48,61,38
4,11,53,99
65,62,48,49
88,45,83,46
55,95,68,40
93,92,50,37
4,68,54,86
1,88,36,15
87,92,94,16
55,3,32,54
38,15,76,2
24,1,47,51
42,45,65,89
91,45,29,57
33,61,47,53
65,72,39,54
64,5,96,47
66,11,4,73
37,84,28,6
98,29,62,58
40,26,12,65
53,71,18,60
50,24,88,6
5,72,20,16
93,76,47,4
41,42,29,92
13,64,96,2
26,91,39,29
90,39,18,38
83,23,63,66
43,10,82,12
68,45,81,33
14,50,60,67
53,66,46,11
23,26,76,88
67,31,97,81
71,29,48,85
17,19,83,17
22,4,39,42
80,89,62,36
35,81,91,87
5,99,9,43
38,1,61,51
11,7,93,16
87,15,58,90
70,92,1,28
55,48,37,65
42,91,86,44
61,92,1,88
74,7,95,55
84,61,17,14
92,1,78,10
21,46,88,91
84,78,4,97
50,58,8,21
9,98,15,33
50,18,53,50
15,11,93,76
91,45,40,11
80,33,50,30
26,26,2,23
29,2,98,70
82,10,39,28
62,65,14,50
4,51,97,12
2,85,14,69
51,39,82,57
98,55,20,24
36,65,69,30
13,5,21,85
90,21,76,7
9,9,30,97
53,56,28,19
52,13,28,49
24,99,35,35
74,92,38,82
40,99,61,72
38,50,77,60
93,83,19,69
86,51,52,55
28,88,85,30
66,91,76,69
5,20,25,45
75,71,61,55
62,33,61,94
38,6,8,54
59,47,29,20
2,85,78,38
2,48,31,16
63,13,94,42
64,80,14,63
38,57,20,83
63,72,92,76
3,78,48,16
18,35,98,79
84,24,43,66
21,85,16,84
92,12,92,77
19,17,26,94
34,71,98,78
1,80,10,27
12,68,67,26
42,83,79,70
13,48,76,73
62,14,1,94
25,71,46,9
45,21,11,2
82,39,49,42
65,34,53,2
96,88,46,5
71,93,16,95
89,61,16,44
57,72,66,20
97,89,73,51
84,52,40,44
33,13,50,56
69,20,84,37
83,68,74,80
85,19,27,37
98,78,89,79
48,57,64,23
46,15,46,35
91,37,55,62
85,47,92,4
37,7,69,14
81,91,2,1
87,9,75,96
78,10,70,3
74,48,71,37
29,66,59,41
44,99,32,90
13,51,72,19
56,92,92,14
81,34,31,9
41,95,29,71
17,72,5,82
95,76,12,65
92,33,39,23
70,77,58,87
12,57,26,95
53,97,89,31
3,4,10,99
65,89,76,82
80,56,15,26
41,57,19,4
11,51,63,37
48,86,99,62
14,32,18,35
81,41,37,87
87,92,67,71
64,87,50,8
13,43,33,54
60,18,10,69
14,23,8,97
71,59,40,34
78,62,64,25
11,83,70,54
25,55,50,77
50,3,74,62
34,84,64,59
87,9,24,99
53,39,36,72
7,76,7,55
45,89,29,76
8,5,87,61
35,37,38,3
88,99,64,14
59,46,70,86
87,35,39,44
31,27,6,88
91,66,13,57
23,67,12,1
52,61,73,33
77,40,28,51
80,23,46,28
26,87,30,65
56,77,68,72
52,4,4,22
21,27,56,2
78,60,57,56
26,35,21,52
50,82,7,90
53,3,20,97
96,21,91,35
5,31,46,54
78,62,76,78
12,1,22,9
34,91,4,33
48,76,53,10
30,44,50,65
29,92,39,9
50,4,47,75
37,8,99,3
65,73,68,27
4,31,25,3
9,27,34,35
11,85,35,11
74,82,10,62
75,39,19,33
33,44,27,7
46,31,23,62
76,68,46,10
79,36,98,62
63,79,27,48
88,92,87,16
68,42,47,81
44,17,14,14
49,61,89,19
33,54,40,36
84,44,53,2
59,65,78,61
6,40,37,73
83,62,34,76
97,8,61,79
54,31,79,28
14,27,57,60
71,21,94,58
40,71,88,17
85,43,96,27
9,74,13,75
22,74,74,25
37,91,2,62
44,47,22,20
65,75,84,79
26,75,82,64
84,96,70,45
36,28,57,94
52,3,39,9
2,2,33,42
6,91,8,1
5,96,56,82
31,38,80,9
6,39,9,98
46,16,60,48
11,6,77,76
46,50,35,76
34,17,74,28
82,56,72,69
48,99,37,40
92,77,18,6
35,60,43,9
37,64,18,98
72,64,97,7
98,55,98,89
24,2,90,96
73,72,78,45
77,36,39,87
50,20,1,79
5,85,23,74
86,12,9,69
14,31,14,20
7,67,42,52
81,48,30,60
83,26,8,21
27,37,97,89
64,36,81,25
98,19,98,13
24,90,36,22
49,41,79,22
28,55,30,63
91,49,52,55
54,76,76,16
42,14,80,77
8,94,33,14
67,81,39,82
57,74,77,76
53,88,43,44
51,16,85,19
13,3,47,66
45,70,82,89
83,21,90,8
19,64,35,86
42,77,46,4
73,37,87,16
67,54,70,13
34,89,37,44
25,3,79,46
84,10,4,65
40,11,58,46
34,20,18,40
73,30,37,13
55,3,32,57
96,98,80,64
11,18,69,36
99,22,86,6
99,54,19,88
95,52,95,85
84,17,20,83
72,63,56,36
63,58,25,90
11,88,19,38
62,34,23,12
11,69,35,87
82,90,13,68
38,31,92,84
82,50,63,52
45,99,44,63
70,81,40,96
52,17,12,5
29,30,36,90
91,78,91,23
50,73,8,70
55,34,68,14
92,86,30,42
73,87,72,36
91,40,3,4
47,4,14,49
67,53,52,40
64,99,8,72
11,72,36,35
23,43,91,59
30,76,74,64
21,85,37,40
62,81,37,74
67,52,52,67
82,74,7,99
40,85,79,54
76,91,46,62
50,79,51,82
97,83,51,52
88,76,62,37
66,60,11,18
51,85,51,67
69,97,40,55
16,91,36,14
57,69,15,38
9,18,50,74
24,66,76,43
42,53,5,69
62,25,70,70
51,8,10,39
38,59,94,6
80,3,56,51
95,89,45,94
72,70,61,62
37,37,57,27
18,79,18,69
82,14,99,76
73,18,81,80
58,70,84,34
22,73,71,66
65,11,56,81
96,91,33,93
2,23,31,64
48,88,39,17
27,83,87,94
6,73,95,22
44,17,90,21
44,58,76,63
44,48,40,90
66,20,13,81
86,64,1,8
75,82,70,91
80,89,6,10
5,37,37,43
9,17,94,58
42,11,34,48
75,77,74,11
80,90,58,61
1,78,8,20
13,39,6,7
37,30,45,76
17,17,14,19
95,19,54,61
62,57,95,4
95,47,94,68
99,9,27,80
17,81,5,6
1,92,82,39
9,73,79,58
4,2,84,60
89,43,60,14
82,34,81,27
75,61,91,51
87,18,55,91
77,40,57,47
47,20,5,36
73,79,29,11
42,86,86,23
59,24,4,90
88,30,36,98
25,32,49,24
2,37,11,54
35,55,1,65
11,28,72,17
13,62,36,73
47,95,59,91
48,27,50,45
24,58,92,90
53,31,80,88
80,81,68,91
42,12,74,27
62,83,71,70
27,83,11,89
89,82,92,38
61,24,64,83
4,29,93,26
88,77,27,37
4,13,87,84
55,33,88,42
55,8,68,1
6,75,18,33
82,8,81,64
88,68,64,82
86,98,76,20
84,59,70,51
64,92,73,27
46,52,99,73
56,91,35,84
59,48,56,3
48,72,41,55
33,91,3,29
62,17,34,2
15,81,34,7
59,70,17,22
22,93,78,19
22,98,49,26
10,51,28,50
29,66,41,72
6,74,56,78
55,42,92,62
22,26,54,34
18,13,34,58
28,38,38,25
89,39,17,13
69,14,27,79
52,94,60,83
85,53,31,76
76,79,21,62
84,34,22,63
90,14,23,35
42,51,73,88
80,57,38,93
31,69,37,42
4,62,85,72
65,91,48,52
96,22,66,21
36,62,64,73
18,41,78,72
49,99,69,63
80,56,79,81
53,1,5,4
84,74,29,34
19,88,57,41
18,54,60,3
28,91,87,95
52,82,68,70
9,27,17,40
86,86,71,9
29,98,96,61
70,85,9,44
6,47,22,37
29,34,22,65
6,43,2,40
61,8,45,55
92,85,12,29
16,33,77,53
12,48,67,46
75,52,9,2
8,81,33,39
73,84,37,47
30,81,93,4
7,37,28,93
81,27,77,72
49,78,16,34
22,30,29,48
37,7,27,50
71,18,1,99
17,10,12,42
90,27,99,55
82,45,58,3
68,27,16,61
80,88,38,73
58,54,44,67
21,1,34,18
50,1,91,31
11,59,17,53
28,29,37,81
15,18,8,43
96,24,59,97
43,56,18,16
55,67,59,71
29,20,51,96
23,87,45,88
59,7,36,66
46,99,55,33
22,26,86,96
39,83,7,15
42,87,91,32
50,29,35,15
38,2,94,12
40,20,25,59
61,8,70,65
20,52,99,30
1,29,32,74
22,65,46,78
34,65,62,9
25,85,69,15
7,94,76,99
59,39,59,88
79,30,26,87
64,18,46,7
81,61,24,52
91,79,2,91
20,50,77,3
20,83,40,97
92,20,79,98
47,29,39,49
2,23,55,82
59,4,84,92
84,74,80,92
23,93,31,50
81,20,49,82
91,87,61,99
62,23,65,93
34,87,88,52
2,43,35,10
30,23,9,89
68,79,98,29
47,96,70,75
87,20,21,18
94,70,22,21
36,43,29,43
3,66,13,1
53,48,86,40
20,22,66,67
93,36,48,65
87,28,94,77
66,78,38,7
91,33,93,37
53,16,78,72
79,80,66,4
17,75,97,20
