A,B,C,D
24,2,27,9
92,28,25,86
95,4,71,98
78,71,42,25
80,96,98,61
14,54,44,28
24,42,70,12
98,54,7,50
51,38,52,10
24,54,31,14
48,37,67,77
18,52,86,91
67,46,41,13
54,51,53,66
47,86,96,35
34,60,1,3
84,47,57,23
71,72,42,30
98,55,86,4
54,6,85,9
24,43,97,97
90,64,79,11
71,8,42,97
2,50,29,2
71,75,53,29
73,36,24,23
7,81,61,77
6,24,16,71
56,87,79,64
63,62,80,1
3,38,41,89
53,2,40,71
85,80,39,78
76,36,36,18
86,98,3,94
88,89,84,50
45,2,30,24
16,2,33,20
69,89,69,70
31,45,99,68
32,89,94,54
48,56,85,31
54,56,13,33
86,72,39,5
40,53,11,8
13,30,76,9
37,19,72,19
56,12,81,5
59,59,86,26
21,89,69,23
63,80,5,57
28,30,78,9
89,84,71,57
56,76,20,28
73,21,88,64
9,83,67,53
32,28,55,5
40,69,84,6
94,11,82,41
90,24,49,19
45,5,38,27
90,26,55,99
75,34,13,22
44,10,81,1
70,26,16,45
62,98,79,47
38,94,63,78
47,74,38,21
79,24,61,37
3,83,40,85
30,80,37,2
83,73,80,1
29,5,22,52
62,77,16,81
75,74,59,69
43,86,82,36
98,80,50,3
55,22,48,8
47,6,92,83
98,27,39,88
23,62,99,92
20,17,51,60
27,1,67,84
39,32,87,89
10,81,77,43
9,1,76,87
42,52,2,20
47,84,88,23
80,88,70,80
94,30,35,71
78,84,54,62
84,87,42,62
70,58,22,4
35,8,90,21
24,86,36,15
59,42,84,15
7,86,67,74
28,5,48,47
78,15,32,34
4,63,50,2
46,61,51,5
73,78,88,74
22,82,61,54
17,29,69,3
6,76,86,62
49,83,55,45
44,21,79,28
21,6,59,26
89,76,77,48
16,83,38,76
3,46,49,75
1,24,13,56
4,37,8,29
53,7,84,77
53,63,55,73
33,70,43,28
10,46,43,34
19,79,81,46
99,75,25,29
70,79,37,32
54,90,99,82
54,29,62,23
76,79,48,78
56,43,36,25
86,52,9,83
82,77,16,41
42,60,48,87
99,18,12,49
32,66,16,49
29,62,86,23
40,86,72,9
96,94,62,67
35,20,43,34
93,1,97,1
65,25,49,54
72,57,47,62
4,7,44,91
64,22,66,93
34,39,64,40
30,56,86,29
33,49,23,95
80,98,1,25
79,3,58,69
21,14,56,25
94,74,62,9
25,41,34,83
65,75,38,18
27,91,59,80
36,35,18,70
79,48,41,16
46,92,49,52
94,80,73,3
5,36,79,11
88,85,71,41
95,52,76,67
72,47,86,5
62,66,54,13
72,29,24,15
3,50,63,39
94,9,42,35
16,55,16,33
7,46,88,53
44,20,86,59
82,4,99,98
58,94,80,36
13,55,84,42
81,82,80,1
96,44,1,14
45,58,40,74
73,86,90,57
29,20,53,55
36,36,79,92
2,11,20,18
16,31,48,23
36,26,11,38
70,19,77,73
7,81,87,77
15,29,55,64
58,72,60,82
83,84,3,40
35,93,29,81
37,23,15,25
35,22,38,11
46,54,21,78
7,29,80,97
1,71,79,32
86,71,67,46
28,24,42,45
71,3,87,95
33,65,67,39
46,59,82,24
25,6,85,4
13,19,2,18
11,62,14,68
90,38,38,52
23,66,53,86
96,41,82,86
39,72,15,62
63,48,34,42
15,17,55,15
93,68,78,78
40,8,47,60
18,92,67,98
38,39,53,23
96,77,52,73
77,6,97,63
10,69,14,49
80,27,32,16
44,34,25,7
36,84,31,29
46,40,42,20
65,78,86,65
68,78,25,89
31,59,2,89
67,48,94,24
5,87,58,58
72,66,61,50
15,1,40,64
12,72,13,2
5,40,7,40
84,6,27,26
68,9,45,50
85,13,96,74
55,43,92,69
97,87,97,29
16,65,8,72
77,57,17,24
91,4,59,41
90,35,64,64
14,93,44,13
21,41,83,13
7,44,87,87
94,79,95,18
78,9,43,91
73,4,68,78
35,2,93,22
13,49,14,87
85,20,90,97
61,60,66,12
73,89,66,34
99,11,29,30
91,57,14,4
47,16,56,75
5,12,82,14
73,61,12,75
16,27,33,14
2,4,67,5
83,95,57,71
53,3,39,69
33,49,4,8
45,73,78,30
81,75,33,80
84,98,94,40
28,76,18,4
65,80,53,31
92,61,30,36
25,31,39,1
20,71,2,47
34,6,45,31
46,91,11,1
95,10,24,97
25,95,32,70
24,15,37,42
23,62,71,63
64,40,33,59
89,39,32,93
93,37,47,27
56,17,57,99
33,45,29,35
14,4,58,41
36,88,42,10
29,96,42,86
64,78,52,97
51,51,22,61
54,65,70,1
35,99,10,89
19,53,95,29
98,94,32,15
1,93,35,53
36,24,79,88
18,20,5,52
8,96,12,20
3,58,58,70
41,19,60,14
89,62,52,60
79,93,76,19
88,26,52,15
2,87,92,37
37,93,40,32
43,43,99,8
67,82,67,10
10,58,68,2
66,74,76,45
77,52,23,28
39,59,53,83
21,76,2,57
39,34,99,82
21,18,82,14
82,88,38,42
64,72,68,51
52,46,65,9
15,29,78,62
9,30,23,47
4,62,17,98
74,37,43,11
82,8,40,8
82,21,87,2
53,48,46,79
61,26,29,44
12,60,53,49
47,40,77,54
40,43,79,39
85,2,46,14
92,28,78,34
91,74,1,21
3,81,79,87
14,94,21,33
54,43,23,97
72,93,8,78
23,86,17,54
32,83,33,37
28,82,2,87
20,97,89,65
26,14,40,74
74,15,8,98
3,54,99,5
15,68,82,91
18,29,68,47
68,1,89,26
4,61,40,86
96,41,2,41
77,11,32,83
91,58,67,67
38,44,43,7
50,26,73,96
57,55,72,32
45,57,1,16
70,5,7,14
27,6,29,72
1,37,15,92
33,33,56,15
65,78,88,21
83,21,88,91
75,61,42,18
47,52,72,95
28,84,92,54
87,62,78,52
94,88,98,23
51,94,38,32
45,55,58,65
79,64,60,77
31,56,99,47
57,92,91,78
23,86,78,96
23,2,65,8
69,80,33,5
35,1,60,34
5,25,91,49
44,12,25,60
35,36,7,71
96,80,39,60
86,65,62,66
76,4,77,53
22,84,34,85
75,62,56,67
39,53,40,62
48,78,41,37
95,23,82,61
27,43,7,41
48,4,28,38
81,11,16,32
7,37,88,44
36,61,27,72
49,57,65,33
90,42,25,29
17,6,20,39
93,24,7,4
25,19,76,31
20,23,5,43
97,53,47,99
78,77,36,36
22,65,3,73
27,18,91,9
50,32,6,57
69,89,47,65
64,40,35,1
85,60,71,91
99,81,53,92
35,80,38,99
37,36,46,55
74,3,12,70
73,68,63,50
77,90,10,55
48,87,85,25
52,48,41,2
89,1,56,96
43,31,65,26
83,83,36,30
72,53,53,36
63,84,2,96
88,59,71,83
2,37,31,29
58,6,22,68
11,60,55,44
91,73,97,80
3,26,7,94
61,43,98,88
54,8,86,28
83,23,2,27
47,98,28,6
36,72,28,49
40,10,63,1
19,96,45,53
54,59,96,91
24,55,71,54
86,4,88,53
12,20,27,41
87,44,61,86
17,36,65,99
11,97,24,32
66,87,79,87
89,90,96,66
72,65,6,84
86,23,38,76
50,93,47,33
14,57,80,99
57,21,84,97
35,81,40,23
19,58,35,35
28,78,45,87
70,35,50,81
94,50,81,53
89,3,71,36
81,46,43,85
46,23,92,62
41,34,49,66
39,28,51,38
18,97,88,4
45,47,50,76
73,70,80,79
31,96,2,80
67,30,22,61
66,24,60,56
51,6,83,15
84,29,94,78
88,53,48,25
74,22,71,18
10,98,85,55
23,51,71,27
20,42,97,38
29,36,89,12
36,31,49,5
79,57,58,29
41,94,9,24
67,14,53,21
58,85,46,95
10,49,22,92
19,78,85,83
3,13,21,88
30,15,77,61
64,1,57,93
41,49,96,24
82,48,71,29
84,15,32,9
94,50,32,80
70,51,67,10
15,96,78,94
84,5,63,79
81,71,24,82
60,11,6,9
98,94,87,22
31,5,46,31
79,67,30,63
25,1,86,40
24,69,68,34
26,32,85,50
60,99,70,77
88,48,18,27
21,27,91,34
70,39,20,7
47,47,16,80
70,59,8,99
88,85,51,94
57,32,3,35
76,79,15,6
54,20,74,57
48,99,62,42
6,58,54,18
20,90,71,4
88,11,91,23
20,94,35,38
81,72,84,63
43,95,49,90
15,64,69,69
40,79,1,80
26,43,62,89
94,95,63,82
91,21,75,34
23,3,17,65
6,69,70,2
32,33,31,53
18,54,49,58
47,23,29,17
60,25,91,36
83,38,51,58
62,51,54,37
37,29,17,24
48,83,62,90
80,82,61,21
30,37,52,47
19,59,85,47
39,91,50,68
87,62,37,13
42,32,86,30
91,45,93,65
7,26,14,57
54,99,68,43
10,36,61,84
24,11,35,8
23,39,8,95
51,65,32,55
76,45,9,24
64,62,95,80
85,74,79,27
16,88,31,24
91,23,19,40
53,4,5,15
56,47,74,95
18,68,89,54
56,93,89,13
30,6,90,89
37,68,12,65
37,70,36,95
87,27,74,1
83,90,23,57
38,31,72,75
15,99,8,39
20,12,15,60
95,36,33,33
34,28,39,40
40,7,78,55
8,42,76,89
99,19,9,18
72,27,30,2
47,68,93,35
26,13,98,53
35,57,79,7
72,87,86,14
56,68,74,72
72,61,52,94
74,99,72,4
64,49,77,25
73,12,59,37
68,25,68,7
37,87,88,27
17,98,78,34
73,75,71,12
61,99,75,90
74,84,42,76
20,43,90,11
57,13,59,94
18,99,91,25
53,28,33,90
89,96,10,27
37,94,92,10
56,7,20,39
36,48,40,62
84,61,40,34
7,98,21,9
35,68,32,38
5,98,13,33
82,10,98,77
29,14,53,13
76,11,83,30
17,45,13,1
7,88,34,19
57,63,14,32
59,27,58,69
46,73,72,14
18,61,58,74
47,67,2,28
99,77,38,42
83,53,82,98
63,63,36,38
81,23,86,35
65,42,67,94
83,76,32,83
87,19,77,24
63,15,60,1
52,63,25,68
90,79,69,40
64,98,61,9
45,81,80,13
58,90,43,64
76,42,39,37
99,97,75,13
22,8,8,49
88,11,35,66
89,92,49,13
47,65,45,85
90,72,43,75
74,76,58,9
16,79,30,92
10,6,51,56
40,39,72,73
15,84,28,59
3,36,33,99
26,9,83,63
37,72,48,5
88,76,33,85
51,94,11,28
61,87,37,49
42,23,18,99
14,85,52,65
9,22,55,24
81,25,80,81
4,20,21,23
36,58,93,27
34,70,17,45
28,21,97,54
61,1,4,35
2,9,85,20
9,35,17,36
85,73,77,37
64,8,93,49
33,30,75,92
94,44,60,20
25,83,79,22
78,38,46,40
17,34,98,63
4,42,72,90
62,48,7,76
54,2,43,44
66,63,46,25
63,87,50,63
12,44,59,1
6,73,24,17
92,1,79,30
76,19,57,88
88,72,15,69
13,97,62,65
21,89,62,96
62,29,79,44
88,19,42,63
60,17,96,24
77,57,83,95
89,24,56,56
29,31,4,23
63,70,53,24
16,38,95,26
17,20,73,60
43,39,34,65
65,75,60,8
99,22,55,96
50,97,85,74
99,34,78,29
57,58,79,60
15,89,24,39
39,94,32,24
59,99,72,6
23,78,68,66
54,3,36,81
19,59,61,17
18,25,56,74
29,53,34,6
44,11,22,37
25,6,59,36
81,30,76,76
76,18,54,7
33,82,81,41
8,28,1,43
26,34,87,92
17,49,71,30
98,15,17,49
73,82,49,80
1,70,80,19
67,73,29,26
89,89,75,92
39,27,34,48
24,55,77,47
83,39,18,14
68,77,39,70
15,45,15,41
93,52,3,1
63,77,46,77
76,97,14,8
36,24,67,80
85,36,71,35
16,97,68,20
43,3,59,6
89,73,13,56
15,53,98,48
7,24,24,20
19,15,79,82
29,74,6,42
37,48,34,7
81,66,76,42
92,58,68,48
18,65,1,40
70,28,14,97
22,36,42,10
97,57,92,36
98,7,92,88
32,54,29,51
92,61,15,13
18,4,82,15
62,98,9,74
17,23,63,4
24,80,35,61
45,14,80,46
43,25,61,92
86,9,77,57
76,15,9,27
58,10,88,2
35,89,90,32
53,44,13,48
40,75,23,71
5,79,57,10
56,9,76,95
64,44,96,75
72,66,59,36
53,54,62,18
80,99,17,74
67,89,18,51
53,98,3,46
17,88,51,94
4,90,66,83
16,87,95,31
98,95,95,89
55,4,99,94
55,28,23,49
17,52,15,86
10,72,31,90
38,57,6,12
53,53,79,2
18,82,36,53
3,49,50,92
48,73,45,33
86,52,94,81
92,18,95,51
42,97,41,3
77,78,35,66
24,85,98,39
52,52,50,52
82,19,23,29
8,20,20,68
4,13,49,91
89,59,50,28
77,71,17,40
93,86,68,39
92,87,24,67
76,22,24,47
57,84,33,25
87,20,28,70
47,5,49,20
41,14,52,12
6,19,30,22
45,22,4,51
1,18,46,78
62,59,98,75
35,48,16,61
65,90,14,52
26,42,25,55
94,64,88,99
51,4,38,43
5,29,6,24
55,70,38,99
47,15,43,2
46,18,59,32
80,10,60,67
43,87,2,12
67,82,81,74
32,77,94,56
99,8,61,31
69,67,53,39
54,33,78,51
45,89,39,45
56,64,85,98
66,17,88,49
76,89,15,15
89,62,79,13
69,12,19,99
82,17,18,65
54,6,76,47
53,73,90,10
78,69,43,19
89,1,37,6
35,4,91,25
71,34,53,35
39,8,38,71
85,41,99,57
31,73,80,74
76,87,1,89
40,38,25,6
89,6,59,16
37,40,36,73
45,48,9,4
70,96,33,18
20,65,98,3
9,98,41,90
36,55,56,51
40,59,94,64
84,42,4,21
44,86,74,83
45,6,69,65
71,87,63,81
39,7,94,22
64,59,36,62
4,85,51,73
40,19,87,9
85,52,78,12
60,74,28,58
34,34,84,17
87,23,47,3
52,17,34,2
98,26,53,51
77,63,13,82
78,60,58,24
37,48,20,30
58,9,10,89
61,80,63,90
8,86,35,89
90,36,23,43
46,8,62,45
89,90,42,43
29,26,37,50
26,95,85,73
71,15,49,84
58,7,94,90
43,94,29,11
60,43,99,28
14,56,15,2
32,95,56,45
96,58,21,59
38,76,5,4
17,45,74,64
75,4,81,37
3,47,66,25
72,66,73,6
20,81,35,41
17,14,96,33
16,64,51,27
59,80,27,69
34,14,64,49
94,71,33,79
31,63,17,30
18,15,34,76
1,70,44,76
62,55,3,18
92,75,89,63
43,38,40,32
46,26,95,37
98,81,55,62
45,80,92,2
3,94,28,17
79,5,84,98
15,59,10,80
49,92,80,44
4,40,94,59
28,5,92,23
57,98,41,54
21,49,15,15
20,46,2,2
56,23,59,31
52,80,11,44
52,19,22,74
36,89,62,68
96,88,73,81
11,25,48,53
62,84,52,48
91,81,29,54
34,11,41,20
4,34,8,12
78,94,17,22
24,26,30,13
25,4,65,43
28,21,39,81
65,12,13,85
46,24,10,66
10,80,2,2
8,82,14,62
9,9,66,61
8,25,83,3
37,30,13,62
98,77,59,1
52,34,58,56
54,12,10,47
61,51,56,66
83,32,18,39
46,97,81,45
1,75,93,45
52,89,56,72
28,23,2,38
54,66,93,35
79,54,21,96
58,79,44,92
43,83,2,56
91,43,15,95
73,58,98,89
4,43,55,80
77,81,24,27
42,59,2,43
88,87,9,49
8,65,48,50
84,92,58,71
6,55,29,5
90,9,23,83
64,75,49,70
8,56,35,85
98,13,50,30
19,84,45,73
7,22,24,66
79,54,31,7
57,40,31,24
10,74,37,88
8,15,47,21
73,20,54,13
17,95,58,99
75,77,43,5
89,8,74,88
95,29,55,8
97,90,86,19
40,64,24,57
81,67,56,59
46,27,76,76
16,74,12,79
78,10,85,25
85,32,92,88
87,94,1,7
68,59,20,14
6,77,34,16
55,86,26,36
95,47,29,92
47,96,19,98
34,33,26,74
49,69,24,66
60,21,47,79
73,69,34,61
29,57,21,42
31,62,49,22
30,76,71,63
97,33,61,75
90,75,93,63
34,16,14,27
46,57,86,8
22,60,59,84
4,50,69,59
10,91,31,53
74,32,29,18
58,49,56,11
65,46,27,13
97,63,83,28
63,81,96,25
65,15,52,91
19,19,75,40
26,67,39,49
93,86,18,54
83,3,61,16
95,14,30,66
49,83,2,63
39,3,63,46
14,16,75,40
64,27,89,18
11,18,6,84
13,30,70,49
45,25,83,49
37,45,84,92
10,12,52,98
86,6,90,78
64,5,7,80
97,12,37,4
68,51,73,52
13,9,19,40
14,3,10,51
43,23,78,18
14,38,68,69
49,77,65,32
8,79,56,75
82,4,36,85
28,78,71,22
2,51,25,73
45,35,33,20
87,36,27,57
70,9,26,72
11,30,23,7
74,39,93,66
64,28,54,6
85,82,33,30
16,48,93,7
57,74,53,7
36,45,60,4
89,34,19,8
7,82,60,99
72,28,34,40
7,79,72,49
94,16,75,17
42,96,8,42
92,22,68,19
75,17,95,12
59,12,63,4
96,72,60,11
40,69,4,74
75,5,28,94
99,19,82,51
53,3,43,39
79,58,72,50
69,23,89,73
53,16,78,10
29,99,14,41
25,7,4,95
52,26,8,12
48,5,73,3
28,9,86,81
55,57,31,30
55,21,73,11
61,71,41,59
97,66,58,30
83,64,91,84
93,19,51,70
75,49,88,69
72,67,28,93
75,49,86,85
60,46,47,95
65,32,98,99
80,65,97,51
32,30,24,28
49,31,93,59
16,19,72,96
55,91,30,98
98,10,24,96
95,33,45,63
30,30,8,21
20,32,13,17
49,39,74,9
9,36,3,2
80,56,4,79
80,62,93,74
39,50,47,52
71,88,11,81
33,45,24,85
35,11,10,94
82,91,10,33
92,26,31,25
89,63,88,19
71,18,66,58
73,27,30,17
84,53,61,72
42,86,43,26
53,22,30,58
53,23,61,50
91,20,81,27
98,42,96,77
94,95,6,15
33,30,74,42
11,26,39,36
44,93,34,29
23,77,52,2
76,48,44,23
62,41,46,37
92,28,59,94
22,68,95,81
27,70,31,15
86,14,95,76
8,75,66,35
89,94,8,24
36,67,3,74
40,98,53,84
5,65,64,77
49,14,27,17
49,69,64,27
52,2,21,43
46,26,77,40
90,37,98,22
11,65,43,21
30,22,24,17
77,87,60,17
85,37,10,63
73,13,38,16
21,69,47,99
25,22,60,24
25,61,64,3
37,54,68,60
15,72,61,12
27,46,38,99
84,19,56,70
61,44,4,28
10,35,10,42
57,36,82,74
55,32,56,51
67,47,28,55
56,12,65,54
51,76,13,4
99,55,86,40
5,15,81,62
91,22,44,44
63,15,40,61
4,94,40,7
19,97,83,98
35,40,20,77
4,35,71,75
73,13,71,64
52,78,11,14
60,15,60,47
5,94,25,74
5,43,79,71
8,78,28,32
96,50,69,14
91,92,37,2
29,48,67,92
23,86,38,7
24,38,75,47
13,92,83,18
10,28,81,21
87,90,46,8
11,33,76,17
70,41,50,39
58,24,16,16
55,5,42,50
43,43,3,97
87,43,42,61
74,95,49,92
46,38,38,36
51,92,35,93
40,59,21,73
86,44,5,71
20,4,68,11
7,54,7,69
10,44,33,82
43,7,68,49
12,60,36,82
57,84,5,43
61,51,31,2
94,69,8,42
27,18,81,93
12,41,1,40
14,5,19,8
9,58,72,3
42,59,68,85
32,69,76,81
93,36,50,78
72,45,64,90
52,34,9,3
48,57,70,26
82,70,42,43
35,91,2,74
29,66,80,98
8,98,50,38
9,72,80,44
46,94,32,35
85,99,84,86
44,6,89,9
67,77,32,60
21,91,28,77
63,32,80,55
27,99,28,24
48,43,51,1
46,97,14,73
47,5,93,19
90,34,21,83
63,48,24,31
83,38,41,5
8,98,54,86
61,92,40,69
92,49,37,21
39,99,8,87
35,49,67,30
82,94,71,17
87,32,27,84
84,95,45,39
99,13,28,83
74,23,63,58
56,93,65,70
27,59,12,85
67,63,73,42
74,16,32,77
73,21,78,12
64,54,91,88
7,17,8,51
7,51,14,14
33,30,45,47
56,92,29,77
57,90,72,55
15,36,49,10
21,33,53,67
10,46,54,35
29,29,63,81
41,89,97,94
3,74,21,52
95,36,56,93
99,41,86,7
36,24,29,46
59,56,22,74
23,99,25,33
42,51,19,24
1,25,58,34
18,32,62,83
85,47,15,39
65,86,45,52
79,55,27,41
58,20,97,78
97,15,83,31
76,83,3,61
98,58,22,2
28,31,15,91
32,74,86,94
88,84,60,86
53,34,11,44
29,87,17,67
58,17,42,65
52,10,97,19
10,14,80,99
23,94,47,21
52,40,96,52
45,77,8,16
51,81,98,80
11,24,79,56
10,37,90,9
54,93,37,62
53,14,53,49
16,65,55,89
47,21,4,7
73,80,59,73
76,63,90,22
95,91,69,56
67,26,92,6
59,75,61,46
37,37,72,16
33,48,88,68
40,37,37,14
48,10,12,63
6,6,34,60
92,76,62,44
23,88,47,74
48,75,27,73
15,94,81,98
46,33,84,30
48,41,98,60
21,47,85,45
49,10,35,22
85,52,24,27
25,84,61,55
21,41,89,40
69,73,71,50
69,74,32,22
50,90,82,72
7,12,62,79
11,86,32,89
62,98,28,34
15,61,5,11
75,82,26,63
85,48,77,77
77,32,30,54
90,9,93,69
82,43,42,96
10,84,56,87
45,41,61,67
19,64,99,9
5,6,5,27
50,30,9,3
38,99,3,8
85,5,19,71
68,21,74,89
58,78,92,53
28,43,72,54
24,23,3,35
43,20,82,72
8,36,38,11
53,5,40,41
6,42,56,71
98,15,30,28
1,56,57,11
99,76,16,72
25,18,42,66
44,20,73,84
35,93,9,89
54,28,62,31
58,2,3,92
8,36,9,59
69,12,77,58
25,73,23,86
43,6,5,42
7,71,87,44
42,83,40,65
68,40,46,44
20,79,18,73
50,3,88,15
96,62,41,85
58,19,68,83
78,90,6,41
32,47,27,91
3,9,20,66
18,54,49,71
93,92,32,4
14,8,68,88
40,9,16,35
16,39,66,22
18,37,36,43
99,71,90,18
81,54,83,17
76,62,61,84
59,59,56,54
92,96,62,56
92,95,78,54
65,65,52,89
43,92,47,3
2,96,13,40
47,29,19,36
94,19,94,91
24,93,40,67
99,16,88,78
97,14,72,9
45,59,19,39
7,69,4,12
90,37,48,29
67,83,22,16
85,90,96,47
38,90,83,75
71,14,88,20
8,90,32,47
18,24,78,2
9,86,38,11
60,16,39,12
52,20,21,99
26,75,3,24
34,22,30,8
46,66,76,44
41,5,21,48
3,8,85,54
82,18,11,6
37,98,8,54
85,60,83,82
23,38,19,96
56,92,26,68
89,6,71,35
99,2,50,34
11,39,39,72
25,10,33,37
34,96,8,35
82,91,43,79
55,63,83,84
63,50,47,76
61,56,3,17
20,84,53,41
3,23,45,87
76,81,90,45
20,51,72,78
24,85,41,16
58,58,91,17
64,39,18,39
21,41,12,13
58,58,70,78
30,29,4,98
64,63,34,59
36,52,58,65
87,97,11,46
93,48,54,75
3,34,78,57
83,50,74,34
50,36,33,72
58,62,28,95
28,56,61,59
76,11,87,85
42,53,89,25
4,29,69,69
39,68,97,14
54,3,82,90
5,8,85,76
33,96,95,46
51,5,96,34
94,24,48,32
56,46,68,18
8,19,55,59
93,67,12,83
83,95,86,67
67,52,66,33
31,10,3,23
59,5,7,84
88,43,75,24
15,39,7,6
18,22,37,86
40,23,71,82
59,41,53,67
98,5,81,78
94,63,24,94
13,66,17,28
14,60,67,10
24,65,22,49
25,1,51,48
70,97,8,39
81,9,38,34
1,87,80,47
6,83,14,77
97,55,27,36
65,93,73,32
47,84,1,21
86,47,72,98
60,3,37,60
72,14,41,74
41,96,45,90
14,91,28,2
66,83,14,79
52,16,60,81
84,97,81,27
35,27,3,81
94,7,78,66
13,27,31,87
83,80,76,54
72,89,93,7
80,81,22,18
43,35,51,48
80,18,55,41
69,98,30,84
15,21,32,9
84,9,20,2
61,92,34,6
72,42,29,82
25,35,17,25
83,66,94,51
22,44,15,35
7,77,7,52
31,24,36,70
28,17,45,92
92,21,62,82
27,83,94,69
5,64,88,65
51,21,64,98
45,53,4,85
96,52,59,64
62,27,52,1
47,92,48,44
34,61,50,54
43,35,50,41
35,62,20,61
9,45,97,53
60,78,41,78
79,79,42,3
41,78,96,20
32,4,55,75
19,35,47,15
66,53,7,38
2,88,92,64
71,84,67,98
9,92,65,68
28,47,51,49
14,42,48,35
74,26,66,45
11,5,51,77
93,7,69,16
89,80,70,15
4,84,35,98
25,20,61,11
60,99,92,58
54,70,28,13
70,8,54,28
9,97,45,44
77,47,35,92
2,80,67,7
96,90,14,78
4,56,12,44
21,70,8,55
16,70,12,95
4,43,70,61
19,82,62,9
54,81,56,6
56,11,90,30
23,43,78,62
42,91,60,12
38,82,50,53
97,87,56,75
47,30,20,99
30,25,89,22
57,90,3,43
87,95,8,12
27,64,45,79
90,79,6,80
1,73,16,34
74,44,66,89
70,31,17,71
6,22,45,84
3,93,61,33
62,41,43,66
74,71,54,7
6,24,60,55
5,91,37,43
39,98,36,77
64,88,92,25
61,71,83,11
32,13,94,89
43,34,75,92
11,69,44,43
55,22,12,50
72,43,28,85
33,89,98,26
53,76,87,98
45,22,86,92
62,32,50,15
45,18,64,34
96,52,92,94
98,2,41,7
3,60,54,49
74,66,95,51
28,64,37,55
74,55,6,66
84,7,73,82
18,68,53,8
64,55,50,28
34,55,10,46
52,79,40,53
4,42,93,8
43,16,31,45
88,32,73,9
3,45,4,25
79,93,69,99
72,23,18,25
25,26,95,47
82,58,52,14
89,90,31,41
60,96,67,17
82,50,68,16
78,79,71,36
42,95,13,31
5,37,55,61
59,11,40,52
60,56,97,60
9,8,51,2
79,46,30,15
14,22,60,63
5,46,58,8
29,69,7,26
61,24,47,82
30,77,85,29
24,85,16,64
61,63,56,78
73,58,82,44
82,85,17,98
32,1,39,32
39,42,35,19
47,89,3,20
80,62,13,54
76,18,64,91
39,32,10,43
38,84,6,29
68,4,50,26
5,55,46,92
10,68,88,31
71,35,22,70
54,1,76,51
54,38,85,5
35,90,8,10
81,12,72,67
48,75,26,54
10,51,59,67
50,93,38,8
6,1,69,72
31,59,33,28
88,52,20,74
21,76,1,29
49,48,61,14
10,5,64,20
63,95,17,22
53,63,75,90
22,86,88,57
43,94,97,80
17,86,68,89
19,50,77,71
47,30,71,87
99,73,61,98
5,35,22,72
19,50,74,15
96,13,45,45
50,5,37,30
2,43,96,44
76,37,81,3
89,36,18,74
82,25,80,44
92,8,17,73
28,5,13,35
51,92,95,86
42,47,26,69
95,61,76,44
94,7,16,77
83,96,65,66
33,38,4,80
4,67,50,28
39,37,19,92
33,20,95,94
57,23,59,83
72,78,53,56
72,41,29,10
70,9,73,22
52,36,36,3
68,27,2,91
90,15,89,58
76,80,66,18
98,80,70,84
92,12,66,37
31,80,53,64
59,2,71,2
91,41,44,38
51,66,36,18
3,81,65,25
25,29,53,43
80,17,80,71
83,51,46,5
23,65,66,60
41,75,91,84
80,20,12,94
77,26,43,80
43,63,17,12
93,68,89,63
90,20,81,41
75,86,77,92
96,46,20,41
78,20,59,70
7,33,40,62
75,98,43,78
26,40,87,23
84,5,40,17
60,90,20,12
69,20,67,29
21,85,20,72
44,40,69,73
6,94,12,22
48,68,18,99
6,48,86,86
72,21,13,65
61,15,96,9
81,34,46,40
12,63,52,42
99,4,10,89
65,62,94,64
32,60,25,39
61,31,76,58
6,23,87,69
50,98,43,1
83,15,76,83
84,58,89,48
63,84,98,65
72,37,9,45
44,23,92,52
8,13,20,33
68,56,93,98
19,26,25,67
29,10,54,31
66,44,53,53
54,92,95,75
38,6,98,96
61,73,94,64
85,81,91,93
33,88,4,59
74,65,57,41
17,7,30,69
14,86,64,27
48,9,83,23
59,30,17,58
24,35,23,33
94,16,1,44
68,63,64,3
22,50,74,2
17,49,50,41
83,90,5,94
46,7,69,31
59,44,46,47
41,8,73,40
49,74,43,76
14,6,6,16
19,99,22,46
29,93,16,22
85,21,19,32
26,74,27,85
32,55,43,38
9,11,39,93
42,89,72,36
92,33,85,4
62,83,82,24
30,8,19,35
10,4,3,95
34,73,79,86
44,24,52,95
32,2,61,34
96,90,47,93
68,22,31,23
78,49,11,20
88,82,20,92
48,29,94,25
74,3,42,64
83,2,54,70
96,27,26,58
13,92,26,67
52,18,56,69
43,66,27,29
28,60,39,53
53,5,71,28
10,97,83,98
99,29,97,98
68,35,59,28
1,83,11,45
25,32,5,52
40,82,41,2
19,71,86,51
82,40,65,84
54,13,13,49
14,48,30,12
66,45,46,1
35,48,71,59
69,4,58,76
85,83,47,35
76,72,76,38
28,91,21,64
58,70,8,36
72,49,32,95
45,92,42,32
10,66,62,28
96,69,17,60
59,94,99,39
51,82,91,78
14,67,49,58
13,40,99,78
28,21,78,10
65,12,80,31
53,25,16,23
51,70,43,99
91,10,63,55
13,44,89,6
30,54,49,11
1,22,56,25
23,60,96,49
39,94,55,55
10,33,89,65
55,36,93,13
66,48,35,98
23,80,44,31
36,73,89,15
36,86,85,98
12,97,95,59
41,44,45,68
53,96,96,53
5,69,22,98
71,73,35,60
41,55,56,37
52,75,76,22
36,39,62,52
76,88,64,49
82,4,18,37
84,30,26,33
38,2,84,87
30,32,48,72
91,60,23,63
94,55,37,85
