A,B,C,D
81,19,28,25
75,40,22,99
98,88,85,80
9,24,87,93
29,3,1,8
77,41,3,50
40,89,96,20
56,69,29,72
67,35,72,36
43,34,5,99
44,45,4,16
49,89,39,24
23,52,87,9
8,73,33,68
18,56,80,93
92,36,1,56
96,60,70,48
87,95,57,17
24,68,51,77
86,71,69,47
44,64,92,69
84,75,24,72
64,64,82,69
9,81,87,53
6,9,51,27
7,73,82,51
52,92,87,82
5,39,85,53
7,99,97,40
9,14,58,44
23,75,79,42
57,56,89,97
96,87,25,54
24,43,20,88
6,76,80,99
86,25,78,64
32,50,62,23
61,28,39,88
81,52,34,28
56,25,81,69
67,90,45,84
70,40,70,47
59,28,2,57
62,95,2,22
62,13,98,52
88,24,29,32
3,16,98,96
23,13,43,68
56,88,3,39
4,21,83,45
4,19,61,91
74,82,82,85
80,68,73,19
32,63,49,5
81,83,19,91
86,77,61,23
73,5,15,30
41,44,52,38
56,76,4,33
66,18,80,87
4,45,36,20
54,72,29,33
1,29,8,55
51,60,95,48
28,17,46,26
9,86,8,83
17,84,43,24
11,42,21,99
68,51,1,39
2,4,43,86
87,7,93,28
86,52,19,70
44,95,43,37
25,87,22,24
63,22,93,18
27,1,92,37
85,88,26,4
23,27,92,67
32,24,3,73
70,5,14,46
47,3,15,96
56,13,17,81
2,2,28,61
81,55,11,41
76,9,60,7
69,27,61,82
82,66,60,11
84,93,24,88
44,54,73,11
56,26,64,29
65,37,66,77
18,52,58,57
44,51,6,13
74,96,14,53
89,14,83,38
69,34,72,33
2,19,70,93
70,34,57,77
25,96,5,71
17,36,86,27
21,99,17,72
55,37,51,82
15,84,39,45
90,95,16,27
78,62,95,62
81,93,51,1
18,72,24,26
71,58,30,30
98,81,86,43
34,66,70,26
47,79,36,15
76,50,55,86
11,70,70,56
80,52,28,82
94,26,5,15
29,89,69,74
27,38,85,16
60,64,97,62
68,42,55,67
94,6,85,22
2,67,78,52
3,99,47,82
99,2,38,77
34,2,13,71
99,30,63,52
44,56,28,3
11,7,45,77
73,40,5,43
91,83,81,42
27,14,19,74
75,46,86,84
77,46,87,39
77,47,26,97
72,21,35,24
8,50,79,21
96,39,97,50
16,83,98,16
46,9,4,39
11,74,92,71
57,46,46,58
90,6,33,69
8,59,49,49
10,51,92,59
46,55,28,82
13,51,95,17
93,73,29,43
49,81,33,14
32,85,60,8
38,45,86,67
23,16,7,91
83,70,40,44
14,58,49,49
55,59,61,29
49,71,48,9
26,55,84,73
99,40,44,82
63,13,75,8
77,53,10,5
80,73,34,86
44,59,86,5
39,44,8,60
11,47,46,39
82,82,64,25
55,18,54,76
69,36,49,44
40,91,33,39
57,85,81,43
77,27,97,21
60,34,20,92
64,62,29,6
98,14,79,30
60,32,23,3
67,80,40,26
59,6,67,37
20,25,85,25
42,30,82,62
84,41,92,11
14,5,29,57
32,51,36,31
6,92,44,55
81,88,92,67
70,29,69,45
65,7,89,55
87,24,2,33
71,27,42,48
65,47,92,19
84,31,4,68
75,27,11,36
73,26,71,69
56,21,14,1
53,4,78,84
70,72,6,99
86,15,98,97
91,92,59,86
18,70,8,66
1,98,20,90
76,80,17,15
33,77,46,99
82,85,95,53
79,85,80,65
30,12,35,23
15,82,28,18
31,44,41,44
12,74,77,91
13,35,85,46
58,67,1,95
60,52,27,45
16,49,7,41
13,57,60,42
73,91,95,96
16,63,1,40
44,19,95,85
73,24,75,51
7,49,80,44
7,20,4,63
97,2,33,63
11,78,77,62
97,54,6,47
21,67,18,1
61,76,25,83
74,89,22,39
57,68,48,43
50,42,98,54
90,34,69,38
67,71,45,24
3,18,1,7
24,7,49,47
82,11,13,96
70,24,74,95
81,98,93,46
54,22,86,93
31,34,6,30
90,87,66,75
40,87,19,70
15,92,61,35
11,57,35,91
50,11,72,27
16,10,68,67
97,34,33,31
9,3,82,20
61,2,44,75
49,31,37,40
26,73,94,26
53,68,78,38
94,59,72,84
24,16,74,53
47,14,51,47
88,61,75,36
14,59,6,75
74,2,11,81
75,68,92,5
89,8,51,96
95,37,63,8
36,67,51,88
58,9,37,73
24,70,97,70
68,84,83,79
98,19,58,54
55,96,57,10
14,79,38,88
50,24,31,73
71,72,1,29
62,23,41,15
34,94,42,41
43,53,33,15
89,70,83,51
95,96,86,41
3,89,86,94
50,48,39,9
73,49,88,74
33,57,25,49
10,16,30,29
5,98,54,17
13,3,8,25
17,29,66,9
69,37,6,51
79,77,80,10
23,47,24,49
65,94,73,12
82,51,71,33
74,87,81,25
89,55,64,12
42,50,11,89
31,95,87,18
31,37,10,82
2,66,11,30
76,45,21,73
63,78,76,83
12,67,85,35
30,15,61,7
20,2,17,20
85,31,29,48
14,65,64,22
2,41,86,72
53,30,91,84
97,42,49,55
11,57,56,77
94,45,51,51
11,63,2,29
12,74,39,38
47,42,98,77
72,37,62,52
10,89,86,15
92,13,17,82
78,97,84,58
16,87,97,74
44,63,77,15
76,65,42,4
43,57,27,99
27,2,10,63
82,67,22,33
17,67,8,29
80,2,81,5
74,30,70,78
22,98,19,77
21,35,23,34
75,73,33,5
86,47,23,69
1,29,29,33
5,67,27,34
14,38,36,41
42,62,66,75
37,58,22,31
26,3,57,68
81,35,65,23
96,56,21,81
52,20,48,62
58,62,49,34
44,64,85,28
30,63,87,14
74,27,43,61
45,99,88,68
87,25,99,26
31,39,24,68
9,75,48,31
1,3,97,14
8,20,99,47
56,7,69,85
44,24,1,21
22,23,11,45
29,44,4,82
41,60,65,23
92,82,96,3
28,38,88,54
18,22,65,28
44,83,58,23
40,99,48,52
49,35,1,70
67,35,3,49
27,39,19,20
26,90,54,20
72,3,1,81
88,3,3,56
4,73,43,23
49,26,8,60
58,87,78,44
31,73,93,41
34,7,66,34
50,14,43,29
32,14,8,61
30,68,3,20
83,66,51,43
28,77,9,72
59,12,46,77
52,44,15,62
81,10,86,88
25,9,16,81
96,33,35,19
13,54,76,23
5,98,63,49
70,95,48,89
13,40,55,80
84,89,19,82
61,58,21,68
14,19,91,12
44,70,54,20
96,81,85,57
63,48,39,57
11,60,58,70
39,77,79,3
14,90,22,5
5,48,9,16
42,17,99,85
6,6,82,33
38,70,95,46
22,73,92,43
3,58,8,2
76,26,88,51
80,37,84,22
26,51,61,90
93,78,1,80
68,17,64,86
2,31,62,42
61,58,18,37
3,5,65,73
15,88,31,49
33,20,45,3
41,9,65,24
52,74,48,79
90,96,97,84
57,5,33,89
75,70,81,54
93,73,95,54
92,20,4,11
96,87,9,61
57,25,40,86
63,46,13,78
23,6,13,38
59,60,67,96
43,12,94,69
17,10,49,95
68,88,13,51
97,62,98,15
93,66,44,96
18,53,97,23
79,92,61,40
27,81,28,95
59,92,19,92
29,37,85,16
55,34,10,12
60,48,62,46
25,89,91,27
70,71,51,3
56,73,43,93
21,57,90,86
67,81,52,42
39,87,49,13
35,77,76,24
8,94,30,85
68,64,66,59
90,85,45,41
64,11,85,75
68,42,14,13
34,62,76,17
65,64,11,84
27,16,9,16
73,33,61,77
48,82,52,14
89,21,48,82
57,54,14,42
10,81,33,62
35,59,17,24
22,84,62,10
86,21,52,67
99,45,47,1
93,63,7,11
47,42,33,91
74,14,89,30
22,72,24,82
12,69,46,49
60,31,55,73
4,17,22,63
94,43,78,94
39,94,39,54
99,47,35,95
82,8,42,62
36,44,59,93
53,60,53,88
83,62,70,67
25,22,84,90
34,53,7,33
65,44,12,74
55,25,43,68
15,23,91,52
70,22,99,50
68,57,35,36
58,99,37,42
42,43,43,14
17,3,30,52
31,17,82,13
27,80,14,33
31,65,21,24
95,93,71,73
96,44,81,19
46,17,38,17
82,59,97,69
55,79,30,85
95,8,35,97
64,40,84,26
85,24,34,83
29,3,62,35
4,6,87,88
17,79,38,36
61,9,10,18
68,91,95,66
70,88,70,52
7,51,57,32
80,81,5,24
59,16,43,42
67,86,7,3
57,55,11,30
5,76,41,53
73,26,41,69
4,58,65,38
4,35,7,74
49,71,98,53
25,65,63,34
99,66,33,62
34,91,58,52
36,98,97,58
40,50,44,7
96,49,6,80
68,94,58,95
4,74,9,3
78,41,61,80
50,50,69,50
36,42,85,42
18,74,16,82
51,67,6,97
7,8,85,38
2,23,66,86
43,86,20,60
51,80,65,49
44,26,38,27
54,79,77,23
90,69,23,25
24,39,73,12
9,50,75,2
91,61,45,50
36,73,9,46
27,86,62,42
33,10,18,48
37,1,84,56
29,62,33,82
22,83,18,79
88,39,17,65
55,22,91,65
84,8,87,7
34,67,56,31
31,71,2,32
14,24,82,81
36,70,14,53
30,4,32,82
11,31,68,34
49,28,85,53
27,10,72,83
2,62,43,97
88,31,94,15
71,26,52,76
79,87,4,52
30,80,66,77
55,40,50,53
56,10,32,44
98,63,15,47
67,40,82,29
35,95,74,97
61,47,45,37
92,13,56,42
60,34,63,98
24,37,88,43
83,91,36,41
79,21,21,39
52,51,85,32
75,63,17,76
46,47,87,23
46,54,31,14
2,13,75,49
22,91,8,5
77,27,3,35
78,22,19,91
8,61,72,79
84,70,62,33
71,86,70,45
20,38,86,75
36,92,13,44
16,75,41,51
5,30,74,26
58,74,5,80
82,50,94,73
77,87,61,94
20,73,4,98
17,80,98,79
68,85,3,6
24,57,74,4
39,52,58,88
21,64,28,19
25,44,65,62
8,53,75,71
15,8,12,48
26,16,91,71
10,25,82,64
52,39,3,75
67,10,22,83
30,74,5,7
96,42,85,16
45,70,1,6
31,83,83,70
91,3,30,99
82,97,49,88
97,81,81,20
60,72,15,14
6,37,21,44
44,41,8,90
74,46,91,84
69,72,7,52
55,95,96,5
89,10,26,97
62,72,70,34
91,91,14,77
3,90,78,23
94,75,79,62
31,97,65,48
26,40,11,87
16,58,46,22
85,91,95,28
27,21,42,9
8,65,77,85
50,39,54,54
48,42,31,32
47,19,30,57
50,92,85,25
62,78,41,88
76,82,1,29
97,44,10,90
51,43,50,40
75,22,69,85
43,99,72,1
62,5,1,33
42,96,50,18
35,17,48,57
9,51,34,73
43,10,33,90
6,51,18,92
85,21,73,32
79,6,64,27
96,35,39,39
83,59,36,91
41,93,41,48
43,26,75,74
65,33,37,18
21,89,84,89
1,29,5,73
16,67,56,20
41,82,49,48
90,89,60,44
58,42,82,60
81,7,20,2
55,92,76,13
39,3,41,9
43,70,24,54
93,97,69,46
48,4,87,60
12,50,9,7
52,91,24,24
30,50,94,22
61,87,74,60
18,21,69,82
69,7,66,11
39,21,88,91
53,59,28,10
82,96,30,69
17,84,82,8
16,41,29,68
71,21,54,73
93,13,8,82
19,7,40,38
63,45,92,33
81,1,73,68
69,71,44,86
38,73,58,91
40,59,93,64
88,3,15,55
46,62,36,52
26,38,58,8
12,39,47,68
44,32,5,77
60,42,45,39
75,38,61,58
54,75,89,51
27,61,71,52
83,57,17,40
7,40,32,47
36,50,53,51
42,60,9,80
32,70,54,92
41,34,35,78
25,75,68,63
88,2,24,56
20,86,47,20
21,67,61,44
89,71,21,41
34,71,82,51
82,64,29,63
39,65,17,14
46,57,21,28
22,68,41,95
13,54,54,52
24,11,66,58
59,58,22,3
29,5,9,39
86,86,15,46
51,25,71,43
77,78,30,88
33,87,81,66
30,32,52,42
38,72,14,83
67,80,10,4
17,28,58,7
7,61,11,21
65,8,3,84
79,40,14,31
79,37,74,1
81,39,21,4
30,39,42,5
48,4,88,2
44,28,8,37
80,88,33,27
84,62,8,20
16,89,77,35
83,98,92,97
56,91,30,64
70,61,89,33
10,3,9,19
26,79,11,54
57,12,82,34
23,80,81,13
70,28,75,8
28,51,84,95
41,59,46,80
19,48,67,64
26,26,93,64
52,68,26,98
43,53,16,98
89,15,97,89
1,40,29,53
52,58,19,27
53,24,97,75
68,59,20,2
71,65,52,56
55,32,99,33
15,21,69,44
74,96,97,93
8,40,82,30
57,7,3,63
72,50,16,72
80,17,30,94
2,36,84,77
3,22,70,6
72,41,69,84
89,69,23,29
41,85,15,3
18,81,90,24
76,1,30,75
36,45,73,25
86,33,53,53
70,79,58,16
7,31,27,37
89,8,60,73
59,32,44,62
81,97,86,20
10,5,74,78
98,92,11,89
24,40,21,57
27,55,2,96
55,39,22,36
47,32,85,94
53,63,16,97
11,84,18,60
50,33,23,95
44,48,1,60
14,80,49,79
91,58,63,83
17,98,47,2
61,67,54,58
72,91,41,53
23,37,23,73
17,77,27,95
70,85,13,55
25,50,22,90
5,6,52,16
46,8,85,44
63,46,55,38
36,92,72,42
74,44,33,21
65,93,11,13
43,19,20,10
74,34,79,32
88,77,51,22
21,47,52,18
89,14,42,99
21,53,21,57
42,31,11,9
75,33,99,76
97,35,79,10
6,97,12,96
80,23,61,50
52,56,63,34
10,67,98,44
89,27,53,91
57,65,3,29
91,52,97,9
36,40,87,89
78,75,14,65
56,58,24,27
66,50,98,26
73,95,53,27
35,86,85,72
9,20,2,18
79,64,32,10
4,42,79,75
56,66,75,25
59,91,77,5
95,51,1,22
10,41,52,14
13,57,49,25
87,95,85,79
52,58,46,68
5,58,38,18
28,7,78,3
5,7,79,13
40,86,74,71
7,43,50,27
40,15,78,45
98,81,58,89
32,5,54,63
54,20,40,9
26,60,6,56
39,1,51,79
32,80,38,25
2,74,8,5
93,87,34,78
61,35,25,91
90,95,69,41
71,29,54,71
5,90,26,90
80,81,34,2
90,9,65,23
65,10,95,79
70,58,93,8
70,30,31,23
71,58,87,34
17,5,49,28
38,26,1,13
15,56,64,3
20,53,47,47
74,35,19,21
46,58,71,25
56,8,88,87
32,99,39,13
21,19,62,45
83,23,91,11
22,98,95,36
40,79,85,64
24,27,92,21
5,96,90,81
5,44,25,9
49,53,11,9
19,29,77,82
54,94,43,13
19,79,54,17
40,14,52,58
26,10,46,9
96,20,53,30
2,34,24,24
10,20,93,16
92,14,85,75
95,91,81,47
27,74,42,66
85,18,81,63
74,9,63,16
26,66,45,39
3,95,23,16
62,21,58,75
7,24,55,13
26,20,78,66
37,86,34,73
88,4,40,82
98,38,97,31
21,12,50,14
23,52,98,12
7,48,29,64
13,38,52,88
41,19,80,81
22,46,44,87
16,7,25,32
67,91,10,14
9,85,20,4
68,72,60,65
29,57,30,11
70,6,62,97
76,13,82,7
99,28,27,11
53,64,54,76
37,97,28,98
94,85,14,50
93,32,50,7
42,25,16,50
24,84,7,59
49,89,22,90
59,35,43,26
39,22,94,83
30,33,23,73
92,77,49,20
79,36,84,15
81,49,54,3
66,20,63,40
79,68,24,1
94,57,34,69
57,55,74,67
64,2,79,7
57,87,83,4
76,70,9,57
31,13,61,34
82,4,6,10
91,66,65,79
23,20,92,10
28,3,7,75
97,13,10,42
32,76,57,57
38,89,99,72
19,30,5,16
40,86,40,49
26,58,46,36
68,91,48,79
58,21,52,47
33,43,65,44
69,25,42,25
5,14,73,59
33,38,34,21
68,50,31,3
5,67,31,88
56,41,36,33
67,2,23,96
25,40,47,29
26,99,76,61
60,54,5,28
64,16,56,22
34,96,85,5
71,98,69,73
62,29,16,7
90,49,12,44
12,13,53,85
62,60,79,48
31,5,19,62
37,4,90,49
5,26,38,26
99,99,48,32
3,39,65,48
25,93,81,79
47,15,56,30
68,77,40,71
94,71,89,45
89,45,8,29
1,24,76,60
53,34,6,96
20,24,85,24
74,86,55,19
99,49,13,86
41,7,57,8
97,15,79,52
41,58,54,80
68,60,3,81
85,45,57,87
46,77,55,47
77,30,51,2
83,58,29,60
11,52,72,74
35,8,61,7
15,58,29,19
2,29,76,55
34,17,39,23
20,43,21,16
52,93,85,35
21,82,77,87
61,76,47,68
63,15,99,92
40,76,59,92
6,2,96,46
16,94,81,31
27,46,68,87
75,22,96,78
18,6,53,4
6,46,49,98
86,54,80,47
31,21,37,37
30,38,15,63
90,10,88,93
47,7,28,31
22,40,44,97
73,59,79,29
58,57,60,67
53,2,86,10
78,81,85,63
68,3,5,81
82,9,56,14
20,62,5,1
21,61,67,82
57,52,36,40
53,52,21,85
52,71,2,27
86,7,5,54
11,27,32,98
37,6,69,21
30,82,57,32
32,56,13,13
8,37,52,89
44,12,82,13
90,60,87,85
91,57,61,91
9,60,54,2
49,75,4,82
24,50,20,83
22,38,29,6
98,12,90,92
46,7,17,48
20,94,21,99
48,55,51,66
86,78,84,25
17,53,39,22
1,89,87,7
15,66,65,25
19,84,20,50
59,76,67,70
70,41,32,17
83,54,89,68
28,65,75,13
87,10,22,60
27,62,62,86
47,82,73,31
57,90,51,41
88,11,67,41
9,54,59,82
48,52,26,43
55,62,49,86
39,75,49,24
14,56,90,86
83,71,10,70
35,75,73,98
68,96,89,4
30,36,71,89
61,58,31,29
58,51,21,1
32,11,56,85
78,86,54,44
77,16,25,15
57,56,18,93
8,67,46,50
32,59,2,35
43,58,10,84
91,33,95,49
26,98,58,61
65,84,96,64
8,42,3,84
63,88,74,71
94,24,7,19
64,5,12,81
43,24,36,39
86,33,95,70
20,39,64,36
20,79,52,1
33,84,64,79
43,76,39,8
62,29,5,56
74,1,62,92
98,66,99,5
3,11,24,19
6,50,27,62
75,47,76,67
98,67,53,15
44,1,14,62
3,88,76,64
57,99,22,92
4,18,71,6
31,39,60,81
13,16,58,26
16,25,57,83
31,21,51,66
73,52,75,58
79,34,56,44
18,1,31,81
45,13,17,36
96,58,20,3
26,65,90,37
49,15,58,39
53,49,71,60
14,16,79,45
61,46,15,22
49,4,39,30
62,97,38,72
40,26,84,52
40,35,14,6
64,12,88,25
5,84,80,89
80,62,25,2
60,17,87,96
86,41,33,47
20,32,57,53
15,62,96,6
44,44,91,6
73,18,23,6
38,1,22,92
52,13,3,14
74,80,97,48
39,77,55,37
75,70,83,4
2,47,94,78
21,2,97,89
14,30,92,79
36,31,40,49
46,94,26,61
28,3,28,82
88,49,39,29
90,60,8,79
31,24,50,25
94,61,21,51
23,21,9,15
99,92,24,80
8,28,98,67
5,95,76,50
68,59,34,5
64,66,76,23
40,64,66,7
31,66,84,87
29,4,44,15
90,97,74,78
14,63,89,15
71,47,76,65
86,97,59,75
48,40,31,11
76,14,45,9
47,82,64,31
39,22,41,32
79,53,5,92
61,2,90,15
19,14,46,27
77,53,86,36
73,3,79,53
65,73,74,41
43,41,14,51
37,54,44,83
64,60,68,8
58,17,13,94
56,83,22,79
45,29,25,85
19,75,91,11
72,67,87,98
92,87,36,44
55,63,46,28
7,59,61,89
26,49,44,60
66,54,90,36
75,10,35,23
98,13,30,79
85,71,50,46
85,52,63,60
45,47,58,81
69,59,39,67
98,28,19,13
76,74,9,33
18,96,83,2
81,21,22,65
88,86,31,55
48,53,66,20
74,42,15,50
38,48,88,23
49,99,57,13
64,13,66,54
90,84,93,77
71,96,8,12
83,15,42,14
51,24,90,28
79,21,5,66
98,91,2,48
71,36,41,12
84,34,54,28
53,7,33,76
30,86,94,77
98,27,64,16
99,56,37,40
35,7,50,54
88,32,96,58
62,77,56,28
5,13,9,45
17,88,51,71
88,93,45,43
2,24,64,39
81,29,65,18
81,99,69,92
47,76,83,82
47,9,94,60
52,41,43,65
24,6,2,4
59,60,10,46
84,35,38,4
2,69,49,70
5,52,81,30
92,18,72,77
95,67,12,24
23,80,12,19
24,1,24,54
92,66,39,2
85,71,75,67
75,9,69,72
53,86,6,59
28,11,96,49
64,93,10,30
59,58,31,86
45,74,5,94
70,45,8,89
40,80,43,20
7,6,2,56
29,41,98,67
87,75,3,82
13,19,19,98
65,59,10,17
9,45,98,20
33,79,32,96
41,19,59,50
88,94,84,87
13,31,65,74
43,65,59,1
61,76,92,61
71,35,72,76
80,99,62,26
43,5,87,23
10,28,16,78
92,18,19,41
40,30,45,49
64,23,17,65
25,61,48,96
65,6,16,7
24,12,11,42
23,99,25,22
63,29,74,66
56,37,91,17
57,92,85,32
38,49,53,68
1,35,99,11
46,7,2,83
59,28,14,52
77,73,81,69
53,64,78,18
1,77,81,32
68,78,22,52
67,58,41,23
80,95,71,59
45,41,71,75
81,72,77,58
89,12,65,64
8,18,46,84
14,80,59,13
17,54,22,93
83,85,96,46
13,59,13,96
21,62,49,63
18,16,2,35
72,49,39,75
31,98,55,44
11,77,71,28
26,78,33,81
53,9,15,72
78,65,26,21
52,58,15,37
34,6,51,95
15,73,85,89
94,93,47,42
74,45,62,93
41,27,20,59
3,87,97,76
27,53,50,82
17,72,39,1
82,55,65,78
58,54,82,37
87,41,44,29
8,89,6,79
38,32,10,95
92,46,37,52
42,5,41,75
11,64,18,37
44,88,92,8
81,33,11,80
27,16,86,26
81,33,56,6
43,9,93,59
66,79,75,42
31,9,3,45
29,66,10,34
10,50,60,85
74,74,90,3
11,14,77,8
20,90,12,19
17,18,53,40
12,22,3,29
1,10,63,60
64,57,92,87
78,62,4,19
2,23,99,88
42,57,61,93
55,94,57,16
4,60,83,42
52,97,22,34
83,74,29,28
2,34,61,19
61,68,21,18
14,12,37,89
1,37,20,94
96,13,92,64
32,17,42,67
17,80,10,76
54,84,80,84
1,47,93,99
84,87,27,92
90,11,61,91
91,12,11,4
99,96,84,27
77,29,47,3
72,44,59,59
26,24,40,86
42,93,2,18
86,84,18,82
17,49,90,81
98,70,20,12
54,81,7,19
39,86,47,4
93,88,15,63
1,61,29,27
53,98,19,2
56,49,20,81
42,2,89,80
46,48,27,93
65,33,43,68
40,3,19,24
27,50,26,88
47,96,76,11
6,66,42,38
33,57,20,32
13,20,85,38
75,57,36,89
1,23,98,96
40,45,95,93
3,65,5,81
4,58,19,57
13,2,85,72
75,21,78,51
70,89,4,63
71,53,28,4
67,24,32,79
98,58,6,53
19,26,38,69
9,43,7,62
80,84,6,46
13,2,87,71
30,62,19,78
26,78,39,75
38,46,13,16
79,37,78,69
39,72,5,77
17,77,87,64
14,38,43,72
54,79,66,13
95,72,49,68
98,24,63,72
93,22,88,88
35,40,39,55
49,58,56,36
92,65,48,38
59,6,65,95
55,92,81,70
58,92,63,54
19,37,23,28
53,37,15,23
86,26,35,27
28,20,23,74
36,14,99,8
35,88,15,72
88,45,43,53
25,53,35,27
44,37,19,95
92,42,10,39
22,82,40,21
27,39,44,64
77,4,25,4
39,88,62,33
69,68,72,6
39,12,40,1
52,14,37,18
10,17,10,86
75,49,10,80
32,17,15,54
40,72,26,12
29,75,31,44
7,29,86,43
30,53,8,41
35,20,95,2
79,66,43,68
8,74,92,40
42,34,47,5
95,41,40,98
99,78,87,35
98,79,36,77
81,44,61,48
73,57,64,71
22,19,41,45
74,93,1,59
34,93,19,56
65,60,25,16
38,59,29,34
93,24,40,69
1,82,53,18
48,56,40,1
72,99,32,59
39,84,78,9
29,74,95,34
61,91,83,49
85,95,87,67
60,21,85,41
5,41,51,13
94,46,65,84
3,16,78,20
48,87,72,93
14,31,75,4
73,54,47,64
48,46,16,83
38,71,76,99
20,16,20,99
71,83,24,10
92,77,64,93
49,61,90,44
12,77,86,7
58,73,17,60
52,22,3,64
23,51,65,35
50,86,86,89
34,46,93,51
80,77,66,48
10,86,69,47
1,3,91,23
50,84,41,65
97,48,46,3
53,45,90,18
3,54,65,72
36,84,23,52
83,76,2,51
57,69,15,65
83,18,12,50
92,72,12,77
58,59,89,2
94,29,30,24
85,58,4,4
89,18,54,7
71,53,18,73
70,11,32,81
86,87,13,18
26,65,37,67
30,18,39,36
95,22,91,4
51,64,15,73
45,85,86,8
85,86,96,65
97,73,50,30
67,22,45,77
61,27,2,91
44,4,86,63
24,14,71,54
36,25,59,51
91,52,61,73
25,71,62,63
83,23,44,33
34,45,28,56
64,95,82,61
73,91,55,59
19,73,35,40
77,26,57,42
35,76,68,78
88,88,72,82
11,39,63,61
91,43,5,55
13,8,75,51
21,92,35,35
52,76,90,47
71,79,76,8
75,3,74,59
65,8,62,87
36,43,92,63
20,52,41,57
32,27,63,98
35,26,6,42
52,51,11,42
49,90,11,47
4,29,79,46
4,94,24,62
94,86,56,80
70,10,55,35
87,45,94,34
76,38,88,32
25,82,4,3
12,83,10,48
96,37,16,48
85,35,57,16
58,75,68,59
52,36,16,39
82,22,84,62
22,64,42,6
14,76,69,17
3,19,98,47
55,40,6,42
50,67,24,41
48,85,51,74
10,48,87,79
90,47,10,19
49,38,27,42
30,25,24,22
16,46,4,50
81,94,58,99
96,58,65,89
50,75,65,22
19,21,17,94
37,96,92,30
36,42,94,39
72,87,78,76
49,26,30,23
78,54,17,55
58,84,89,33
84,85,71,13
20,13,22,68
7,60,76,35
21,41,5,64
69,46,95,22
98,16,19,59
84,13,57,49
91,70,71,88
91,79,40,24
53,63,44,10
57,65,75,95
46,92,93,84
87,55,80,60
3,81,98,48
20,13,41,28
99,98,34,50
9,75,59,41
43,39,97,39
35,81,58,20
21,34,70,90
78,22,14,2
99,77,77,38
29,31,81,60
53,36,61,60
19,10,39,62
27,53,92,54
21,63,95,54
70,18,4,42
59,35,76,44
64,95,33,71
46,60,53,3
67,90,34,26
5,61,36,65
67,75,26,72
44,88,51,12
88,11,28,27
83,84,83,11
98,23,24,56
63,80,74,37
45,97,64,90
63,19,61,19
60,10,11,13
80,20,89,70
65,85,67,83
69,10,85,3
49,29,42,54
36,64,86,35
18,26,90,3
75,45,57,84
52,17,87,89
45,53,47,96
93,67,74,76
35,56,15,17
71,41,32,60
40,25,34,27
81,26,67,4
17,98,97,9
35,56,51,99
4,86,34,41
33,32,47,55
65,58,50,24
22,44,27,36
68,56,76,94
8,27,38,45
87,62,16,67
3,12,25,78
76,33,20,90
13,93,61,91
51,61,58,42
70,34,51,68
48,49,61,35
68,39,43,5
58,50,48,61
48,18,61,9
67,71,42,15
25,80,63,97
86,67,27,63
6,21,89,57
91,39,18,94
91,37,88,26
68,93,33,57
64,81,74,17
74,44,95,76
58,61,13,25
97,30,12,40
47,71,16,62
55,70,87,23
89,6,31,17
9,27,3,72
19,47,72,80
62,32,99,74
92,62,25,33
12,59,66,22
4,12,14,17
8,97,14,34
36,52,30,32
62,60,89,76
74,99,38,5
96,76,22,9
93,28,51,83
12,83,9,55
86,86,99,6
99,69,46,27
33,57,81,7
42,95,94,46
40,58,55,92
87,63,52,8
12,30,34,63
2,35,93,80
89,14,26,56
42,96,11,90
14,9,28,62
12,63,40,68
5,16,80,15
85,98,51,81
52,32,57,6
78,90,75,5
34,86,82,64
7,61,32,87
28,87,59,51
18,37,71,68
21,92,4,73
72,77,26,57
16,50,70,41
54,1,54,23
51,21,96,62
3,90,4,88
22,37,63,50
49,27,66,72
76,76,81,44
71,7,69,30
1,42,52,6
31,51,1,13
30,18,53,86
68,34,24,70
64,63,56,45
95,77,4,20
31,93,62,14
96,46,3,27
90,3,19,43
82,41,98,12
90,4,68,65
3,64,98,34
30,61,57,50
26,47,50,3
49,43,8,47
50,62,9,95
78,73,23,85
55,78,51,14
65,51,32,88
94,63,97,31
24,12,58,11
13,7,18,94
18,75,50,31
49,25,98,6
69,83,1,38
2,77,18,19
53,58,33,58
97,92,96,3
17,14,46,21
55,21,19,64
30,18,96,98
79,89,94,97
54,80,90,95
11,37,57,16
79,49,95,66
1,29,32,83
86,14,38,96
70,85,11,64
95,54,21,75
75,56,55,18
48,28,23,70
8,11,51,30
57,4,33,45
71,72,4,20
85,59,52,99
46,96,28,89
38,8,17,34
13,89,35,36
92,9,29,83
1,80,30,35
38,83,29,14
29,79,21,34
16,39,20,17
84,10,58,61
86,59,96,81
45,49,38,21
78,10,66,47
17,76,26,40
68,4,83,28
54,36,15,89
96,42,89,27
34,67,99,74
51,78,31,95
72,63,73,59
18,70,35,37
54,35,30,95
9,48,87,32
41,99,58,83
99,98,69,32
84,2,80,30
7,13,19,41
17,85,46,57
38,82,54,25
50,66,56,82
14,8,66,53
97,41,39,24
44,74,31,74
19,9,94,44
65,18,16,25
70,54,88,42
14,90,52,56
37,21,62,42
90,19,53,30
72,2,45,78
16,2,58,90
96,45,56,87
34,62,72,57
35,93,86,65
94,6,27,89
67,90,28,57
77,22,67,20
66,95,73,64
63,13,8,70
94,46,87,2
25,19,95,84
90,98,8,59
61,56,23,55
17,58,58,49
54,40,60,32
5,13,62,75
48,15,52,1
37,48,49,8
30,14,9,45
84,27,30,66
83,19,6,54
