A,B,C,D
42,28,43,96
69,44,26,15
62,58,72,74
38,54,90,60
69,56,14,55
63,8,24,92
25,73,28,67
49,49,57,15
6,64,90,48
38,13,98,79
49,25,31,88
32,74,44,20
90,16,58,24
42,70,54,23
75,90,48,78
39,66,27,14
61,10,65,25
51,4,96,67
4,82,45,73
7,54,69,55
46,93,23,31
92,61,10,78
3,74,92,90
39,32,46,16
42,56,81,54
34,33,79,37
34,77,50,80
30,37,29,99
57,80,97,67
51,20,14,71
32,26,56,44
60,4,5,36
80,20,67,16
30,24,51,44
26,26,91,11
30,12,77,73
17,89,56,92
4,35,49,6
70,59,68,85
91,64,5,60
70,41,74,91
73,48,42,38
46,6,81,47
52,50,91,21
37,39,29,53
53,46,43,84
67,79,10,61
28,98,56,24
11,5,74,89
43,83,51,6
33,75,17,70
20,12,19,48
73,66,5,47
5,56,28,43
93,23,51,96
28,66,96,5
42,28,69,74
26,1,8,64
3,47,25,53
4,62,95,31
77,25,65,32
6,58,93,30
77,44,73,30
24,99,48,39
75,71,10,32
33,22,72,36
63,23,34,96
12,69,11,49
84,42,48,20
92,20,45,40
56,35,17,11
85,53,6,27
93,39,47,97
10,46,86,40
7,52,98,59
46,67,78,58
77,80,56,23
12,71,57,7
84,18,44,64
96,77,22,20
79,35,42,36
88,45,66,29
56,49,69,84
88,35,76,11
15,7,52,81
60,19,85,79
27,22,58,26
34,92,20,56
23,19,1,17
29,87,58,21
2,12,39,55
53,1,83,47
87,82,73,61
52,43,29,31
83,64,80,76
59,39,45,96
76,29,28,20
78,23,4,90
94,33,27,46
90,41,39,11
61,24,63,97
16,42,81,44
24,37,83,25
10,70,79,4
74,60,98,92
73,36,91,61
86,28,29,10
12,78,20,72
44,70,59,37
13,50,54,93
21,67,96,20
5,12,51,30
70,32,92,32
57,44,55,3
17,20,93,13
23,18,24,76
67,88,59,20
6,72,91,44
17,94,21,35
59,71,67,74
8,89,70,8
46,1,36,1
98,16,26,92
3,78,37,35
32,53,85,71
58,79,2,35
74,79,32,40
45,29,33,46
60,30,10,63
25,72,39,96
55,6,59,95
55,97,32,60
67,10,52,94
31,80,11,39
21,93,17,3
83,10,65,13
84,16,5,40
67,10,17,75
25,59,69,54
22,56,92,37
56,57,65,58
57,95,22,33
1,74,68,59
48,21,27,12
57,18,15,93
16,83,21,12
46,86,16,46
51,34,27,20
1,31,72,49
6,5,78,80
81,11,63,11
64,67,48,92
48,68,31,58
5,75,37,50
56,91,43,7
48,5,77,99
75,63,31,94
44,89,7,15
97,81,34,46
13,69,5,51
48,30,76,14
15,83,4,71
88,48,37,79
21,47,44,78
29,93,59,25
30,98,37,45
43,86,72,57
3,51,1,43
26,2,85,87
11,73,54,98
35,62,69,69
24,15,83,5
51,12,58,80
74,93,79,65
41,59,51,67
60,25,96,59
75,23,1,19
20,81,72,84
24,19,22,84
50,7,20,46
31,41,35,33
82,43,78,34
34,98,5,55
77,7,73,45
85,96,32,21
52,43,58,47
15,61,74,59
85,1,36,86
49,76,94,57
99,42,81,16
35,17,57,29
13,6,85,61
1,2,20,93
17,3,14,63
31,16,96,13
33,99,96,68
51,72,6,54
29,72,77,15
97,21,41,18
97,56,60,75
94,75,75,82
81,18,98,58
73,16,36,43
85,40,37,77
65,60,13,44
64,99,76,93
28,99,32,17
17,56,88,60
75,1,95,29
75,86,15,53
92,34,8,23
17,58,92,95
33,92,26,51
93,62,98,23
14,45,98,89
48,51,33,95
39,69,58,97
62,20,54,80
22,15,14,35
51,6,8,66
40,51,77,3
18,4,42,91
60,85,7,74
34,91,82,49
64,53,16,58
75,2,85,74
88,10,29,56
31,58,81,60
55,49,27,76
70,69,3,31
11,49,78,41
95,85,9,13
36,82,47,94
8,95,26,9
97,56,52,59
63,79,62,32
97,74,77,94
17,34,24,51
38,35,47,27
63,14,10,6
84,99,83,25
90,25,15,95
13,32,87,45
88,83,89,2
83,83,11,76
36,96,20,33
19,49,97,75
52,37,88,18
14,70,76,48
27,99,74,97
99,62,17,11
92,48,42,73
64,65,11,4
79,71,75,52
96,17,20,16
23,21,35,60
62,63,83,21
16,42,67,7
42,78,27,34
76,35,44,5
42,84,61,61
89,21,38,89
14,54,89,89
69,33,60,94
99,70,71,53
72,75,17,14
2,27,88,93
76,87,77,56
15,10,23,24
98,64,33,36
39,94,68,53
57,15,49,11
42,70,25,90
54,30,10,83
35,14,30,12
79,23,99,61
18,81,6,89
68,63,84,83
92,29,66,87
54,2,45,26
23,18,35,72
87,64,31,13
13,12,45,84
14,12,41,91
21,21,31,51
35,15,3,83
4,5,53,21
11,28,17,65
74,81,44,84
15,34,71,8
64,6,23,27
93,64,30,96
37,70,67,90
72,36,19,39
5,43,5,79
10,15,25,21
5,64,16,28
75,60,1,69
82,50,16,83
96,8,48,95
98,38,34,51
44,71,50,48
9,39,6,29
36,43,95,86
35,65,15,24
68,85,21,53
75,20,12,86
96,1,91,39
23,57,10,24
30,42,1,30
49,56,13,55
50,98,58,24
23,51,49,93
31,44,12,21
42,6,34,91
47,49,29,51
61,76,21,52
11,50,62,13
91,93,57,87
84,27,28,16
23,97,75,58
15,34,90,86
20,61,8,49
1,25,40,81
10,69,1,97
15,33,44,49
23,79,48,75
1,17,73,24
76,41,22,39
45,70,52,86
62,73,37,7
34,35,42,35
4,22,4,88
22,67,41,57
90,93,2,91
15,68,50,74
2,46,58,73
34,24,26,43
53,35,50,88
49,65,55,55
91,50,45,86
15,60,54,74
30,44,45,70
76,14,10,10
3,70,46,91
71,96,46,30
6,13,85,83
31,86,93,37
74,41,30,51
2,2,23,76
10,11,37,71
62,37,26,96
59,15,10,57
92,5,23,54
73,44,47,20
86,6,56,75
12,28,6,79
58,40,98,88
72,15,62,66
5,97,56,17
9,97,26,73
61,80,39,54
46,84,73,55
2,90,90,47
8,35,18,56
45,48,37,96
71,13,59,30
97,82,46,90
26,73,75,97
83,53,74,12
33,7,56,56
99,95,90,39
50,30,75,41
42,90,38,80
35,15,31,78
34,15,44,30
93,85,75,18
16,2,85,24
52,51,66,61
39,75,58,52
2,6,51,93
33,27,67,83
79,27,38,50
5,79,86,81
36,33,65,87
79,54,62,65
31,62,60,17
59,60,37,88
91,55,15,4
74,20,71,87
86,11,93,67
40,1,82,73
5,25,73,38
32,60,22,62
36,1,63,54
55,65,71,58
50,60,1,20
91,33,33,84
98,18,29,97
69,98,86,90
10,88,22,8
64,53,74,63
22,75,64,98
77,4,72,75
18,46,8,89
12,2,53,52
91,88,58,49
48,68,63,97
84,81,83,83
75,42,43,95
10,81,83,12
29,11,79,11
53,57,69,70
92,51,30,81
5,38,65,86
76,31,30,96
51,10,73,99
96,54,42,9
40,52,76,36
34,56,80,59
12,59,77,62
96,50,65,70
41,87,97,86
86,77,28,49
99,40,32,30
58,11,92,34
9,60,78,88
84,81,57,7
73,57,16,38
11,46,65,1
65,80,44,85
71,21,29,16
47,47,74,98
96,58,12,54
86,30,5,85
95,90,56,93
26,4,9,20
63,17,93,55
21,30,30,80
38,38,38,13
24,65,93,23
56,94,99,10
54,36,62,37
60,69,6,34
59,3,21,87
43,13,40,60
92,3,96,18
40,33,58,10
92,39,51,17
65,23,39,90
88,12,8,61
63,46,31,90
59,93,73,32
37,22,11,69
66,99,53,40
23,56,72,96
7,82,97,33
60,47,92,21
56,97,43,8
65,82,10,75
73,27,18,26
82,40,49,33
36,29,83,8
34,58,38,98
79,15,83,54
73,81,52,2
62,46,12,56
76,78,40,38
83,82,60,78
12,86,28,5
15,6,1,39
87,51,50,43
49,86,78,66
16,41,64,18
40,23,42,79
13,33,16,2
84,92,67,76
5,61,15,25
87,32,15,6
67,81,88,74
97,8,72,33
64,16,31,27
45,45,87,77
73,87,27,31
69,29,39,48
83,82,33,57
31,63,49,10
62,55,67,46
70,59,53,92
84,17,81,74
20,47,90,90
46,89,62,86
51,54,27,3
92,29,9,69
25,50,76,79
47,15,66,79
52,51,61,6
65,82,9,85
77,76,45,57
59,20,20,63
34,72,78,1
38,93,81,23
83,65,27,56
24,91,5,50
76,45,94,53
96,42,48,85
26,2,83,21
66,79,96,15
71,37,2,96
37,82,85,8
75,55,41,38
34,85,59,33
48,81,77,67
57,18,26,46
20,6,16,12
36,37,71,85
30,23,44,34
12,42,11,51
89,61,63,71
81,81,81,35
57,5,47,53
56,80,38,67
31,88,5,82
88,68,18,73
77,85,10,45
49,46,55,72
87,11,22,27
6,46,57,89
12,17,33,58
78,70,6,13
77,12,14,75
12,66,82,50
8,54,94,66
35,80,39,76
4,83,48,74
8,84,14,26
95,31,33,95
86,80,29,95
7,50,21,39
9,57,8,86
60,64,63,15
20,82,77,70
90,93,45,60
48,26,43,90
23,55,32,10
69,62,87,42
61,68,13,32
54,78,92,94
10,18,75,72
46,68,83,28
29,8,23,28
70,21,91,77
76,73,96,47
86,9,13,48
94,50,88,23
39,10,11,31
78,22,96,99
97,35,56,47
51,39,10,6
12,65,19,25
32,25,41,5
55,82,80,16
15,47,82,5
10,48,27,98
56,17,25,35
98,32,47,54
44,77,39,87
63,49,68,35
26,87,94,12
51,36,31,67
20,88,32,6
74,40,17,31
13,52,64,24
69,93,60,44
31,66,1,62
87,29,43,83
54,66,37,34
29,98,77,62
58,27,8,78
11,22,79,69
19,7,94,59
1,71,77,52
22,96,49,96
12,44,79,10
91,71,53,77
3,27,88,61
7,52,20,35
98,51,77,88
41,10,97,69
98,80,59,28
19,46,18,39
46,56,48,29
78,10,56,12
26,90,50,41
75,65,62,90
66,10,48,53
83,74,3,66
92,78,38,29
15,70,52,91
37,25,32,95
96,55,44,91
34,81,76,68
51,85,75,99
51,12,98,13
28,8,83,6
93,41,9,25
85,92,26,44
63,89,15,67
56,15,88,85
89,82,10,71
48,59,51,6
26,7,33,53
33,61,70,53
43,87,7,54
97,4,71,3
21,68,19,84
58,60,20,39
76,55,7,31
33,45,55,25
59,81,42,9
87,47,68,58
65,3,93,23
40,73,83,45
68,46,23,96
29,90,75,1
91,28,4,11
98,27,39,24
81,90,84,59
64,61,89,39
97,67,72,82
71,54,57,33
91,34,35,23
90,22,96,38
1,11,64,19
35,41,6,67
23,60,46,26
95,80,42,32
47,23,96,16
36,98,48,35
46,38,44,92
59,69,97,82
22,38,95,64
11,9,56,53
49,62,61,5
96,45,31,94
36,37,68,71
41,36,47,23
9,68,17,20
16,51,20,59
63,89,64,45
19,22,60,11
48,53,42,81
88,16,64,30
20,71,98,6
33,84,87,61
90,28,29,12
87,26,63,57
76,53,80,27
70,29,84,94
37,3,95,95
37,62,63,72
19,68,58,7
43,2,55,42
2,63,58,15
65,57,17,48
56,59,94,79
67,73,59,48
10,86,5,75
51,74,38,66
96,83,19,79
13,81,63,28
99,16,64,53
27,61,14,20
57,81,80,44
43,13,98,56
98,44,83,36
66,27,11,26
96,90,99,21
69,97,45,24
13,17,81,55
79,96,29,19
42,98,58,67
8,9,66,9
18,12,66,32
54,31,8,59
70,72,48,11
54,52,14,88
64,12,18,57
31,59,64,52
97,62,89,57
95,53,11,25
32,68,51,40
54,36,27,27
66,65,16,48
17,24,88,59
26,68,55,33
68,40,52,23
15,42,17,44
69,87,42,33
38,18,4,56
4,7,66,83
37,29,38,49
74,14,45,58
2,60,98,80
44,73,62,63
94,65,93,46
86,43,5,85
60,96,6,59
96,91,7,18
52,81,20,49
26,91,8,3
24,12,29,99
64,19,44,44
53,37,62,29
70,9,32,12
61,31,24,30
44,7,37,46
46,94,35,22
95,36,55,79
92,8,64,97
69,24,42,58
61,64,25,51
11,15,13,68
3,27,17,19
62,71,56,70
82,17,97,72
22,16,69,44
54,85,81,42
28,27,44,39
12,41,99,71
62,63,36,61
73,79,53,88
66,23,53,73
23,22,54,5
54,73,88,63
75,47,87,55
48,58,18,49
55,12,28,6
55,13,77,13
48,9,36,13
98,41,19,2
89,6,73,2
84,65,35,68
98,80,2,82
60,35,16,65
2,6,7,30
10,35,5,6
60,15,91,84
36,17,21,66
31,91,2,29
79,37,56,19
2,96,86,70
62,78,83,82
30,21,26,24
79,7,63,8
68,94,80,72
59,98,41,38
94,78,76,34
64,81,11,73
67,94,73,53
23,71,8,78
82,48,89,25
54,64,70,21
77,38,33,52
92,22,3,83
10,78,54,93
89,12,10,48
41,43,83,73
93,16,75,44
13,88,4,39
46,77,96,57
69,47,33,14
38,24,75,82
11,35,98,70
12,92,84,89
20,36,85,17
64,12,80,16
30,31,82,44
86,66,46,97
95,25,56,71
17,98,60,62
60,54,72,34
38,32,92,13
59,70,12,40
19,40,32,64
66,73,45,95
93,21,94,28
9,49,71,1
50,65,67,34
59,68,9,56
48,76,47,46
92,43,34,15
24,46,64,69
97,76,28,77
50,45,62,76
40,76,11,15
51,44,8,3
79,52,48,46
13,68,28,86
22,46,82,56
49,26,59,62
46,98,40,25
78,16,86,83
42,79,17,47
59,3,79,29
35,87,94,33
92,6,21,90
65,24,1,83
33,21,94,17
55,68,87,41
89,89,96,20
10,51,6,29
48,98,81,35
49,91,83,57
4,60,53,31
13,25,21,12
61,94,77,33
18,8,67,42
10,57,58,28
98,57,10,33
97,55,53,47
85,32,20,76
15,10,89,62
55,65,65,62
43,99,66,48
92,55,58,95
57,60,64,84
63,23,72,91
83,68,26,32
32,80,27,68
92,7,73,4
85,99,27,28
13,44,7,92
85,39,25,82
84,3,98,82
97,54,87,1
19,33,31,94
1,61,80,39
20,63,79,15
49,21,8,29
82,85,50,36
22,32,58,67
43,75,91,62
53,25,95,9
96,86,11,23
66,10,64,44
63,53,81,83
15,38,45,48
29,66,29,1
51,29,44,45
49,34,91,18
72,56,86,93
83,20,77,32
98,6,43,95
22,51,30,31
8,93,38,74
60,76,46,29
98,68,44,64
21,73,2,25
9,19,11,58
31,10,47,62
56,51,2,50
2,74,68,15
16,20,4,35
96,46,30,52
89,74,7,26
12,22,76,74
90,17,58,54
13,53,8,54
45,27,88,41
44,85,43,72
56,46,59,53
48,74,68,36
9,36,73,27
62,37,79,3
89,73,64,16
33,73,99,40
32,25,94,32
35,95,49,15
85,83,62,56
37,8,63,48
64,59,28,46
72,97,74,81
19,13,81,98
50,24,15,55
65,44,90,40
69,84,24,43
45,52,53,18
7,65,47,2
31,72,97,38
23,98,14,17
1,41,9,46
60,85,31,99
96,49,47,18
38,21,60,13
3,94,69,13
41,10,82,56
2,27,54,87
42,28,49,56
74,42,3,75
16,80,20,18
31,15,53,54
93,58,66,46
78,88,45,99
78,7,33,74
1,24,3,94
1,21,53,94
14,54,81,88
96,52,71,96
54,63,30,52
52,91,11,54
37,42,98,50
90,39,79,77
95,86,64,15
6,90,46,85
44,1,27,62
94,97,60,69
46,89,93,29
92,70,65,73
43,83,69,57
52,32,86,49
95,67,55,99
88,15,32,36
51,39,71,80
81,26,33,15
9,83,14,93
2,57,25,66
65,82,13,92
92,86,53,70
70,20,96,46
90,71,17,19
23,71,6,50
75,67,78,84
62,59,40,90
45,90,67,48
27,36,10,17
40,61,49,30
45,98,84,7
43,65,72,20
82,3,74,38
36,30,76,30
89,63,17,35
21,58,71,47
73,89,71,98
18,23,67,51
11,44,11,84
68,35,35,84
40,33,16,61
84,24,76,72
88,39,73,56
28,28,43,33
56,75,29,35
44,62,54,8
16,94,33,46
89,60,6,40
5,89,99,41
26,44,68,47
95,92,32,19
29,11,27,76
24,3,18,26
61,63,54,71
80,34,67,31
79,58,99,37
9,74,13,1
20,9,46,18
32,13,8,27
55,29,69,86
58,81,30,70
64,43,87,16
60,47,20,8
95,67,9,24
27,59,70,43
51,53,85,55
24,45,42,4
29,89,9,79
6,67,50,57
99,96,42,80
87,41,55,8
20,88,69,52
70,39,22,99
95,97,71,80
19,57,77,75
1,69,68,75
11,22,56,3
84,98,56,54
37,53,37,29
67,23,30,44
48,21,20,54
27,18,75,38
52,17,65,10
87,44,63,13
55,3,90,39
97,48,6,47
26,77,24,62
8,32,8,86
71,82,93,11
32,88,37,37
73,51,28,71
26,37,42,58
27,12,84,49
31,6,39,55
69,28,62,53
45,84,68,80
75,86,45,45
98,53,4,14
2,66,13,48
33,52,7,84
53,8,18,24
7,75,64,75
91,33,8,25
29,75,51,38
82,91,30,99
67,9,37,80
20,89,85,6
39,42,35,29
19,88,25,42
16,47,69,79
77,98,64,97
39,3,62,83
26,63,21,1
54,93,73,60
25,73,89,17
58,85,71,16
94,23,11,28
53,33,21,72
74,9,5,52
97,18,87,97
68,17,27,93
92,55,58,45
30,26,66,34
15,87,82,47
99,32,37,36
36,8,6,17
57,84,52,11
89,49,75,59
72,90,22,33
74,82,6,98
67,68,77,42
33,72,84,21
5,74,25,82
67,3,71,70
65,5,48,45
2,82,81,49
75,89,2,26
39,38,94,95
58,53,29,59
68,38,39,36
75,48,89,84
70,32,79,21
38,80,95,3
79,10,2,93
16,27,21,66
12,76,62,66
99,91,52,49
79,14,28,32
91,83,21,73
91,85,75,27
11,82,16,59
36,65,20,63
3,36,59,88
6,38,23,57
73,98,56,20
15,40,79,91
59,72,27,93
19,85,34,25
59,63,61,80
70,20,36,77
96,8,64,80
49,89,35,42
32,1,41,33
65,46,61,40
44,60,8,22
17,63,7,85
15,3,86,74
19,87,77,1
35,12,31,39
84,14,10,65
59,49,88,43
93,1,29,27
64,15,55,82
36,43,98,80
81,37,96,15
35,6,49,51
13,29,75,46
21,15,14,43
9,68,97,43
5,23,19,60
26,38,52,97
43,59,6,24
48,10,15,59
79,42,82,65
16,10,18,18
70,38,52,77
78,56,82,45
75,64,21,78
95,57,81,56
37,92,75,42
65,93,30,55
46,55,75,75
30,12,39,71
25,25,78,6
86,98,12,25
86,60,90,97
29,70,75,92
24,96,23,17
91,2,86,61
81,20,19,84
29,68,89,35
49,51,94,7
54,18,21,38
19,53,32,42
73,69,97,82
12,72,69,95
36,84,70,21
45,11,68,81
96,40,82,84
63,19,72,21
27,96,13,57
71,15,77,17
36,13,21,1
96,48,45,90
60,35,20,6
52,81,52,7
73,95,80,70
34,17,24,82
52,38,1,81
74,53,65,76
69,43,98,71
8,4,10,62
60,23,36,2
86,22,35,83
32,23,27,5
85,6,57,91
79,54,82,91
85,9,97,31
65,55,19,14
32,42,88,56
72,49,99,99
24,71,69,46
99,65,37,21
46,28,84,26
34,98,34,29
16,16,81,69
88,73,9,41
89,96,68,92
78,99,2,97
45,30,97,8
32,38,12,63
30,68,70,38
30,65,33,75
79,42,95,29
34,30,5,9
25,97,88,50
88,1,95,52
91,33,60,7
15,82,40,87
64,80,13,91
78,72,81,13
56,14,96,47
88,38,40,97
86,93,43,87
44,51,66,36
84,5,24,18
8,53,50,19
42,55,30,61
91,40,24,18
46,77,45,15
45,1,27,27
56,71,26,12
11,88,63,34
43,56,36,3
63,74,54,37
14,91,90,57
11,60,44,69
56,12,64,40
72,25,43,28
30,35,20,56
39,79,20,48
23,49,33,67
92,35,48,88
35,73,55,70
34,32,60,64
25,29,97,21
79,57,51,55
60,69,23,61
23,28,87,75
70,97,28,65
58,21,32,85
64,64,36,10
26,39,13,46
21,80,29,53
68,88,73,51
29,16,2,60
45,73,50,96
11,71,60,67
70,56,91,47
42,24,58,52
44,75,89,91
24,3,39,93
97,88,97,21
37,51,83,37
94,35,99,6
89,29,65,93
9,68,58,49
75,76,30,71
55,7,50,11
58,26,14,17
87,29,3,60
9,19,32,87
68,60,46,57
34,68,79,32
14,20,27,86
56,49,8,13
17,33,8,90
8,76,21,71
5,73,18,70
57,36,30,98
89,99,57,6
24,4,23,30
61,55,42,16
97,60,19,95
41,39,25,86
73,63,48,26
78,43,52,16
70,81,40,72
84,42,47,35
82,32,38,6
63,62,73,23
42,89,91,49
8,41,32,25
5,29,69,42
24,76,39,75
68,29,76,17
88,74,48,55
14,55,49,94
11,21,39,31
11,53,29,18
15,90,9,53
67,97,1,61
12,63,83,71
13,24,9,95
7,77,21,5
7,30,89,99
35,27,29,65
73,52,52,62
99,88,64,69
32,67,35,62
50,51,12,74
83,69,96,39
72,55,29,25
96,96,64,60
61,17,11,16
29,91,52,26
10,2,58,34
63,18,58,20
19,84,17,51
11,44,85,12
18,45,20,92
95,45,46,77
75,9,15,72
9,94,76,49
9,12,33,75
59,71,85,42
84,61,35,57
47,53,54,55
29,28,71,1
50,37,32,87
64,42,46,80
26,66,11,86
96,79,16,56
49,10,45,82
66,4,85,59
81,51,13,58
40,51,61,38
29,31,41,94
70,49,32,12
11,79,76,23
12,92,85,5
36,14,64,8
32,4,26,15
90,13,14,70
73,11,3,44
55,87,12,11
98,78,41,31
66,72,60,92
27,44,83,74
7,45,26,47
4,86,14,56
17,73,84,65
81,18,38,56
39,49,97,94
98,90,9,82
97,62,67,20
1,20,6,14
4,22,78,9
44,23,68,99
97,63,60,90
84,49,83,44
32,40,27,20
69,5,49,69
81,85,86,6
44,71,50,36
16,93,78,48
7,36,52,21
92,40,97,59
23,70,29,71
55,76,86,43
20,38,86,60
24,35,86,87
33,6,16,46
36,17,33,10
91,27,2,97
49,6,95,5
75,21,5,9
13,48,96,65
95,9,66,10
76,13,64,73
93,74,6,55
57,17,90,2
78,73,90,19
80,22,47,79
84,34,76,80
57,12,15,84
88,57,36,78
78,51,96,45
81,95,80,88
45,37,86,52
24,26,6,56
10,48,59,69
84,47,99,4
47,36,93,20
82,25,5,13
31,58,88,38
35,18,73,60
27,12,20,89
2,6,71,50
13,83,10,95
80,3,68,64
2,57,70,78
63,90,53,96
59,22,85,82
38,68,19,10
34,49,16,16
48,8,90,48
29,66,60,35
31,35,65,70
83,72,91,5
40,24,83,94
8,78,77,65
8,87,17,55
82,17,67,90
31,94,14,53
81,12,47,20
40,78,87,93
25,6,89,83
7,36,66,42
28,41,19,26
89,53,22,45
55,74,1,40
98,69,17,52
85,40,57,16
37,50,18,92
9,31,15,8
26,75,71,34
78,72,27,88
30,67,99,93
51,2,93,9
59,18,39,25
84,80,55,47
29,69,81,41
4,61,65,21
9,70,33,77
69,92,86,51
30,83,60,58
54,1,1,95
19,14,6,78
81,62,88,38
29,52,1,42
46,68,56,78
90,61,29,90
61,53,16,71
94,83,32,74
93,21,97,93
63,38,72,34
66,32,32,42
27,58,11,19
31,59,43,72
41,35,70,6
68,20,28,61
79,16,54,77
92,88,36,18
53,85,13,19
6,94,52,8
52,79,94,49
64,21,16,16
33,16,23,18
18,85,45,15
77,48,38,13
51,74,4,32
50,61,73,78
29,13,47,80
1,63,87,82
64,25,74,31
54,32,99,60
38,89,25,52
22,9,89,1
10,45,12,28
3,12,40,74
41,59,68,35
78,10,11,18
3,43,53,23
21,59,58,63
81,44,23,67
52,90,44,56
8,43,37,75
71,57,98,49
35,43,85,61
99,65,85,24
89,17,76,97
18,89,40,43
44,17,32,78
34,10,35,93
73,59,70,83
77,54,75,77
26,15,63,76
41,21,63,13
8,88,23,69
62,29,75,5
73,95,67,51
90,97,7,79
55,93,3,88
20,63,20,62
93,86,34,71
58,87,13,98
74,94,54,73
23,76,34,35
37,26,42,3
18,69,93,35
45,59,69,2
70,7,27,69
42,68,68,73
27,98,40,49
55,51,44,16
76,93,3,22
38,25,81,69
39,57,95,5
96,33,36,44
48,8,20,24
10,35,80,84
84,99,96,55
10,23,13,66
6,7,81,88
25,52,37,52
31,22,6,72
1,80,44,25
66,92,1,27
11,82,34,1
74,18,95,1
51,20,39,39
67,46,53,38
8,54,39,30
67,68,38,39
42,20,66,86
39,43,44,83
78,23,42,93
52,41,63,39
58,72,65,77
36,1,41,61
84,87,3,4
44,42,33,76
50,56,10,62
58,52,91,32
52,71,19,11
63,80,48,64
63,21,63,10
24,1,9,14
65,29,57,94
40,55,44,69
58,99,81,1
7,60,48,10
98,4,99,92
91,30,15,65
46,16,1,23
97,4,19,31
68,10,68,38
69,99,20,87
50,28,60,18
13,54,39,26
30,87,53,95
95,47,73,51
40,59,43,21
21,35,69,21
20,9,73,91
95,71,37,5
84,61,96,44
80,94,16,23
34,94,97,49
51,10,44,61
77,49,12,59
24,42,89,87
25,82,16,16
24,29,30,94
47,21,75,10
42,18,86,91
73,84,3,43
7,8,33,38
34,93,96,60
36,97,41,13
82,84,48,72
16,20,57,42
89,27,94,92
11,56,72,83
52,63,71,34
13,57,54,83
23,40,32,32
7,27,82,14
31,13,41,12
74,79,23,9
87,25,53,55
63,19,26,36
31,97,53,51
55,29,93,75
66,54,98,63
20,62,19,14
53,43,64,19
19,25,67,45
30,71,19,87
12,55,14,90
60,45,7,96
51,10,31,87
50,97,28,75
77,55,20,90
97,21,92,40
34,72,93,97
26,4,75,32
78,15,93,14
90,64,36,94
17,64,62,80
67,80,92,8
81,90,27,82
79,8,77,37
9,24,90,85
79,80,65,95
42,44,10,4
17,79,17,50
66,8,36,80
98,70,47,3
67,31,66,40
57,56,83,23
45,6,2,2
32,25,59,76
78,32,18,61
31,14,67,69
79,28,7,47
77,4,56,37
41,72,98,43
81,44,14,84
95,35,18,52
56,66,87,64
8,19,28,79
69,83,61,54
51,90,74,92
1,9,41,8
60,8,82,12
93,9,40,46
8,46,99,2
72,23,40,82
85,91,99,52
55,68,21,41
88,37,91,47
35,84,87,2
6,54,69,36
76,72,75,60
95,69,19,23
1,2,13,85
6,31,52,71
73,5,65,22
23,39,12,59
32,16,53,62
60,99,3,26
55,10,52,47
79,81,55,11
42,8,31,70
51,17,79,69
84,23,74,36
71,1,14,35
49,25,9,97
87,7,48,30
28,80,22,68
48,44,62,40
87,12,66,51
71,22,42,12
42,44,20,99
19,26,19,31
55,96,70,81
21,95,6,4
61,4,39,10
69,66,81,71
11,67,59,62
95,41,52,16
41,21,97,25
19,7,59,44
51,50,84,7
92,2,1,44
90,9,44,39
69,20,20,54
24,85,18,34
62,94,6,46
91,79,52,19
94,39,87,74
37,2,38,16
79,60,93,90
69,12,34,4
4,22,53,64
86,9,71,86
36,34,92,60
35,67,33,59
15,62,43,78
43,85,92,60
49,24,30,39
32,56,16,45
58,24,30,78
48,16,87,78
51,6,67,28
41,99,59,33
11,37,28,82
94,31,76,46
60,29,28,39
41,7,91,39
7,90,85,39
26,6,34,60
70,73,46,9
74,45,11,47
81,5,29,22
8,38,37,48
58,4,2,68
14,3,7,49
12,17,13,85
86,70,17,41
49,75,60,71
33,15,5,96
34,16,39,90
56,81,62,88
78,82,94,16
27,26,56,99
40,66,11,32
45,37,38,75
13,96,16,42
88,19,48,65
19,90,65,25
68,60,38,40
55,98,56,81
13,70,51,13
72,29,97,2
72,73,61,73
33,9,23,63
71,45,63,33
1,99,1,79
52,75,32,95
5,22,7,34
29,38,79,39
41,59,35,43
99,62,3,35
57,9,50,29
28,46,6,40
86,41,88,60
21,82,99,23
66,66,23,77
41,96,74,14
24,69,68,10
81,26,17,54
11,3,69,88
39,6,20,75
38,10,77,38
91,68,97,49
32,11,86,50
94,71,35,58
39,44,92,28
7,67,29,54
93,53,86,92
99,14,14,60
11,27,90,89
84,31,88,96
56,63,54,91
26,68,63,71
9,74,91,51
49,39,12,26
94,20,78,15
60,59,39,64
91,88,27,42
26,51,77,50
6,65,43,64
99,70,62,60
89,69,14,37
37,80,19,60
78,51,16,87
45,71,70,13
43,92,89,28
82,14,49,71
44,20,22,5
32,28,2,58
70,73,15,21
18,52,15,44
78,59,54,6
42,95,81,98
46,39,6,35
74,45,62,49
15,29,40,43
79,59,97,54
78,46,46,44
87,42,51,37
54,34,55,24
34,21,74,45
87,64,96,24
94,67,99,55
96,39,43,25
63,6,55,23
62,11,59,12
40,8,41,2
62,45,57,15
7,50,92,22
91,33,19,30
89,77,85,41
81,1,47,78
21,47,16,48
47,7,30,6
30,15,41,65
48,56,70,13
28,69,12,50
90,31,45,47
60,68,92,67
54,99,23,89
92,73,50,98
39,51,29,72
89,23,95,72
43,92,28,95
78,35,84,2
72,23,63,44
49,51,95,78
93,44,90,27
38,72,4,75
94,21,10,50
13,19,32,66
94,9,1,54
70,63,33,20
75,87,81,47
64,98,41,95
10,63,24,69
63,46,54,27
