A,B,C,D
80,37,60,99
76,29,9,83
93,17,45,83
70,28,8,56
34,85,11,96
16,72,32,64
70,46,51,50
11,34,60,75
68,34,29,26
92,58,29,24
54,26,6,84
41,32,67,48
44,8,54,74
37,43,31,56
38,28,31,64
17,20,30,32
1,76,71,27
10,78,91,97
78,80,5,32
45,85,86,65
37,34,62,48
96,49,16,93
70,60,18,43
82,97,36,53
32,70,10,92
80,45,33,43
72,78,38,94
29,92,32,21
80,55,2,87
59,62,45,49
24,38,31,96
6,21,57,92
63,50,88,65
48,37,71,19
92,57,24,12
78,6,46,46
58,58,76,1
34,53,37,62
14,11,37,8
1,61,94,40
81,78,54,53
39,89,58,6
34,47,7,86
55,98,21,73
63,45,95,8
22,79,17,25
25,77,19,66
48,60,31,40
85,40,74,34
45,97,2,28
21,70,16,81
65,81,93,73
15,79,68,91
95,4,92,76
55,14,59,85
5,26,26,23
80,8,47,97
75,45,13,39
10,22,10,75
63,9,46,59
93,40,5,75
80,23,1,62
72,96,10,37
97,7,86,19
37,90,41,84
32,69,68,87
51,31,63,29
65,42,84,57
48,5,3,3
85,1,2,3
22,81,14,54
40,32,79,29
61,7,22,14
51,81,11,2
36,89,3,98
51,36,98,88
14,49,40,73
39,33,23,29
68,54,69,62
13,16,47,45
65,36,28,27
8,62,46,5
87,35,70,58
47,19,69,32
48,66,66,17
97,99,71,33
71,60,6,26
30,84,25,70
44,78,94,61
9,85,58,28
50,41,27,80
44,41,96,30
75,86,78,79
93,13,52,44
10,85,55,81
34,66,96,15
81,24,8,93
47,73,34,75
99,13,10,42
46,41,35,77
14,28,46,98
3,66,48,85
54,27,92,68
7,45,56,21
38,36,55,70
13,95,64,30
30,53,63,4
65,60,14,35
14,44,43,52
37,60,29,95
90,95,69,63
13,39,33,74
47,81,63,42
9,47,66,72
19,18,51,36
57,43,33,47
78,45,29,10
10,91,54,96
98,56,53,96
29,20,56,16
98,12,2,61
19,14,13,17
21,16,32,94
89,11,7,67
47,6,50,35
78,25,93,17
81,34,12,94
27,13,97,71
16,91,95,33
75,43,65,82
28,81,78,44
4,62,92,28
1,21,1,45
17,48,48,9
7,79,46,42
89,47,89,76
89,90,28,44
13,64,3,61
21,63,29,36
17,5,58,63
11,35,12,33
41,23,20,11
21,48,8,57
47,80,98,96
19,65,85,42
47,72,22,7
56,10,73,7
75,26,68,74
53,59,48,49
96,99,27,1
40,28,77,40
1,60,49,30
30,36,73,98
35,5,57,82
89,3,21,74
62,42,99,49
44,5,98,81
2,66,42,16
83,19,92,23
61,32,32,48
5,55,6,76
91,50,10,81
87,75,79,25
15,82,57,38
94,35,29,85
42,79,11,98
84,99,7,59
1,56,11,17
64,5,20,15
6,46,72,49
20,91,41,16
67,4,81,53
45,60,17,25
88,29,85,91
15,41,38,49
32,88,89,77
30,55,33,58
94,33,92,63
45,89,22,57
3,3,57,81
37,60,42,65
29,99,19,77
15,41,10,29
23,44,22,67
87,21,87,82
69,83,65,75
29,63,34,21
99,96,86,61
15,15,34,97
15,64,79,33
91,94,25,78
84,55,7,27
20,12,54,82
9,59,87,88
38,56,80,4
43,90,14,24
69,82,59,92
47,7,68,27
17,53,2,78
11,96,68,80
8,85,4,2
29,34,58,57
85,30,57,17
84,85,81,48
57,22,66,33
91,83,57,68
81,48,5,49
71,20,3,17
40,99,77,51
26,71,54,32
11,64,82,46
99,79,26,17
22,87,82,85
35,80,41,26
68,1,12,4
53,73,10,28
17,92,83,64
66,40,14,94
21,24,74,5
61,52,50,75
95,10,49,86
48,3,70,26
42,64,41,28
72,96,20,11
64,42,66,84
6,2,41,78
49,85,74,20
19,50,30,62
99,13,75,98
83,38,74,64
10,57,74,33
68,74,7,91
32,76,81,72
92,95,62,95
51,58,49,77
18,67,37,20
72,38,83,53
42,3,88,37
33,57,6,32
72,94,57,36
30,92,12,55
80,43,40,55
47,15,86,76
48,58,60,87
53,64,2,34
74,53,73,13
39,65,76,43
58,21,96,89
55,57,78,51
70,46,38,38
50,85,7,16
1,10,83,29
21,67,22,23
56,84,3,85
57,30,46,59
64,7,39,4
69,35,10,84
13,69,27,91
56,45,7,14
93,79,64,61
18,71,78,28
90,53,26,89
30,6,96,90
55,36,23,30
61,5,84,22
28,61,27,20
98,77,45,78
50,33,73,12
75,95,11,58
62,62,91,87
94,48,24,93
24,72,93,30
9,84,64,8
26,10,36,68
52,42,26,86
37,31,90,59
88,69,46,95
37,3,39,6
79,2,83,53
44,78,24,38
85,1,45,65
43,27,12,86
97,3,89,24
9,87,7,15
87,69,86,47
23,29,90,74
90,83,80,40
91,56,87,82
3,73,17,46
85,97,94,39
66,59,73,14
14,86,72,47
35,81,65,99
62,59,88,19
51,62,8,27
2,6,52,85
21,64,32,52
48,18,55,65
79,41,12,86
81,93,78,85
89,27,74,40
76,75,94,56
76,79,88,92
55,77,55,96
82,84,70,9
3,4,92,29
68,73,52,78
18,32,33,99
52,58,50,62
85,61,7,41
80,79,90,87
92,16,83,23
83,60,59,28
67,20,46,53
87,26,84,52
43,2,43,49
65,73,51,38
4,98,14,99
58,61,21,39
39,87,15,55
20,86,79,23
47,25,18,31
27,53,40,39
80,85,72,70
92,12,66,84
56,81,15,64
15,80,21,79
28,78,63,40
37,1,44,56
72,25,43,22
43,72,72,2
7,19,76,12
56,5,57,98
9,64,49,55
47,97,25,93
64,44,26,92
48,28,48,95
59,52,63,98
5,96,22,79
29,26,85,90
25,99,84,25
3,38,1,40
93,11,96,55
18,53,70,80
73,76,83,68
11,44,66,12
8,69,89,62
23,18,32,45
65,30,7,42
75,31,74,80
79,8,93,30
55,65,36,18
10,71,92,13
51,20,55,73
92,12,64,6
24,70,1,97
32,24,80,16
45,67,34,85
92,20,20,9
47,86,36,33
78,47,94,30
94,94,44,73
10,97,13,48
36,82,31,71
80,57,4,54
16,98,48,32
55,33,1,93
71,41,23,48
15,46,26,87
81,24,7,54
48,18,66,44
14,64,82,64
37,45,57,56
97,11,8,22
23,56,65,41
27,78,4,55
58,65,63,4
47,8,61,14
13,65,31,92
75,17,70,83
76,54,5,11
13,83,42,91
28,37,46,72
56,73,26,49
68,31,16,30
86,83,92,94
81,97,36,76
82,26,55,14
43,66,66,86
22,51,33,94
17,68,21,18
1,77,31,68
15,11,37,13
42,24,99,45
59,64,83,8
92,5,80,4
31,18,54,39
51,76,29,19
73,44,32,96
26,61,60,85
98,50,84,24
99,98,44,33
50,58,88,26
73,15,85,6
52,54,84,9
1,87,72,53
91,83,95,25
60,72,56,3
65,74,17,92
37,41,4,52
78,5,98,75
83,17,43,85
41,89,17,62
43,55,81,42
22,62,70,64
99,37,13,15
95,85,47,23
71,99,65,80
35,14,43,44
68,18,45,81
7,51,22,84
4,8,10,4
92,63,96,72
6,40,3,93
25,29,80,44
75,73,25,92
78,98,59,88
54,61,50,85
75,23,13,44
48,26,92,26
66,73,11,99
2,31,31,18
12,88,59,15
36,96,82,51
39,63,39,74
70,96,4,70
27,74,91,51
10,68,99,19
29,53,14,37
49,87,89,91
13,17,46,4
63,8,95,54
59,83,82,85
83,19,6,4
64,79,55,15
20,38,10,31
38,29,53,18
86,27,79,86
50,93,30,96
48,94,28,91
22,12,98,39
61,5,2,29
20,95,15,49
35,8,83,87
53,34,90,2
78,42,94,62
31,92,95,5
64,6,61,35
58,93,1,61
54,19,13,21
27,7,41,36
6,32,60,49
19,24,52,94
90,56,49,54
49,67,83,11
65,92,9,78
85,59,68,85
2,22,91,39
32,95,87,56
97,68,58,65
24,15,64,22
35,75,52,12
62,97,66,71
19,2,55,39
55,85,21,52
8,89,34,20
49,74,44,50
45,92,56,47
83,22,95,79
18,78,61,67
48,37,43,52
62,99,20,27
13,85,46,35
23,87,97,79
75,3,56,20
64,60,4,84
82,6,53,59
91,23,76,40
52,33,37,94
43,56,5,90
96,2,42,39
65,76,62,67
57,27,77,92
11,25,32,17
36,17,42,2
55,9,49,44
62,58,28,2
97,2,79,74
64,86,90,58
34,82,11,2
90,84,9,41
81,79,5,6
65,25,79,80
60,57,61,59
3,35,70,51
15,81,61,98
97,28,7,87
77,19,29,90
47,41,4,65
7,14,80,15
50,21,50,56
37,26,86,93
4,56,49,48
65,3,33,82
40,82,74,27
28,58,4,25
8,29,79,43
89,57,82,38
41,32,26,8
58,4,90,21
80,27,58,1
69,11,21,36
58,14,73,26
1,7,2,71
46,75,21,2
8,39,12,19
71,16,75,17
68,15,93,9
2,64,83,92
2,68,64,47
87,86,25,15
51,61,88,72
41,43,28,32
82,54,22,36
32,15,28,44
78,53,13,57
34,80,64,79
33,56,98,12
41,47,24,87
10,10,45,39
21,9,20,78
89,10,63,28
71,27,75,41
25,26,26,41
63,49,91,80
88,26,89,78
48,25,8,89
91,15,85,74
76,9,15,31
75,28,44,20
16,74,16,60
8,63,59,81
48,77,20,76
39,58,14,51
61,14,26,98
13,40,69,64
32,51,11,83
72,25,70,6
78,67,94,41
64,96,90,21
92,74,29,78
66,9,88,93
52,60,2,80
95,56,80,51
64,83,16,23
88,65,27,87
53,57,69,95
52,42,36,35
8,89,77,61
7,60,85,47
9,57,57,12
8,43,56,38
66,72,75,66
29,23,2,82
76,39,29,65
16,96,83,86
62,25,93,4
1,72,32,5
14,95,32,85
96,17,78,60
45,26,12,21
54,72,77,93
62,46,70,45
90,24,61,30
86,67,61,99
41,47,36,57
13,60,84,5
24,55,9,48
13,81,52,81
48,23,5,46
38,19,61,53
16,23,5,52
13,48,36,83
39,49,95,9
89,54,66,38
76,3,54,30
63,10,73,62
51,11,82,58
7,12,94,26
50,98,38,9
72,16,58,47
27,70,75,63
4,53,94,12
47,77,36,6
81,29,37,30
57,96,71,37
53,39,5,63
5,82,9,8
77,47,57,25
15,44,52,32
41,46,55,95
42,90,1,21
41,14,37,38
19,47,49,42
43,85,66,5
35,14,56,63
86,88,79,13
12,13,66,10
80,2,89,43
75,43,24,61
80,68,44,67
5,16,64,22
92,81,92,72
31,82,72,41
58,70,99,66
30,7,90,79
67,22,6,64
89,8,81,91
5,98,9,49
87,81,90,49
10,15,74,2
9,98,90,65
35,68,54,43
64,98,79,59
6,84,54,52
28,37,25,51
80,79,19,12
86,26,88,6
81,14,93,39
48,25,60,69
82,29,79,2
39,3,80,63
79,44,60,53
43,88,86,37
72,8,99,67
72,36,19,53
72,67,23,18
72,68,32,49
36,45,8,38
25,50,33,52
11,85,14,37
53,58,78,99
90,9,29,78
8,16,51,24
70,69,70,84
69,12,13,19
15,76,72,89
9,37,95,22
90,16,87,50
81,71,92,79
70,65,69,22
8,22,16,87
90,76,35,68
43,64,92,51
60,92,53,65
51,29,77,98
52,53,35,59
13,68,86,48
57,53,95,13
41,44,2,69
38,78,70,87
5,39,59,15
87,91,78,94
19,15,45,20
86,91,3,70
26,64,61,86
19,25,83,90
67,34,89,76
1,30,26,75
64,1,20,43
95,7,69,36
31,20,97,46
14,87,68,23
86,75,77,74
48,73,40,22
89,28,55,53
18,71,65,12
6,43,23,56
45,76,93,27
7,81,32,41
18,74,97,59
98,90,56,55
92,83,55,67
5,3,76,90
92,55,15,8
63,40,22,93
16,24,64,67
67,96,86,94
25,55,42,49
48,28,1,50
67,67,82,24
64,75,71,30
82,10,76,83
43,83,8,82
42,39,76,22
82,18,70,66
37,66,88,27
64,33,75,76
60,74,21,40
22,88,8,62
49,43,98,64
56,19,78,7
84,17,54,94
62,39,86,20
97,36,66,55
29,44,53,58
65,86,94,84
97,20,73,32
17,68,31,9
35,10,49,55
87,29,53,44
82,58,27,21
41,89,65,15
84,5,91,2
9,55,45,41
52,22,30,76
69,24,76,24
5,74,16,16
81,21,21,68
37,23,93,81
74,93,70,72
86,60,30,47
52,47,21,48
54,69,27,5
23,60,94,14
94,68,67,43
35,62,53,62
81,3,22,26
81,87,78,9
6,98,84,84
73,44,53,89
67,9,98,56
67,21,8,2
7,93,67,14
38,14,32,19
58,48,61,43
61,14,17,18
63,96,56,60
72,20,90,51
4,81,26,45
76,89,31,71
77,17,63,38
96,95,16,97
63,85,94,28
96,24,12,42
83,47,46,73
97,91,56,89
79,23,6,55
69,25,83,68
85,46,87,89
27,70,52,60
44,61,69,65
47,13,86,5
52,97,16,58
93,86,4,89
43,44,80,57
10,92,8,60
55,4,8,56
14,77,66,43
42,82,65,6
55,20,72,92
65,66,87,67
16,12,95,20
4,83,40,16
87,94,90,58
2,41,77,41
58,48,65,47
45,37,79,65
94,65,26,87
77,11,7,35
22,81,30,91
68,68,92,95
93,8,71,80
76,82,71,89
61,12,5,27
55,40,6,90
28,1,32,29
9,14,49,36
84,65,80,39
92,97,93,24
11,39,36,29
19,1,13,85
2,90,86,72
16,74,86,4
31,92,80,67
73,73,48,11
82,31,44,29
51,90,24,22
21,49,61,58
53,46,25,43
86,15,53,37
42,38,70,39
82,42,23,35
33,79,9,48
69,33,6,53
41,32,31,70
33,88,70,19
31,71,52,34
60,88,72,34
35,62,94,1
30,11,40,69
36,5,18,87
42,45,89,27
25,10,51,72
69,20,90,99
14,12,69,24
29,58,94,13
29,45,24,99
31,21,31,68
5,48,32,83
20,81,42,47
32,42,51,22
59,75,65,40
78,43,32,76
60,89,1,45
85,98,37,21
94,58,57,29
98,12,59,91
5,28,66,6
24,73,78,9
6,20,27,40
2,93,72,97
50,28,27,32
93,55,85,86
35,39,99,29
17,77,73,50
60,93,53,97
48,14,35,13
60,98,52,75
15,50,47,5
49,94,38,12
22,42,73,18
71,18,44,91
77,74,93,22
18,67,67,32
90,25,48,26
88,95,30,85
61,40,34,26
97,96,68,67
34,69,60,64
36,65,59,16
92,58,82,19
83,96,36,78
71,23,14,23
8,76,52,6
54,59,71,4
77,47,48,8
65,58,11,54
92,4,36,13
82,30,38,21
71,83,68,98
41,48,13,9
69,45,39,55
84,62,28,25
2,86,13,44
27,99,19,20
66,60,10,52
10,3,12,67
57,6,72,54
94,27,11,71
27,26,9,63
51,77,5,19
85,75,42,63
38,58,19,90
2,27,62,87
23,17,68,66
54,64,5,61
9,32,20,72
25,66,73,12
19,67,20,28
34,11,65,23
37,33,93,7
4,78,85,80
42,65,17,81
94,22,12,16
18,21,77,51
89,6,33,61
84,49,41,39
97,58,50,63
61,73,98,19
73,68,53,40
41,39,88,16
65,12,17,67
69,35,76,4
47,73,9,81
63,81,50,33
12,95,38,40
91,24,20,15
65,9,85,46
79,13,25,73
99,93,56,56
39,31,46,71
21,71,35,27
76,21,10,44
65,31,4,65
62,12,67,89
5,54,91,4
23,32,78,7
61,35,39,70
27,49,39,5
18,13,7,92
76,77,9,17
31,72,77,60
97,70,41,53
70,75,96,64
23,39,4,44
32,91,32,93
53,98,40,60
29,71,88,56
66,60,58,19
89,58,34,47
19,80,35,10
87,23,96,95
35,39,32,6
57,47,20,43
17,39,67,7
12,7,89,80
15,16,40,27
34,32,68,76
3,88,79,90
83,4,26,41
36,84,11,97
41,49,48,39
14,16,17,76
78,19,66,74
39,95,22,92
71,35,83,31
73,75,3,18
74,35,1,90
25,65,99,11
97,11,24,21
74,49,91,59
26,64,29,4
86,13,76,37
73,62,79,28
65,63,25,92
31,26,13,24
13,43,80,36
82,87,29,66
40,78,18,88
44,79,93,43
68,86,15,40
78,58,69,33
15,43,98,84
35,60,4,8
90,62,62,93
39,40,72,36
87,58,9,95
46,79,7,84
20,49,64,63
2,56,17,2
91,27,95,1
34,2,22,2
58,62,47,74
9,97,50,16
38,78,82,41
48,94,39,40
33,41,11,16
75,48,66,41
94,46,63,53
85,81,40,49
47,92,73,76
81,76,37,93
16,79,13,98
77,60,63,43
80,90,5,90
50,46,18,66
48,3,64,82
58,3,62,51
78,16,75,12
39,14,18,98
20,95,87,86
39,1,92,52
78,41,82,76
65,39,28,61
23,21,88,26
88,56,72,25
82,78,16,14
76,85,53,94
67,46,36,12
8,2,81,21
84,86,77,17
83,30,41,40
60,80,57,33
55,24,47,6
71,48,44,37
45,17,99,18
56,25,93,37
85,51,91,17
59,29,83,43
25,90,55,44
7,65,82,64
5,26,70,40
57,14,28,29
91,34,65,84
24,8,4,25
80,95,23,4
20,67,12,2
12,95,81,3
35,74,52,85
86,50,22,17
41,26,11,8
3,22,69,49
38,28,97,99
81,20,1,7
45,18,1,56
33,75,92,99
27,87,76,12
18,18,78,46
80,31,90,18
4,8,2,99
55,86,85,49
93,28,66,3
47,85,13,17
6,15,88,20
32,63,80,43
95,24,59,72
56,98,86,26
54,75,48,75
93,74,54,47
89,83,54,55
63,81,21,70
77,9,94,6
21,38,26,25
57,67,38,53
19,30,98,53
21,9,13,82
12,77,3,87
49,57,79,57
52,93,10,67
61,63,52,57
82,13,26,9
96,22,8,86
60,1,82,98
84,96,47,66
96,95,70,84
91,70,3,81
52,90,18,98
54,54,68,5
73,3,11,51
39,37,38,55
69,27,77,16
43,87,68,87
76,42,63,89
93,5,67,15
81,16,98,65
13,34,20,78
88,66,45,70
66,11,8,9
96,72,95,69
63,99,15,77
15,75,58,76
71,54,23,36
90,10,9,48
16,44,8,90
28,55,37,52
29,57,33,81
12,7,39,2
93,64,69,59
87,88,15,36
91,68,12,23
68,66,56,85
77,16,1,48
90,85,29,54
51,39,48,7
25,33,76,39
85,57,47,72
73,7,5,45
24,90,98,15
60,61,73,62
87,74,78,52
89,58,36,16
64,29,15,32
44,43,48,66
56,91,95,92
78,48,25,42
92,94,41,43
82,25,98,35
45,15,84,69
18,11,81,43
35,64,53,94
99,93,21,15
8,63,87,13
81,19,25,38
89,79,42,64
82,72,81,98
63,47,37,33
57,44,41,19
28,57,60,41
84,46,23,47
98,66,87,1
91,74,23,34
49,90,18,86
68,63,12,30
94,54,98,83
57,83,47,17
29,45,19,34
30,28,89,71
65,34,55,87
93,29,77,85
15,46,24,20
76,79,44,40
87,95,17,65
70,90,5,58
93,79,74,30
75,97,20,89
12,48,53,98
8,70,38,59
74,1,14,25
60,48,6,90
64,79,89,61
52,82,54,26
32,2,56,95
89,18,84,55
90,28,22,33
60,60,34,86
26,89,36,41
77,94,10,72
68,99,84,98
74,47,62,75
2,65,46,50
57,18,81,87
66,9,10,45
55,2,77,67
21,30,15,12
18,56,1,61
52,59,87,70
49,32,23,50
89,8,49,79
43,71,25,88
15,63,76,33
88,25,41,60
15,36,7,72
68,2,88,37
7,18,29,78
8,30,54,64
9,23,26,30
66,47,73,6
16,15,83,95
75,85,64,83
30,3,93,22
51,4,68,99
3,19,34,48
47,28,21,4
18,45,19,49
78,37,21,15
26,56,97,76
87,39,69,85
81,53,16,24
39,86,31,21
28,47,39,15
46,25,19,92
36,56,4,71
29,43,12,54
68,56,74,37
37,95,45,81
85,49,7,2
74,21,7,88
18,95,50,56
96,18,19,39
6,85,61,25
87,15,96,49
39,74,21,57
3,42,82,71
58,59,43,40
96,3,47,98
26,35,79,47
68,48,43,21
10,70,89,88
31,53,72,71
95,45,45,28
61,63,72,78
17,20,91,28
26,10,49,86
71,41,56,49
58,70,94,5
85,59,55,73
46,50,13,59
24,84,91,4
71,39,83,9
77,18,88,30
24,84,56,45
92,46,44,74
22,38,76,77
4,18,74,72
37,95,70,98
45,39,19,50
3,17,12,32
33,31,74,35
63,50,83,91
28,20,95,23
89,79,76,64
3,36,95,47
87,36,43,48
76,15,76,95
62,86,15,72
14,24,9,30
27,73,20,20
94,26,65,35
53,75,75,51
87,75,26,1
62,97,52,19
58,45,82,3
76,79,85,58
26,95,45,12
36,3,43,67
18,29,1,5
17,92,28,74
72,47,60,89
75,70,80,39
50,53,75,47
66,20,1,9
32,57,69,67
93,85,75,92
62,91,44,73
89,36,17,75
31,54,4,95
16,24,36,93
61,98,83,28
57,94,24,90
63,59,18,6
10,62,33,66
56,89,51,36
98,38,20,93
74,65,93,73
40,44,90,32
82,77,51,46
4,29,72,80
90,34,57,33
84,71,94,33
55,23,60,70
89,51,56,72
45,95,26,92
64,64,9,91
11,89,83,6
83,18,75,97
98,22,43,62
70,40,70,72
53,65,18,90
86,72,3,53
78,92,1,38
57,39,64,98
67,14,73,11
87,53,92,64
11,10,79,43
35,73,5,41
60,98,14,49
73,33,40,7
88,9,39,96
68,39,38,75
8,18,54,2
8,14,7,97
26,51,30,45
56,15,93,14
82,43,87,90
6,23,15,18
79,27,8,48
5,32,67,39
10,86,58,18
72,59,21,53
47,98,6,44
38,7,10,33
50,25,88,79
67,73,35,26
19,34,22,17
30,68,51,14
33,5,16,21
87,12,22,7
18,40,15,70
56,82,61,88
37,80,17,99
44,63,83,99
64,94,24,63
23,90,41,74
89,68,52,56
1,57,24,89
32,72,38,77
31,34,99,74
27,53,80,24
62,7,61,31
12,3,5,62
37,35,82,4
75,68,19,42
79,80,15,78
16,78,60,72
51,9,75,93
21,66,34,40
54,83,79,98
24,99,49,76
19,41,95,9
34,59,50,97
70,84,53,48
15,47,45,15
34,40,71,76
41,40,34,89
76,42,65,3
97,27,80,17
20,76,50,45
95,68,43,11
85,79,99,38
66,26,37,70
38,53,27,90
28,83,18,34
43,4,9,5
26,20,76,39
55,86,41,16
27,46,59,70
66,71,7,28
47,35,24,3
57,70,4,54
53,59,10,69
33,79,83,72
91,67,70,59
42,99,67,13
9,35,50,92
23,28,97,24
68,94,26,56
83,40,90,78
19,80,54,25
15,4,73,94
18,10,63,31
70,48,51,11
3,71,29,73
57,89,72,98
14,73,93,63
16,77,36,6
72,71,45,1
83,79,44,63
42,80,19,81
63,89,89,93
96,32,1,64
29,96,24,4
45,27,33,35
37,55,51,40
18,99,54,64
80,87,23,10
1,15,87,40
27,90,25,50
41,53,58,99
44,28,72,92
61,23,34,79
36,1,16,11
43,66,39,67
14,30,19,74
78,38,16,56
49,95,39,50
35,62,55,10
67,25,18,95
95,1,20,53
6,46,40,33
23,46,74,64
88,78,57,80
80,86,4,71
45,86,54,22
44,12,14,80
22,39,9,87
13,13,17,54
12,36,95,58
60,34,72,24
5,3,76,34
66,64,49,65
53,50,10,71
84,52,50,92
17,48,48,7
33,81,15,90
82,8,90,74
26,83,48,15
56,93,58,91
81,26,14,55
85,79,87,29
41,2,23,77
88,88,46,40
26,88,3,53
96,95,69,56
92,34,90,53
28,38,83,62
14,57,14,84
25,34,52,7
54,67,65,92
88,36,97,79
35,18,44,20
69,51,51,9
76,25,50,3
48,23,20,32
28,79,82,19
60,85,98,74
93,98,96,89
54,79,3,79
54,68,33,49
50,92,19,17
40,53,81,98
49,33,4,9
58,47,85,39
82,46,20,77
72,35,5,54
53,47,32,7
10,36,11,58
78,38,40,49
63,9,65,83
57,38,49,30
54,80,99,87
90,30,56,42
16,49,99,19
34,13,35,55
68,62,41,75
26,61,26,10
87,68,83,83
71,3,62,17
25,99,48,41
45,7,98,13
69,17,39,26
84,73,21,94
1,59,60,72
51,90,24,54
73,59,4,13
61,15,82,95
18,91,80,7
37,59,21,83
32,62,88,26
90,85,78,44
13,14,83,43
8,43,86,26
6,71,4,35
45,26,73,24
3,16,24,84
24,45,61,42
56,74,4,93
14,40,57,31
87,98,71,37
52,56,40,68
60,48,31,66
28,82,52,23
29,87,78,53
23,10,11,36
2,87,79,82
69,79,92,72
85,42,98,60
64,15,20,88
77,48,73,19
92,33,33,29
5,84,16,64
5,66,90,80
64,4,10,22
67,93,21,45
38,49,94,75
33,46,52,89
90,78,69,76
29,97,34,21
28,4,78,17
40,20,55,30
78,11,63,14
41,93,52,96
73,1,88,97
2,9,49,40
16,47,17,8
65,34,98,77
80,80,7,1
22,27,64,76
51,42,89,94
12,80,3,57
8,48,25,4
11,25,89,49
76,29,85,82
33,37,82,79
95,3,14,4
44,7,80,85
15,70,17,68
9,91,15,86
38,81,16,35
81,33,35,84
8,86,73,44
60,20,20,8
92,69,86,62
89,27,5,59
80,65,93,31
88,58,83,31
57,27,17,64
32,62,48,19
49,17,31,84
22,86,57,31
56,33,58,14
87,33,90,79
26,27,39,54
48,88,81,87
37,35,21,67
31,64,44,23
23,14,74,52
83,83,12,90
55,18,55,95
99,48,51,98
76,89,23,38
77,91,9,57
16,57,70,1
60,35,22,44
93,41,24,94
43,17,73,19
54,7,51,97
80,12,71,11
66,22,50,7
61,61,70,79
91,94,90,18
69,90,99,50
96,82,54,68
86,97,6,84
79,87,73,52
21,52,99,23
63,23,84,6
71,45,32,40
52,33,56,49
91,16,50,58
68,90,63,90
22,88,30,3
14,52,9,32
39,50,59,89
86,87,18,31
40,60,31,29
88,89,47,31
42,42,1,93
61,95,70,72
16,45,55,61
33,65,12,86
48,85,64,81
26,59,89,93
48,39,43,42
21,99,34,14
70,37,67,29
82,94,56,58
7,44,48,72
60,93,16,8
45,20,87,74
70,51,65,33
69,25,83,38
15,43,65,74
59,77,34,5
45,14,53,97
73,90,5,70
11,24,32,5
82,41,49,68
25,70,50,55
99,53,74,45
16,60,74,69
89,6,56,99
20,13,44,78
70,30,66,52
12,5,12,16
93,70,2,43
89,96,36,84
32,29,68,84
42,81,87,40
55,17,20,5
65,93,4,68
23,94,25,71
44,70,13,93
45,21,1,54
8,66,56,56
23,81,32,36
79,13,93,90
47,82,22,10
24,20,83,46
36,57,76,2
88,29,19,1
17,2,51,87
22,8,24,82
70,77,54,57
57,84,22,61
68,21,93,92
96,38,62,32
4,56,34,79
10,62,53,68
83,90,86,3
37,64,64,16
32,92,18,40
25,75,19,25
9,45,82,84
45,7,95,66
76,76,74,83
86,56,81,22
79,15,75,94
65,85,32,93
29,18,24,34
66,6,78,17
11,20,22,47
21,66,33,22
87,90,21,59
42,89,32,13
43,33,24,14
98,37,28,26
49,85,77,22
47,6,45,4
96,81,63,44
49,86,16,24
36,84,4,54
31,80,77,60
9,41,49,19
27,90,23,72
72,56,63,57
78,5,42,35
96,80,51,25
83,90,89,56
14,59,4,47
20,79,37,5
56,58,46,20
76,66,88,76
27,59,27,35
75,11,67,84
49,7,85,29
1,63,63,88
58,22,58,40
25,7,12,20
71,4,19,92
41,76,25,74
62,97,62,78
30,68,91,92
4,60,90,28
68,37,79,62
33,80,14,73
67,62,13,42
59,28,76,78
14,22,86,48
13,41,46,8
67,70,86,62
2,43,98,74
72,3,78,18
83,30,22,38
22,27,62,29
67,56,3,76
24,63,93,38
90,94,11,20
32,29,58,25
16,7,23,61
73,41,12,20
66,2,94,47
9,54,68,64
4,92,55,91
22,37,51,42
39,27,90,22
91,37,1,82
3,96,90,28
21,77,10,39
52,70,36,80
69,79,1,52
85,87,43,88
87,52,42,13
35,51,44,97
68,63,75,19
57,75,24,44
17,36,72,91
1,4,32,58
24,53,22,50
38,45,99,81
42,89,91,97
31,4,10,25
43,46,39,61
85,45,78,16
99,53,35,63
87,40,26,1
45,46,65,16
89,88,63,14
95,70,15,47
93,38,48,92
20,79,45,51
56,17,20,21
74,37,81,15
9,2,76,57
81,55,87,3
48,58,52,53
58,51,38,27
3,90,22,99
62,78,12,85
32,36,58,58
81,30,28,71
21,22,81,12
81,68,70,47
90,58,35,89
4,49,56,87
6,52,70,58
22,21,34,93
98,71,86,2
84,59,5,86
99,79,64,98
5,65,50,27
60,33,18,85
71,78,36,13
79,27,82,84
99,58,78,37
87,16,86,84
39,82,36,94
28,87,18,99
70,45,56,91
25,46,71,1
97,22,28,23
83,33,30,22
62,94,96,22
55,53,28,90
53,48,57,13
81,69,88,36
85,3,15,69
23,57,84,49
69,91,50,41
59,27,20,50
29,95,22,28
86,24,98,18
47,80,20,57
40,75,51,77
92,3,72,27
6,15,49,37
90,38,55,59
61,77,89,84
76,39,81,4
15,46,83,85
47,77,33,63
51,74,35,68
76,70,18,46
40,98,84,73
8,23,82,79
56,32,61,44
29,7,87,39
48,5,74,66
15,29,58,2
51,82,25,70
64,54,49,33
40,29,36,96
78,13,43,68
46,14,67,43
61,52,59,87
5,92,70,22
27,8,86,66
53,15,83,77
87,99,4,44
43,6,32,16
52,85,95,64
10,51,90,89
76,62,30,50
52,31,5,71
28,13,16,77
75,49,69,65
21,38,14,95
18,33,86,80
76,37,2,89
