A,B,C,D
10,39,22,6
28,2,41,80
13,64,92,45
10,29,95,46
44,68,42,45
43,82,65,51
33,16,7,70
69,34,80,82
22,91,7,51
41,5,68,85
96,81,43,23
20,84,13,82
91,78,48,53
13,83,96,18
4,79,25,82
63,75,30,71
41,5,66,32
7,21,95,39
42,30,96,60
37,74,1,2
2,28,68,22
19,63,77,50
41,5,12,81
95,25,19,23
87,44,95,41
71,25,60,92
74,53,70,97
35,79,99,76
35,2,32,45
3,55,72,52
34,97,21,85
58,21,98,41
83,48,56,93
64,74,18,60
61,34,32,65
69,26,81,50
73,72,96,84
25,84,17,45
28,43,7,31
44,29,24,76
14,42,9,94
81,54,71,59
9,18,83,63
85,31,91,32
14,70,92,14
49,35,1,79
86,26,74,89
80,12,96,24
14,15,91,21
57,80,36,61
4,20,77,32
88,68,55,58
96,46,83,57
54,87,55,48
46,18,85,56
74,17,56,56
57,21,31,14
55,40,60,75
7,11,19,75
15,96,24,77
81,55,75,14
95,99,23,50
17,1,21,29
95,9,9,66
40,82,22,82
74,75,41,24
55,21,76,58
33,84,49,23
91,28,58,75
71,31,56,67
72,59,25,86
85,33,38,8
58,28,6,72
75,9,82,40
6,23,94,73
45,66,38,85
70,69,15,30
25,93,71,90
44,97,7,76
8,87,40,91
43,16,5,79
55,69,28,48
56,68,30,21
61,20,21,75
61,27,80,57
9,5,54,88
35,96,3,34
61,24,34,80
5,69,30,69
28,2,58,43
43,6,49,26
45,41,68,13
94,75,4,76
85,19,42,96
97,29,17,51
7,97,31,64
96,8,50,7
33,63,70,8
73,55,45,28
96,24,27,59
71,13,24,26
35,80,34,98
64,74,4,32
4,73,75,10
91,43,98,13
10,37,81,77
5,96,78,27
32,3,95,9
75,44,66,65
87,37,81,82
81,45,80,21
6,84,58,15
11,7,25,59
54,93,63,10
24,5,69,2
26,17,30,22
4,97,82,67
56,75,10,71
86,13,15,71
13,33,27,40
8,17,4,65
47,81,62,45
59,68,20,81
33,81,69,22
9,24,55,90
65,33,81,7
66,20,41,57
57,19,3,16
70,29,14,22
95,35,71,5
90,48,43,22
94,7,88,25
38,90,63,67
47,85,41,11
21,21,43,18
98,47,18,82
46,69,93,6
52,54,18,7
40,9,14,58
52,65,1,45
57,54,41,62
93,74,2,21
6,39,64,30
74,85,77,16
10,63,43,10
94,53,69,20
39,91,79,49
90,20,21,2
89,95,80,74
43,80,7,25
15,22,75,61
38,84,96,52
55,6,5,77
6,57,15,86
39,46,98,16
40,81,3,85
58,1,61,32
17,65,56,47
78,63,52,7
41,99,66,45
5,2,49,70
98,7,68,68
42,87,37,29
41,15,4,5
52,83,76,51
87,12,49,31
42,1,36,77
46,55,31,98
35,20,10,27
13,44,67,27
9,31,87,56
38,60,86,91
15,73,30,6
62,52,97,49
6,26,25,92
72,56,12,99
61,97,59,8
22,84,43,98
35,5,24,91
46,90,90,50
6,6,59,75
91,69,28,21
15,48,62,87
60,41,16,49
73,97,56,33
17,79,31,84
14,33,21,49
33,31,46,1
99,7,22,93
95,62,88,93
83,77,48,9
65,53,53,29
57,53,88,92
49,9,97,58
36,98,84,94
4,2,99,61
90,33,21,69
5,51,4,12
6,47,27,30
59,42,8,20
72,20,29,91
19,91,52,43
8,6,88,33
58,33,62,87
99,15,91,67
11,19,72,7
71,47,15,67
26,74,9,46
67,27,22,73
20,72,71,95
23,28,85,7
26,30,24,18
83,75,8,37
2,3,28,12
68,27,16,71
34,56,63,93
56,29,59,29
22,63,20,61
44,51,57,17
2,30,25,18
45,56,1,12
4,25,54,59
8,68,90,87
53,83,39,80
50,28,50,83
90,83,49,61
99,42,52,73
29,35,25,54
7,87,18,30
19,22,19,56
87,10,13,35
82,89,71,77
17,73,25,29
89,88,75,28
95,55,63,4
20,11,49,74
83,43,17,82
67,51,95,96
26,98,84,6
13,58,66,32
94,35,40,90
23,76,15,9
3,99,38,85
79,70,97,90
91,51,92,14
3,35,29,83
20,17,44,69
53,88,88,52
33,86,34,53
18,58,38,45
75,89,95,48
25,62,40,53
10,68,95,85
13,6,68,56
29,29,75,83
22,83,33,86
19,56,77,96
11,24,20,22
3,80,35,55
19,72,86,69
44,43,27,27
35,62,93,15
13,1,7,26
20,27,48,97
29,41,89,60
73,58,37,32
53,41,62,68
47,61,72,6
23,55,66,59
3,82,9,83
49,57,66,45
90,60,31,99
8,84,90,14
32,70,65,20
78,13,24,23
56,18,56,58
31,65,32,36
97,13,8,60
82,84,48,76
47,53,13,61
98,10,90,99
53,78,18,13
86,60,46,73
36,9,16,71
48,24,70,86
91,97,22,8
15,54,9,90
16,54,90,44
40,20,10,5
11,52,47,49
18,14,47,57
81,18,32,14
59,19,66,63
56,69,74,10
39,89,73,69
68,53,52,21
69,56,38,88
82,42,58,34
46,44,31,17
14,26,83,99
11,10,10,56
34,62,26,16
26,38,8,96
32,51,30,53
56,62,36,35
88,7,21,30
93,57,30,38
11,77,69,10
77,77,82,81
88,48,99,2
95,23,49,37
47,77,3,87
78,2,54,56
54,53,33,93
75,77,50,11
64,22,35,32
62,45,86,28
64,74,94,90
3,29,7,50
12,66,16,57
64,6,21,15
74,34,99,7
51,16,73,82
48,82,2,97
9,59,31,88
42,5,13,29
80,36,28,76
30,36,37,20
33,80,57,38
6,57,97,83
68,50,50,40
67,1,81,34
45,30,16,49
54,73,79,14
91,26,78,65
94,20,59,55
61,73,4,19
31,1,80,97
9,36,60,42
29,62,75,21
36,98,56,1
37,52,34,96
72,33,16,96
94,92,90,62
23,33,61,17
71,74,93,18
8,38,21,46
74,85,80,31
21,94,28,13
88,23,6,3
10,66,95,92
94,57,73,73
48,7,68,74
40,1,51,25
69,33,16,59
84,22,33,1
24,54,89,2
61,27,23,20
6,79,92,55
5,99,79,24
49,16,18,19
73,79,68,6
97,86,2,71
48,27,98,75
67,33,56,63
38,87,88,42
26,93,19,75
58,36,22,66
84,55,30,66
67,15,35,76
36,39,49,50
39,99,59,97
9,25,40,27
86,96,82,62
83,68,87,9
19,2,36,28
99,87,90,56
32,76,90,81
71,50,37,64
18,20,32,19
25,35,23,92
75,9,84,33
65,97,14,65
49,38,40,38
57,83,43,50
60,30,83,1
64,89,55,65
95,70,58,71
54,94,7,36
70,26,9,53
43,12,96,93
37,26,73,72
97,97,90,25
50,20,93,18
1,80,87,15
83,63,67,35
22,57,63,51
2,69,12,44
74,71,78,71
36,85,43,40
98,53,44,51
73,80,55,14
96,3,33,60
16,34,52,34
31,35,80,67
35,32,32,96
10,21,2,66
16,20,37,74
62,61,95,80
58,3,2,94
58,96,51,43
94,65,39,67
89,46,93,7
26,63,98,53
26,47,10,27
85,52,95,20
70,67,5,95
87,10,1,24
1,81,82,92
28,36,83,56
67,58,69,95
7,33,38,8
60,95,91,94
3,75,21,63
31,32,18,13
6,36,46,21
11,50,7,26
99,45,7,71
17,67,75,67
29,83,47,55
84,6,62,23
17,54,96,50
99,21,57,96
5,78,8,78
42,95,6,6
30,86,69,61
62,64,50,10
82,67,7,61
38,17,31,81
99,75,55,88
19,71,33,85
86,88,78,57
75,13,56,20
68,31,71,91
36,82,50,89
56,45,31,57
8,62,39,71
64,7,86,82
14,40,24,95
85,59,91,60
70,79,78,84
62,74,85,61
26,17,42,70
84,54,85,25
26,93,31,78
74,24,50,63
93,46,96,73
33,43,81,9
15,99,69,27
91,3,93,34
72,2,94,3
15,27,80,74
86,49,86,43
10,63,97,28
60,52,80,26
60,23,53,24
92,81,41,28
89,89,62,5
48,33,73,69
65,44,13,96
4,92,83,92
61,56,26,69
8,54,28,73
89,48,76,72
19,91,97,2
22,61,57,22
2,2,63,45
29,73,34,94
94,15,58,55
84,51,80,88
9,72,30,13
43,43,94,86
83,52,12,62
35,60,96,24
96,72,23,60
8,12,89,1
13,11,21,61
79,86,32,27
88,97,60,22
68,99,92,82
17,55,17,78
43,66,26,90
76,50,72,98
38,75,46,66
94,64,74,72
3,60,68,34
64,40,34,16
28,50,23,65
37,2,8,72
9,81,95,16
72,17,3,13
44,74,88,48
83,28,62,51
27,22,5,39
48,88,55,79
11,71,96,68
57,78,24,59
14,29,55,82
21,12,27,6
76,96,83,71
88,83,6,86
11,72,50,38
79,61,68,80
8,33,38,8
87,72,88,56
39,44,87,37
22,58,65,82
96,89,57,79
88,26,59,68
74,70,69,81
77,49,85,10
57,89,16,67
59,87,30,2
14,35,5,43
23,88,3,2
58,10,82,86
44,26,44,54
41,39,38,68
51,22,7,66
89,92,68,36
56,90,28,6
59,49,5,92
94,20,17,38
78,51,41,42
88,89,10,73
44,35,39,96
62,60,34,40
29,36,77,71
18,67,60,31
66,42,61,72
39,9,23,12
73,98,38,31
53,41,55,27
23,16,2,71
77,95,56,13
76,38,26,82
33,26,26,33
57,4,61,8
76,31,86,70
92,13,96,3
63,49,42,48
12,67,71,42
20,93,39,80
38,42,61,59
48,5,43,5
10,71,63,5
54,48,56,10
81,60,98,16
75,9,49,18
71,16,52,60
80,7,19,3
56,80,79,84
25,80,18,37
98,34,9,24
19,84,29,44
42,66,33,19
35,39,86,86
95,55,51,26
40,26,97,53
59,65,54,5
17,95,62,72
56,39,33,31
37,19,66,23
18,17,78,82
27,66,76,76
61,35,30,42
73,23,51,27
60,94,17,3
52,82,35,98
64,86,28,3
81,75,96,48
4,74,69,45
64,39,53,54
79,94,39,90
15,70,56,78
79,50,50,27
96,91,74,30
76,5,47,46
36,94,99,32
30,20,33,99
70,92,88,93
89,47,16,19
77,85,53,63
14,74,41,6
6,56,77,88
10,18,69,32
15,31,64,80
7,42,89,65
2,74,82,27
52,83,73,33
46,41,80,92
39,39,27,57
6,21,89,18
66,50,35,41
12,14,66,80
54,99,71,67
99,89,7,21
73,84,82,4
39,63,73,24
64,33,24,60
92,1,93,77
14,76,19,95
61,89,59,71
88,68,65,18
19,10,35,80
12,53,1,24
16,62,71,31
80,91,65,25
98,59,46,13
28,79,44,93
90,55,5,12
45,34,23,38
91,30,1,71
87,25,71,81
22,92,54,5
14,21,35,42
88,43,34,79
45,8,50,22
35,27,72,98
74,86,39,42
7,80,62,61
32,16,43,98
66,97,76,39
73,41,59,76
45,80,63,7
58,93,76,43
74,71,70,81
65,47,70,10
75,41,60,15
12,45,48,82
82,18,43,65
19,34,60,14
46,49,67,35
56,85,13,8
77,41,59,94
90,1,28,43
76,1,83,43
67,42,26,26
91,54,74,5
49,77,64,28
4,47,88,20
64,43,11,8
53,32,30,10
12,10,19,88
51,57,52,46
30,90,56,88
49,57,40,73
80,80,71,56
72,92,41,63
41,64,4,80
98,2,27,65
6,49,95,12
70,99,30,26
99,29,93,78
5,84,48,22
24,39,74,2
52,4,37,95
63,21,84,44
70,39,68,14
23,89,76,53
4,79,55,14
78,45,99,29
52,13,5,39
52,18,88,17
71,90,39,4
37,28,20,65
37,70,85,62
77,92,83,60
79,70,40,34
51,45,92,72
67,7,63,63
3,74,40,56
22,69,42,64
48,90,17,6
5,12,57,36
74,20,97,97
3,67,64,69
62,39,7,75
77,18,9,4
93,47,87,78
77,12,52,78
83,82,35,16
96,62,21,82
69,53,28,30
95,50,63,35
75,98,79,83
39,92,35,38
72,75,88,51
99,23,33,70
26,65,63,20
69,24,90,44
5,89,10,23
33,18,34,34
16,2,72,14
22,6,38,39
43,59,97,62
29,87,8,79
96,53,67,36
56,88,11,2
90,7,51,7
24,83,44,38
38,26,1,61
42,21,47,84
81,94,79,93
16,67,46,44
16,38,2,93
82,1,55,2
86,18,72,3
84,94,1,81
69,17,36,57
75,36,27,70
95,42,38,26
85,25,49,61
9,43,19,90
18,31,7,95
43,29,12,35
98,33,65,13
90,35,65,49
72,10,29,76
20,20,5,60
70,94,7,99
11,60,8,70
36,67,94,14
31,95,59,20
57,49,56,9
80,68,49,45
12,77,62,60
69,20,82,31
83,61,36,34
77,12,86,15
51,93,28,94
12,2,56,34
72,13,38,25
71,11,16,90
29,67,28,20
52,7,36,66
34,96,21,3
40,79,18,36
6,49,50,8
7,47,39,94
89,17,88,10
90,84,85,19
35,14,31,15
97,98,1,49
5,9,45,88
49,14,90,9
45,13,81,21
89,88,88,7
12,79,63,54
85,88,78,46
77,21,15,38
66,68,83,56
96,21,56,68
43,47,37,48
99,75,56,23
99,52,90,68
38,55,3,71
12,1,30,66
3,76,91,89
87,21,24,41
58,87,80,59
44,76,98,13
67,30,61,56
98,61,38,18
35,13,44,42
13,52,10,11
13,39,89,24
40,54,12,24
28,2,33,38
42,33,33,71
99,88,89,95
3,7,83,10
63,78,15,82
55,23,87,51
13,90,51,83
55,90,6,91
27,75,42,33
26,81,95,90
24,19,7,58
29,64,9,63
63,75,95,76
77,83,14,23
15,47,87,29
96,62,27,83
70,63,32,11
61,87,20,50
10,9,50,57
4,60,41,96
97,53,28,46
47,83,64,27
79,68,46,2
50,45,42,55
87,16,61,90
12,4,6,55
99,51,99,99
73,28,24,67
82,65,50,23
54,3,31,25
98,78,32,77
56,14,74,3
16,99,10,40
26,41,76,6
38,71,79,75
5,78,63,47
20,34,5,34
49,51,53,90
10,64,17,18
3,43,39,67
43,47,85,67
64,63,7,74
79,83,14,66
44,68,9,3
1,91,23,41
34,67,60,26
38,42,76,70
26,61,62,86
99,55,89,59
21,73,2,81
38,1,40,14
34,45,60,31
86,26,62,96
22,55,14,35
52,3,89,26
30,32,61,3
39,91,67,81
53,33,66,81
88,4,23,40
60,82,92,64
56,32,83,49
58,34,94,65
33,75,30,28
33,75,7,56
78,56,10,88
44,11,1,41
77,35,14,14
21,75,92,26
52,58,63,90
60,64,72,25
98,19,25,14
99,80,6,28
69,12,32,61
90,79,13,89
21,16,71,66
95,96,4,84
60,65,24,90
21,94,55,75
29,30,31,71
57,59,34,88
19,1,83,16
63,34,56,21
91,80,65,21
77,45,17,16
31,25,56,2
69,48,54,67
73,67,26,53
24,81,57,22
85,14,69,74
45,58,47,55
57,53,83,26
48,55,53,87
8,49,61,69
97,1,72,62
61,62,38,68
14,58,10,60
14,88,14,10
38,27,45,91
19,93,9,19
10,85,82,39
62,37,6,75
78,72,45,14
40,32,50,26
64,21,83,98
67,86,20,86
72,8,74,10
1,63,66,81
77,84,88,46
2,96,99,93
23,75,55,16
8,43,37,90
92,25,99,75
52,86,8,81
40,94,36,31
74,72,85,81
83,54,71,51
28,20,60,58
94,11,71,41
91,39,48,75
59,62,37,52
74,9,93,93
89,91,50,55
77,55,80,89
91,3,17,16
60,86,7,76
19,55,40,38
35,40,6,97
98,88,24,64
96,72,76,49
71,86,5,87
88,92,74,65
36,88,10,73
70,98,78,25
25,39,95,7
52,5,6,23
58,78,89,20
93,1,7,40
3,39,20,21
38,1,81,5
25,15,27,6
85,52,52,57
69,33,30,59
11,22,26,80
73,8,6,27
10,44,75,53
70,4,31,57
95,41,29,66
25,76,10,97
90,66,58,72
63,54,14,60
57,69,55,8
12,99,86,18
71,71,85,29
98,68,86,17
23,5,98,73
21,84,91,99
21,15,17,96
43,24,21,36
35,11,17,79
1,91,42,92
76,16,97,44
50,23,31,98
74,56,87,85
8,64,47,15
15,80,8,73
47,79,61,82
70,30,85,2
47,29,5,9
60,90,31,30
8,96,29,87
86,6,62,61
62,13,39,8
25,60,1,77
20,46,33,44
1,97,50,8
68,93,78,11
98,57,48,29
31,87,76,5
71,80,82,20
70,79,85,45
2,82,56,66
44,4,43,47
42,27,37,49
43,81,14,79
25,49,53,36
73,70,45,52
21,11,74,91
99,48,54,93
7,16,57,40
53,14,70,25
7,28,3,24
2,35,17,41
9,89,33,46
91,99,40,8
49,7,91,64
20,65,71,84
55,27,16,30
96,81,23,67
72,50,51,11
68,69,18,62
20,17,12,64
68,46,16,11
60,58,39,19
14,49,69,70
53,64,66,41
25,32,75,68
5,64,97,76
79,78,26,63
71,19,46,8
96,75,52,82
7,86,57,87
34,52,58,37
36,25,27,35
51,78,69,66
52,91,84,75
97,86,90,12
27,82,94,92
19,3,19,9
17,35,39,28
28,5,80,82
75,64,16,25
40,10,9,1
55,18,19,20
39,28,98,85
45,27,65,19
83,59,5,56
97,95,86,34
42,94,64,63
81,65,50,4
70,69,62,27
86,86,32,41
91,96,72,20
35,98,17,60
29,29,46,50
13,45,1,79
56,17,42,39
24,28,42,19
10,60,35,98
8,90,71,74
65,13,25,81
73,79,11,92
31,27,89,48
15,44,93,20
47,5,71,64
69,59,12,87
17,59,34,24
76,56,10,47
25,34,50,77
6,13,94,97
79,64,90,44
64,50,22,91
99,44,40,32
93,88,73,86
73,95,17,33
69,52,22,41
95,5,32,82
44,57,2,24
24,86,72,68
27,17,79,91
66,35,18,72
7,32,27,93
51,42,44,18
89,77,52,20
80,30,98,11
19,25,15,28
29,83,34,31
47,39,32,51
93,37,18,38
18,2,58,42
98,36,32,25
77,76,59,69
26,40,60,99
79,93,24,92
8,32,91,96
91,55,54,87
93,3,60,78
10,71,94,48
72,62,39,47
85,69,88,43
58,92,62,83
54,70,2,14
58,89,52,9
82,85,62,98
16,75,59,33
62,75,96,71
95,94,9,36
82,81,86,17
50,99,86,21
83,38,83,52
10,17,64,57
10,73,37,39
57,33,47,3
63,60,29,17
70,93,24,29
48,91,72,25
31,7,69,37
68,98,97,81
24,45,20,70
85,35,25,67
84,26,75,87
80,98,19,47
90,23,94,12
8,55,70,72
2,51,29,93
99,24,65,62
74,73,16,45
16,81,14,6
69,44,59,34
15,19,13,10
35,76,93,71
11,63,62,98
65,31,67,8
31,42,30,80
76,93,10,30
23,18,37,8
72,15,61,89
87,77,19,64
57,67,82,98
7,72,41,89
93,82,71,10
60,82,72,90
44,10,40,92
32,2,97,51
71,1,99,44
26,98,82,50
82,31,26,61
25,94,43,31
42,54,20,19
94,94,94,21
65,75,23,4
46,94,94,78
66,56,72,10
92,35,71,7
55,62,22,54
36,94,47,18
21,33,28,31
56,14,92,93
8,50,68,17
67,37,99,94
45,38,53,14
29,38,60,26
99,4,4,51
26,77,20,28
16,1,12,42
46,74,36,40
35,97,45,36
79,39,38,72
55,14,55,34
9,1,18,4
4,73,58,94
68,72,44,81
58,39,90,77
93,76,65,48
82,47,64,54
52,40,96,61
5,4,88,29
63,66,99,97
76,87,30,44
69,62,50,60
72,15,1,72
18,16,59,68
46,10,47,40
77,69,97,22
51,11,42,91
61,4,70,15
59,91,77,49
32,72,8,61
52,48,32,7
68,62,4,42
27,39,94,3
68,11,32,43
52,83,87,2
25,22,60,44
22,1,34,90
33,95,13,67
99,21,2,20
83,85,90,62
97,7,92,41
54,84,36,63
29,86,5,32
92,59,92,16
47,32,78,31
59,96,70,16
77,60,73,19
57,2,88,95
42,53,86,4
54,35,6,32
41,93,15,23
59,44,58,79
51,70,8,88
24,24,85,23
56,75,76,28
5,70,19,11
1,3,15,89
56,50,67,30
55,21,11,33
37,95,77,54
35,30,97,13
8,48,6,6
55,53,29,76
85,10,75,92
48,8,87,29
53,79,17,98
57,86,53,62
20,46,13,13
56,7,57,44
26,29,98,2
66,37,98,75
14,23,57,99
52,92,44,76
93,56,13,57
48,40,86,61
31,95,30,74
25,46,27,48
2,59,70,62
64,57,11,79
4,1,32,5
70,30,93,83
53,66,7,53
56,82,44,9
56,91,49,62
75,62,43,88
56,13,57,16
65,33,25,79
23,22,11,45
75,24,48,96
10,71,60,57
1,84,71,60
15,84,74,79
76,25,27,91
96,72,53,12
31,6,23,39
8,99,68,67
54,79,82,70
98,5,11,49
90,7,99,59
16,42,82,53
79,61,15,12
86,79,41,58
56,59,86,2
80,69,36,46
31,70,60,57
68,24,85,9
3,54,49,70
14,43,12,52
42,76,23,1
66,40,12,96
60,81,71,59
75,20,85,6
53,64,85,5
91,29,91,29
87,79,92,67
44,48,63,82
87,65,6,54
82,22,66,86
15,56,98,84
40,10,13,78
81,31,77,29
45,42,67,51
37,9,58,61
88,58,99,93
29,48,25,95
84,14,2,26
54,2,21,67
18,23,17,41
5,36,19,21
67,7,44,82
60,73,22,45
36,41,36,11
87,44,25,71
75,79,57,54
34,16,93,88
57,61,93,58
47,47,36,1
7,73,56,28
20,88,42,18
6,80,26,63
47,32,21,83
30,77,48,79
36,88,27,63
83,20,57,80
91,58,44,85
38,75,40,2
95,43,23,50
7,83,20,38
87,43,72,94
40,5,91,96
47,84,25,93
80,6,64,45
75,43,63,13
15,65,11,55
34,75,11,17
84,45,10,80
28,29,63,74
60,94,55,11
29,42,53,53
17,82,59,15
57,86,39,85
9,79,54,98
7,23,48,36
91,21,82,56
71,98,85,3
54,97,55,78
79,77,6,98
59,22,96,88
20,50,10,43
76,21,83,3
32,8,45,35
20,7,28,63
90,29,43,82
62,4,82,44
89,4,25,98
17,49,72,84
92,61,58,89
51,62,25,27
72,23,87,57
20,95,73,81
77,18,97,45
24,87,16,36
37,11,63,36
3,67,99,50
76,76,4,2
53,16,44,47
4,48,33,91
58,58,41,43
11,23,61,32
69,30,29,35
20,9,17,45
18,22,24,87
6,60,93,32
7,74,42,75
42,16,66,64
92,12,22,33
6,25,84,33
58,9,81,86
58,74,31,70
21,40,79,94
33,41,97,94
11,19,32,59
65,55,2,83
94,27,59,84
71,85,33,91
82,49,84,75
51,1,11,53
27,72,87,18
95,36,7,58
70,76,19,70
3,48,14,82
71,90,57,27
9,74,96,19
21,69,45,80
34,92,18,12
10,13,50,62
3,10,70,66
68,90,57,3
5,86,87,60
56,34,39,11
8,75,73,17
14,72,23,96
99,28,74,22
2,27,36,46
55,48,94,32
69,54,97,64
91,93,11,56
78,25,85,13
81,34,2,18
51,60,77,54
94,94,28,21
73,56,17,83
88,28,51,8
21,8,20,31
85,44,44,19
37,49,56,81
49,45,49,53
3,71,50,58
4,74,67,28
48,61,75,55
17,25,37,87
33,98,52,27
45,34,22,15
19,48,36,14
1,35,22,18
36,47,90,23
1,81,92,96
70,19,63,16
82,18,42,9
46,55,77,33
48,92,63,61
84,47,30,87
44,64,85,11
35,3,1,52
92,1,79,92
72,42,50,43
12,75,41,66
52,47,33,54
61,72,37,58
46,76,73,68
23,30,25,30
8,36,23,62
56,85,47,13
54,82,30,38
66,38,74,81
85,72,45,17
32,72,75,82
32,36,5,10
13,3,68,52
42,55,36,74
69,44,27,57
84,64,11,22
80,98,41,22
40,41,91,29
8,69,59,22
84,86,51,37
65,86,95,37
50,50,54,96
39,62,50,61
72,35,25,47
72,60,11,90
94,73,73,15
85,5,22,28
5,58,18,91
3,82,95,46
79,3,67,71
29,43,40,58
81,64,70,82
86,7,66,59
15,9,51,9
78,83,43,66
22,81,82,46
1,43,12,74
69,5,4,67
16,87,43,96
84,76,73,12
70,72,95,19
66,49,26,91
60,12,33,86
9,73,75,91
69,87,42,11
63,27,63,27
60,86,59,38
74,66,36,11
93,16,49,86
67,99,24,49
41,17,97,61
76,74,68,97
90,66,32,80
60,1,30,43
12,23,57,37
80,34,2,60
22,84,22,25
26,42,21,93
5,41,25,38
57,55,85,37
8,59,76,63
13,14,98,44
40,53,85,61
33,1,3,40
73,10,72,62
72,19,40,34
24,82,55,47
92,35,35,39
32,19,88,79
8,39,32,74
70,24,93,23
66,30,28,57
59,95,36,75
25,38,14,77
93,93,47,87
88,80,45,95
35,34,1,78
87,13,82,54
86,66,68,87
86,32,95,8
71,34,23,55
87,48,35,35
82,61,37,27
10,87,80,3
73,3,37,96
86,27,84,27
5,58,51,70
63,55,67,9
99,38,33,51
8,68,35,94
34,8,48,52
44,34,3,44
85,75,14,99
59,88,87,78
74,71,83,94
11,58,41,60
43,96,94,8
84,88,26,54
15,81,48,32
45,81,70,61
27,76,40,9
69,25,8,77
65,12,1,21
22,29,85,80
85,39,35,68
50,81,4,49
19,70,77,9
62,87,74,37
75,55,35,70
19,19,97,19
17,33,55,20
55,15,99,59
56,40,65,42
12,62,22,85
28,33,73,74
41,17,24,94
58,22,50,21
98,51,83,6
22,28,65,64
33,28,20,62
10,56,20,63
97,77,3,59
95,42,65,37
5,5,25,65
32,72,10,75
65,62,58,74
15,46,79,42
90,76,62,77
43,48,23,13
15,14,80,47
84,94,33,83
21,9,82,61
21,65,56,40
21,47,56,41
89,82,32,73
10,6,71,48
19,40,32,72
25,81,2,17
62,29,49,11
79,8,23,38
71,90,47,26
8,86,74,41
81,37,34,49
5,46,53,69
33,42,49,26
27,20,41,52
4,20,56,14
35,73,80,55
69,47,60,90
26,29,95,21
73,18,2,24
96,95,15,21
78,14,23,83
15,31,10,60
17,90,56,8
76,25,89,52
27,18,20,40
31,55,43,36
63,46,75,99
94,7,75,62
33,12,60,79
99,48,51,45
65,94,52,84
74,59,63,76
65,71,87,4
28,71,98,94
57,50,99,38
88,9,92,1
49,48,52,69
41,72,22,26
94,3,82,99
98,86,44,77
80,11,66,4
80,89,28,98
16,28,9,65
84,16,65,25
50,72,77,68
12,45,93,68
63,1,9,48
56,60,65,79
40,88,8,87
63,9,62,72
43,11,57,39
31,9,24,43
66,60,94,46
33,24,9,24
56,82,85,97
17,43,71,5
49,75,83,56
18,33,19,46
34,64,51,44
48,68,64,90
83,59,90,96
83,5,4,17
7,61,68,65
7,96,90,81
2,65,49,94
99,86,99,19
99,36,49,46
15,45,35,86
94,33,33,11
3,86,51,83
56,93,67,14
41,60,51,93
54,42,73,93
29,75,31,91
48,30,46,1
44,3,61,77
4,21,71,22
21,44,24,73
56,36,21,59
62,41,87,39
95,34,74,53
85,74,16,96
4,52,42,74
98,61,94,47
29,88,18,96
52,86,30,73
39,84,45,30
21,68,1,43
12,2,98,97
36,97,58,40
63,79,79,60
12,88,27,3
82,98,62,7
77,98,14,64
14,21,62,74
50,88,91,81
37,3,55,34
53,80,72,43
64,92,13,11
22,69,54,55
27,38,62,32
38,70,74,28
99,17,92,85
29,2,72,51
56,84,65,92
92,81,71,45
95,97,54,25
60,52,25,2
91,21,8,26
23,44,13,31
10,69,36,32
75,87,48,24
26,29,70,20
37,69,13,20
16,75,76,36
26,55,83,79
27,13,23,28
52,70,34,3
59,80,14,69
36,3,49,20
59,37,8,92
78,59,67,80
79,15,1,47
20,39,92,69
37,98,41,22
42,89,26,25
89,31,22,58
50,58,64,65
18,7,96,4
51,91,47,89
47,11,46,48
47,79,57,75
56,85,54,98
14,97,72,55
28,36,39,59
16,13,40,5
82,56,68,5
74,43,93,60
89,89,64,72
50,98,19,17
22,90,35,61
76,85,48,91
79,92,70,15
18,2,82,55
5,90,22,58
46,89,68,63
86,48,75,20
98,21,2,63
84,22,84,4
22,68,89,39
54,61,47,17
56,49,95,99
13,13,28,37
40,47,75,70
47,71,85,83
98,43,93,33
67,97,9,48
98,99,52,27
1,84,60,94
22,12,97,28
86,80,7,40
18,20,19,49
44,58,64,20
37,80,81,74
51,85,82,35
40,60,58,75
10,87,48,55
29,21,82,68
74,25,15,40
18,81,31,42
44,45,6,93
33,46,68,54
57,34,9,72
36,48,50,12
22,13,35,33
46,39,30,56
47,35,5,44
27,98,92,6
53,1,79,36
83,38,40,70
4,93,73,3
48,98,53,51
6,95,98,66
27,81,16,13
83,26,47,34
25,14,79,83
19,80,3,20
22,77,94,60
85,83,9,86
26,63,12,81
95,38,5,6
76,45,32,61
11,91,69,27
90,56,18,21
1,27,53,7
10,84,70,4
1,75,75,36
63,5,39,96
7,72,43,62
30,66,90,67
41,80,45,32
80,36,16,1
26,35,59,24
81,95,1,59
90,68,58,34
44,10,90,49
63,12,76,7
46,38,98,69
31,93,85,37
31,46,29,41
85,74,87,78
35,87,85,30
92,97,90,80
81,12,19,74
35,48,73,28
44,31,29,4
52,76,29,92
20,12,89,76
22,44,22,24
71,62,35,86
78,41,62,86
82,20,79,58
53,85,58,69
96,93,81,25
76,11,6,72
94,4,82,87
24,76,74,24
14,10,75,38
25,19,63,79
50,82,50,63
29,41,4,53
71,31,83,97
34,51,71,70
22,19,42,66
13,42,55,90
22,57,62,49
29,72,92,53
52,83,79,40
95,14,98,77
79,52,91,89
59,77,39,87
26,96,38,72
57,11,46,20
36,80,20,84
73,89,57,69
73,29,67,22
