A,B,C,D
85,20,86,49
62,54,46,48
62,41,7,58
25,59,66,84
88,65,96,32
94,55,12,80
24,5,54,27
50,82,33,33
14,81,76,43
66,56,4,17
24,39,5,20
65,81,93,32
84,66,56,17
84,99,56,95
24,42,52,16
95,72,72,88
5,92,21,6
31,31,25,65
75,9,5,58
4,81,30,52
16,47,21,39
49,2,4,34
12,86,27,17
36,87,71,53
54,48,34,21
60,48,29,89
16,87,5,13
34,99,59,2
75,55,54,86
1,11,98,23
7,8,52,77
92,97,61,92
60,89,14,30
54,76,51,19
11,68,89,1
22,3,97,69
54,27,34,71
84,28,35,77
36,53,93,45
91,66,94,64
15,12,16,50
42,20,7,92
5,3,92,3
27,90,43,63
69,87,80,22
90,66,82,58
57,5,27,68
60,28,39,6
7,20,64,58
89,9,55,71
42,10,12,79
28,80,91,11
41,52,97,8
73,40,23,74
89,33,5,98
94,88,51,22
18,14,58,84
28,16,92,27
71,4,48,12
88,60,91,84
10,58,44,88
42,69,83,4
69,33,33,52
41,96,90,81
33,22,66,24
95,96,3,15
95,61,63,58
19,99,33,46
45,6,48,45
73,10,12,57
8,96,48,80
81,53,80,48
96,93,28,41
57,43,71,87
36,55,80,54
7,55,78,50
38,94,41,11
41,54,9,6
11,52,73,51
87,67,86,80
91,3,88,94
6,10,98,72
20,16,98,72
10,63,72,33
2,53,10,2
83,23,39,13
10,4,63,52
29,19,25,90
40,63,73,49
77,65,12,63
78,76,66,6
41,2,88,47
50,12,26,92
31,99,5,98
70,81,93,7
43,67,14,83
75,1,67,62
24,44,27,41
30,2,74,46
83,97,44,99
10,74,88,6
20,85,81,42
62,60,69,10
93,56,60,28
63,73,92,93
94,86,78,73
31,73,57,50
54,85,46,89
83,12,58,22
36,97,63,19
73,94,22,72
37,50,35,76
98,72,21,19
45,27,75,14
90,71,2,24
27,71,7,1
33,33,55,86
39,49,42,67
79,77,36,14
44,6,89,73
89,8,25,10
10,43,46,42
50,35,8,79
16,56,66,39
69,39,74,74
43,31,51,58
97,15,48,78
17,80,66,2
42,48,54,61
88,58,92,16
62,2,9,46
85,8,71,45
62,35,71,54
34,63,97,48
55,76,31,78
71,96,90,54
61,14,49,66
87,99,20,91
25,57,1,29
90,39,79,48
92,42,8,29
25,53,98,57
53,92,92,30
54,71,73,32
22,53,47,82
91,41,78,60
58,22,91,25
21,95,36,70
40,20,84,44
46,39,45,9
3,94,71,13
98,52,37,47
84,21,92,25
31,68,30,85
21,66,5,20
22,67,70,52
91,76,71,33
58,43,42,42
62,22,37,71
65,85,74,69
81,31,84,90
91,57,99,1
32,48,92,20
80,5,89,37
48,64,2,50
92,77,65,49
77,74,33,74
51,73,79,61
72,73,7,35
57,29,87,21
53,31,34,99
72,79,77,86
40,24,34,74
60,27,75,10
56,3,7,35
79,68,54,15
56,60,23,44
95,81,35,70
47,42,47,54
33,85,36,25
16,86,84,89
45,10,6,77
31,21,42,46
36,92,69,47
60,38,61,55
8,60,56,52
24,6,49,94
94,39,55,35
73,6,47,12
74,50,30,84
58,35,12,97
82,34,65,98
33,60,2,45
1,53,10,51
39,32,84,19
37,93,85,54
30,87,94,24
87,81,94,58
76,51,10,32
20,2,2,55
46,93,60,13
78,45,13,49
87,55,86,19
66,39,84,58
96,87,45,6
52,78,5,19
27,33,31,74
88,47,35,67
87,22,59,71
81,22,62,96
55,97,6,58
33,94,80,79
90,41,23,2
98,72,20,88
50,84,97,90
56,81,56,82
60,74,21,17
2,47,30,42
75,50,93,16
1,31,37,45
6,34,34,57
23,47,61,30
58,41,13,35
56,69,10,73
25,47,92,42
19,45,80,31
57,92,83,62
96,71,34,21
12,59,58,58
26,28,30,35
47,94,9,85
18,66,9,26
65,63,7,97
37,18,68,57
26,73,48,5
63,29,61,33
63,71,40,2
43,26,92,25
93,33,77,83
15,71,23,93
61,22,3,89
93,27,39,37
49,51,89,84
92,54,99,85
53,78,9,63
48,61,38,21
9,55,76,57
24,39,5,54
49,48,77,24
78,81,98,28
31,67,13,4
15,40,53,43
98,32,35,54
75,54,25,15
6,79,26,31
24,72,63,23
89,9,60,57
78,21,30,96
63,90,64,48
78,84,38,89
98,24,8,25
66,15,28,97
74,27,86,57
94,56,60,38
61,41,61,75
59,68,80,80
52,34,91,37
69,70,14,5
25,78,20,23
49,91,59,93
70,20,70,49
99,96,17,34
33,30,11,24
25,62,77,26
52,39,62,94
75,28,87,37
73,49,43,68
47,83,34,96
15,50,2,2
28,69,60,12
81,55,27,79
45,4,64,16
25,76,27,38
71,93,31,21
58,34,80,3
85,28,45,13
64,6,69,49
61,14,45,60
4,40,89,38
2,99,8,35
38,56,55,61
32,62,72,29
7,28,7,73
97,48,15,52
33,61,75,86
38,91,78,50
36,56,86,83
53,23,3,85
7,65,98,5
13,88,94,32
93,52,27,79
65,25,87,40
33,75,13,4
49,45,42,34
2,14,13,30
88,9,6,97
9,80,42,67
50,82,33,20
94,81,90,38
75,58,94,19
19,39,26,38
68,95,76,94
48,45,81,92
20,53,75,90
76,53,69,4
37,17,90,76
67,81,27,23
35,59,29,48
27,66,46,10
68,81,79,20
36,5,59,47
7,85,55,32
16,86,25,1
11,69,94,71
30,87,27,33
71,53,77,55
96,78,50,99
30,99,28,52
49,26,25,95
32,53,24,71
5,26,90,72
38,61,88,55
88,11,4,82
54,76,37,39
33,92,91,5
35,74,85,45
70,29,68,11
91,53,11,3
56,1,7,85
17,74,1,46
90,33,17,5
63,81,8,22
69,12,92,39
40,33,87,32
93,37,95,69
46,64,26,57
8,15,85,36
34,97,28,19
37,27,72,85
80,23,72,95
57,13,3,28
75,4,43,59
35,12,77,16
57,70,95,13
67,66,32,56
32,7,58,29
76,70,92,42
53,69,54,12
17,68,94,71
87,54,61,15
98,5,4,2
57,61,67,64
25,59,70,54
46,67,86,9
2,90,39,97
77,24,91,19
71,29,55,92
92,3,73,1
5,66,43,76
80,88,84,70
26,19,31,78
48,49,94,28
13,1,68,68
93,80,35,73
54,68,36,71
61,42,40,37
25,25,97,80
18,28,37,87
36,3,2,51
5,82,60,11
71,5,53,43
89,9,63,44
30,55,41,90
18,67,11,63
32,99,39,55
17,17,68,26
34,70,16,80
79,9,24,26
52,83,51,61
39,63,37,61
45,52,38,74
31,90,61,51
64,80,58,51
77,60,84,60
94,89,21,11
9,92,78,53
56,41,11,16
45,88,11,8
47,66,11,78
88,63,35,18
47,56,30,79
37,47,94,36
19,67,42,1
39,9,88,84
66,97,64,38
94,35,18,58
74,45,7,53
61,69,88,62
74,70,75,97
62,74,82,77
62,76,61,25
35,64,20,93
10,39,15,86
49,23,99,33
43,13,87,33
38,93,71,86
14,66,65,78
60,38,74,45
48,77,38,69
17,99,40,81
22,34,1,33
63,99,56,30
65,12,6,12
92,8,6,92
95,17,77,28
41,86,95,39
96,26,1,10
18,76,7,53
64,29,21,46
52,32,76,30
69,70,93,56
57,75,32,82
48,90,54,77
51,84,90,50
70,39,46,34
92,6,64,62
80,89,31,14
90,76,8,67
1,35,73,56
32,62,87,8
60,33,30,22
76,54,89,25
41,76,96,37
58,98,29,46
84,19,61,63
36,63,86,65
17,32,51,76
93,21,92,31
34,85,28,42
13,72,29,21
97,84,51,60
1,53,23,61
74,14,56,16
16,57,62,18
58,54,66,61
42,56,71,4
97,80,22,35
76,42,7,20
74,31,68,40
2,5,93,94
52,88,16,58
63,83,29,7
56,19,33,4
67,50,60,68
36,41,6,90
18,62,75,3
32,96,17,15
61,78,81,98
10,52,97,32
94,43,27,46
64,6,87,97
66,21,75,2
36,46,6,31
18,80,56,71
4,33,91,93
66,61,35,32
18,32,15,68
82,8,78,29
74,15,45,24
7,57,64,33
90,64,17,74
2,81,22,27
27,44,4,91
73,15,54,90
67,29,59,79
73,99,27,2
75,27,82,49
34,22,44,3
30,8,68,42
84,31,71,58
28,80,97,64
57,80,43,51
57,9,53,99
99,67,40,48
66,96,42,20
14,90,85,98
17,8,74,11
21,3,98,80
59,31,44,5
19,4,71,69
43,56,2,14
53,48,55,26
31,16,80,78
20,59,13,89
72,10,80,99
73,56,42,80
94,94,51,59
23,40,64,88
97,16,93,90
76,79,95,27
99,25,24,71
75,75,56,73
47,64,8,3
50,76,22,75
46,97,90,80
70,18,72,19
10,67,26,26
12,96,33,14
49,96,65,55
72,48,17,32
56,37,73,53
72,81,30,11
22,2,55,12
87,25,39,38
62,2,65,37
26,93,92,4
82,49,41,29
43,20,23,95
62,54,66,14
39,38,93,55
28,29,53,98
34,74,46,83
49,99,37,87
6,45,98,28
25,87,92,93
14,77,95,66
97,72,35,71
31,9,25,67
59,99,1,36
96,76,79,84
71,2,4,25
69,44,8,1
67,86,91,43
10,33,16,53
11,63,93,83
74,17,9,35
60,13,99,73
66,94,42,27
70,93,72,29
45,27,15,51
72,1,35,5
20,10,42,3
52,33,65,15
51,24,84,31
77,84,11,95
41,47,18,82
40,23,11,6
96,16,18,9
12,91,19,6
70,71,80,9
35,25,15,76
5,77,33,34
46,53,79,48
29,43,42,66
64,79,98,13
56,99,34,53
36,36,53,78
29,72,51,34
73,54,28,35
43,25,96,52
92,37,80,46
25,10,1,2
84,88,33,83
66,84,10,70
11,54,90,24
95,61,91,91
11,45,29,32
30,49,16,1
33,66,82,89
94,60,55,67
34,99,70,45
73,66,21,22
73,82,23,59
57,47,23,75
49,3,71,30
11,60,53,54
23,80,44,2
39,78,71,53
82,77,44,35
31,15,40,25
3,22,54,26
31,10,6,59
77,50,85,6
27,84,97,23
54,12,25,9
33,90,11,1
45,41,19,75
41,81,57,66
31,33,35,74
94,71,74,79
70,67,8,87
44,38,74,17
55,67,88,81
20,39,67,17
10,17,79,40
8,32,60,32
93,25,26,66
34,4,67,19
12,43,92,69
44,8,80,51
5,31,44,80
10,56,6,36
27,80,64,94
96,78,34,58
43,72,11,90
25,47,3,42
86,36,73,28
71,3,8,64
95,89,6,27
25,36,80,70
75,60,13,4
34,78,44,6
35,75,24,88
95,3,33,34
17,62,43,96
75,20,1,73
29,42,49,89
7,17,94,42
64,3,33,33
5,95,4,37
54,8,23,57
32,63,55,53
58,66,37,84
64,55,21,42
72,94,51,21
68,91,65,97
69,72,41,57
54,35,38,53
42,96,40,42
78,98,7,51
65,93,32,83
37,97,98,28
91,48,92,40
14,71,92,20
87,83,14,1
55,45,17,28
9,56,5,42
45,38,53,96
33,91,30,14
79,10,40,86
23,51,98,88
69,80,69,28
40,10,1,10
82,60,84,62
95,8,43,77
46,80,56,91
5,27,82,40
94,88,38,21
74,69,94,34
97,18,62,16
47,15,75,4
77,96,25,85
96,82,14,46
13,77,1,69
6,81,18,50
3,86,84,49
1,67,11,26
28,37,63,7
77,31,70,37
11,91,76,34
86,91,56,4
95,75,63,36
49,67,68,14
72,48,27,62
63,95,76,36
89,83,92,8
70,17,85,10
64,96,84,68
59,61,46,47
55,78,71,35
78,7,83,83
13,58,5,82
20,11,92,88
85,41,65,72
9,71,2,49
52,72,23,23
26,54,33,4
57,22,66,46
92,15,87,30
59,97,93,48
72,17,97,84
19,85,48,96
11,93,1,66
25,6,89,15
46,70,90,54
10,58,67,65
50,89,71,89
37,65,20,88
56,50,62,2
43,4,28,92
58,11,36,67
26,69,28,50
5,59,14,7
65,34,13,27
18,31,49,5
53,8,10,21
75,10,84,35
30,78,55,23
53,27,78,40
14,41,81,37
57,89,89,8
78,88,57,78
13,41,8,26
64,72,82,93
22,28,87,38
62,98,64,21
73,38,80,6
9,80,69,44
53,64,85,40
9,67,24,88
1,30,7,26
28,18,21,23
66,73,39,3
74,36,46,48
36,87,8,23
71,51,16,21
93,2,83,10
11,84,71,75
24,77,12,54
61,20,79,12
74,75,10,39
70,5,34,69
55,87,30,46
78,37,85,98
49,54,99,90
63,27,26,28
53,71,98,61
91,76,41,23
89,53,47,31
65,23,66,42
52,17,6,76
2,47,89,11
25,48,77,43
83,69,88,96
73,85,90,15
75,17,23,20
69,1,57,12
26,24,53,90
7,29,44,5
13,88,37,65
80,71,91,9
98,25,44,47
68,23,48,79
81,98,79,41
33,13,20,1
61,31,7,50
5,31,86,41
28,54,58,96
49,59,41,29
59,70,71,63
44,18,56,45
39,10,74,82
14,59,99,87
15,53,53,8
32,49,34,47
71,44,70,65
81,57,76,57
53,9,49,20
60,1,76,8
39,13,74,42
90,93,85,44
11,83,37,31
80,80,22,55
71,27,60,3
40,57,84,24
77,47,5,9
75,7,42,34
4,50,75,5
66,34,6,19
35,16,37,8
35,57,18,91
73,21,44,62
94,87,53,75
11,13,82,64
92,19,87,74
49,45,76,67
59,69,73,30
25,29,61,46
32,70,67,49
47,63,32,14
41,25,52,86
98,74,94,66
39,13,78,78
11,12,48,81
62,96,94,31
72,53,17,10
81,2,5,29
41,51,7,30
93,81,64,29
61,92,6,9
52,53,9,57
3,84,4,87
90,41,94,42
90,77,7,94
26,89,86,6
72,55,31,43
80,41,18,93
27,97,50,41
96,75,96,82
26,47,26,90
82,50,32,79
48,66,53,26
1,37,57,76
91,21,57,43
75,2,7,55
9,65,44,70
41,22,95,86
25,4,73,66
13,42,84,7
23,3,83,32
34,9,82,92
31,38,19,82
32,63,97,14
83,98,58,95
91,96,74,92
21,56,43,63
75,80,42,43
82,12,84,58
10,91,7,63
94,40,17,84
13,80,1,84
24,39,37,94
43,6,89,42
51,71,24,5
84,25,3,11
73,26,66,63
78,92,61,68
57,84,56,72
62,72,79,94
7,99,68,34
14,73,41,29
55,63,36,74
20,72,74,31
76,46,13,19
29,38,91,1
16,71,62,45
65,18,96,65
6,87,99,28
87,46,87,34
20,73,34,31
13,95,14,84
17,26,68,61
63,70,35,83
41,43,68,98
34,75,6,35
84,28,34,55
9,79,79,4
81,66,18,89
54,22,48,33
16,80,42,63
75,83,57,49
97,85,94,43
80,78,77,23
29,60,16,55
80,61,45,95
87,14,58,60
67,12,89,24
64,98,67,9
88,29,66,69
20,28,64,42
71,44,49,20
96,98,8,78
18,47,99,91
72,22,69,66
4,70,3,9
42,25,27,84
42,46,7,13
31,81,65,16
3,36,77,96
88,50,63,99
3,7,43,35
29,60,52,95
84,25,36,68
90,17,64,63
32,12,8,46
2,54,97,30
81,28,20,11
94,10,77,85
34,45,94,58
29,72,77,3
76,56,64,25
73,29,68,80
47,93,10,25
37,76,65,47
34,62,93,83
93,55,95,67
96,74,13,76
54,1,62,7
87,94,23,80
11,62,27,79
79,19,59,11
51,99,4,47
21,57,17,53
99,85,18,19
64,12,28,47
48,54,46,98
40,96,8,72
43,4,69,27
78,78,93,11
84,38,43,89
86,62,28,13
69,42,28,58
29,68,9,11
24,50,67,65
25,2,32,31
34,90,61,95
6,30,9,55
60,46,50,57
23,74,29,52
64,73,80,12
66,4,70,4
40,27,25,94
35,86,43,40
23,60,27,85
90,28,3,60
46,7,11,56
9,64,8,12
13,68,14,37
71,74,50,98
76,17,39,39
80,57,75,12
61,44,15,58
21,48,26,45
21,29,33,94
5,72,89,32
8,2,6,95
83,61,21,63
24,2,27,15
97,53,19,50
78,98,84,90
43,65,46,36
47,59,60,11
24,56,3,4
25,78,98,93
70,26,18,39
15,55,24,40
62,78,64,36
22,2,51,65
9,97,18,33
11,43,64,85
73,83,99,20
34,84,84,13
39,99,47,10
22,84,74,9
99,1,93,22
46,16,78,8
35,1,78,12
27,30,73,88
52,96,88,4
95,53,34,24
27,35,55,27
37,48,80,59
4,2,28,94
86,11,18,96
60,71,95,94
23,53,82,80
14,17,79,35
83,14,24,65
36,55,5,80
37,96,92,93
88,9,76,71
13,12,33,46
35,13,37,17
58,54,14,27
5,80,32,4
94,96,5,57
96,36,85,7
73,50,15,86
27,23,44,33
36,8,38,4
73,40,46,81
34,4,30,52
99,51,62,4
79,47,82,51
80,3,1,9
10,48,44,20
41,97,75,34
13,77,90,60
5,62,61,85
4,2,83,66
80,58,45,94
38,93,10,6
33,36,78,88
61,53,39,53
11,84,7,89
98,52,28,29
34,42,90,83
53,75,36,91
11,12,90,66
38,99,68,72
96,2,76,29
22,48,35,71
91,79,91,50
24,4,10,59
67,6,37,6
8,41,28,61
2,58,34,25
54,84,25,93
59,89,3,57
34,89,89,59
91,49,10,16
55,22,38,50
26,3,8,57
28,7,1,51
22,2,29,70
99,62,68,95
80,86,74,70
36,93,16,16
57,73,37,58
51,45,70,90
78,23,13,61
97,19,67,9
14,48,48,35
15,50,12,7
17,14,36,90
86,80,53,82
80,63,34,28
6,78,50,42
78,79,62,54
85,69,69,58
76,14,7,63
43,26,56,97
82,10,49,3
47,11,58,3
66,82,4,56
20,40,22,75
44,60,19,12
45,56,15,78
18,12,77,85
49,83,75,44
30,24,56,7
45,65,69,60
49,42,92,99
48,41,41,30
71,99,2,81
27,10,38,55
6,22,3,83
45,68,2,39
46,61,51,96
85,29,91,37
23,84,90,28
56,27,82,70
89,67,22,72
61,98,26,54
15,74,13,32
26,14,41,53
29,99,1,91
59,91,80,13
1,38,79,91
73,19,76,59
68,69,87,17
79,69,54,6
18,20,85,55
53,83,63,36
74,88,3,86
30,66,98,17
8,87,5,67
43,54,16,49
5,50,37,80
39,14,6,81
52,76,13,57
50,98,13,86
38,10,17,23
47,32,89,90
55,22,36,9
66,90,53,77
4,37,67,78
79,53,2,46
9,98,12,39
57,7,49,67
10,58,7,10
52,41,33,69
55,37,94,8
5,58,52,96
2,25,96,15
29,10,26,4
44,47,29,17
88,64,27,86
78,67,34,3
86,93,45,59
2,85,25,85
87,19,19,27
53,49,98,83
33,54,76,59
44,95,46,86
49,11,63,90
12,64,88,39
19,99,74,90
50,32,95,43
5,79,78,39
65,78,42,15
24,27,67,26
58,3,5,52
2,13,6,52
96,50,10,56
18,8,44,57
1,20,98,73
86,77,85,95
73,91,31,32
27,46,19,22
53,61,76,21
28,39,82,12
58,24,67,39
20,66,2,40
82,78,12,1
4,33,16,69
86,94,50,19
85,56,63,65
58,19,82,15
16,56,33,38
95,24,91,74
99,23,76,90
90,61,95,83
83,32,53,10
69,53,79,82
42,9,5,69
57,92,12,52
6,27,98,43
96,95,90,28
52,23,83,75
81,60,88,68
42,17,38,97
27,9,58,53
44,82,72,92
85,94,69,14
48,84,97,60
59,33,38,34
44,13,39,94
1,33,12,72
69,35,87,91
35,42,39,12
51,56,73,22
11,93,23,17
25,20,38,65
2,46,9,53
23,71,44,24
2,16,79,97
3,44,65,9
99,21,11,92
4,98,39,76
12,23,50,1
23,68,71,70
84,30,77,13
21,2,92,41
87,9,94,11
96,16,37,41
77,33,17,75
91,61,59,66
36,96,78,78
13,71,94,28
27,27,98,79
83,49,44,52
37,60,34,98
16,90,19,37
29,77,23,35
41,91,78,43
8,54,61,8
65,50,67,16
29,47,58,4
43,63,70,91
25,84,34,18
45,52,66,83
18,70,33,44
67,58,89,15
76,64,54,99
11,57,12,35
85,55,67,65
22,54,11,47
41,91,1,41
95,77,12,3
93,58,21,70
21,10,43,56
60,84,89,74
20,32,96,19
23,3,66,61
10,50,98,10
43,98,99,14
79,69,5,49
76,94,22,36
91,54,36,74
91,88,53,83
83,44,35,17
90,60,99,47
16,27,34,72
53,11,47,62
98,20,55,35
90,47,10,34
94,11,70,79
48,39,98,31
57,86,24,32
36,58,44,37
36,17,97,22
9,65,94,44
80,56,7,48
48,3,25,94
5,82,1,55
32,23,76,92
57,9,2,66
90,69,75,27
39,98,53,67
15,23,27,89
16,88,28,75
81,28,60,10
43,65,36,7
98,6,19,80
47,28,1,25
82,69,44,39
82,40,59,87
69,17,49,18
90,35,55,66
46,77,96,73
84,20,59,39
39,9,33,70
52,26,17,83
29,28,71,55
22,63,63,8
36,80,74,82
83,9,64,97
5,87,78,13
75,23,42,92
66,60,38,98
52,99,26,25
54,10,73,3
5,32,42,32
30,78,17,52
77,86,72,80
47,84,59,81
53,21,52,68
99,86,42,69
10,40,25,86
56,33,73,43
12,29,41,18
23,12,36,42
54,29,31,23
6,61,13,97
93,97,68,67
12,76,47,82
77,64,41,34
11,83,48,95
42,9,14,61
54,80,2,35
89,28,77,74
10,13,49,67
56,44,4,40
35,9,1,88
90,60,19,45
59,92,51,79
30,52,1,94
89,28,53,53
82,71,10,25
74,36,13,88
85,86,49,43
16,72,59,66
69,66,47,30
21,87,95,22
38,59,38,6
92,30,95,28
35,28,84,3
86,43,94,94
94,40,42,9
68,19,34,46
31,46,14,42
46,22,30,87
99,84,35,38
26,46,51,59
47,88,65,70
86,61,75,43
5,29,71,7
4,60,90,15
82,95,46,4
39,70,16,95
77,6,43,11
75,44,82,26
69,46,20,83
83,63,10,20
3,68,19,88
87,81,36,3
51,54,56,33
6,83,95,61
5,12,31,47
37,63,66,44
45,47,55,58
98,88,41,55
67,64,96,65
40,90,53,6
86,50,93,68
55,87,61,72
58,59,20,45
83,67,16,93
22,74,13,83
2,5,71,90
22,71,52,50
78,76,17,48
48,19,91,5
54,5,9,55
33,44,89,19
27,48,6,40
6,32,33,24
92,96,46,4
27,98,58,43
16,77,53,16
38,6,68,45
68,14,36,48
70,26,88,19
80,73,95,90
62,76,51,67
58,4,60,1
21,87,45,10
74,79,32,80
82,50,65,33
64,62,18,3
67,43,59,13
52,39,62,33
11,42,20,70
13,97,56,54
10,40,14,85
33,98,5,24
47,52,94,12
14,76,75,24
57,43,69,76
98,53,85,24
42,9,10,69
64,99,43,37
68,56,54,1
49,67,7,17
54,54,54,19
81,50,23,48
36,20,74,66
54,51,58,20
80,5,35,64
75,17,82,67
59,33,43,57
36,68,27,61
93,85,66,9
46,40,62,40
19,17,66,60
3,13,80,39
15,68,92,88
77,97,96,15
1,79,7,12
41,45,3,88
26,65,68,44
35,3,57,25
40,50,50,83
16,46,55,72
19,67,40,43
94,58,72,26
74,95,66,4
4,54,55,76
91,95,51,45
3,92,36,34
42,45,28,31
86,53,33,31
95,62,33,7
66,38,75,16
54,41,98,81
23,32,10,61
25,47,71,60
87,45,85,52
90,22,15,58
63,64,75,12
91,8,26,50
51,86,75,28
47,71,19,52
17,54,69,90
28,98,43,65
51,68,45,6
92,40,81,36
14,10,37,9
55,94,57,73
26,56,9,97
19,84,72,91
25,72,73,32
94,27,70,82
8,27,31,95
94,62,7,41
72,62,37,39
39,82,76,9
3,47,99,75
13,13,20,80
65,88,15,9
73,32,30,72
9,91,55,62
83,74,52,62
16,74,28,48
50,41,67,19
67,2,95,61
67,68,12,6
96,77,93,59
72,70,96,78
21,94,91,19
35,16,67,37
2,42,48,30
77,24,99,51
5,92,22,52
38,4,2,96
93,27,52,1
14,73,40,19
99,57,63,6
16,42,6,93
7,73,56,66
54,24,62,79
94,46,88,71
32,37,67,49
51,42,23,53
19,48,71,33
89,68,61,91
34,96,59,69
48,75,7,77
45,8,96,36
24,80,77,92
31,85,21,68
71,84,32,74
68,60,31,10
66,25,86,49
87,92,27,71
83,72,1,11
83,98,25,3
21,48,78,75
99,94,38,40
38,90,69,7
43,69,25,81
44,44,30,7
1,67,62,75
89,84,2,54
55,3,83,27
94,58,84,59
64,27,71,86
84,43,76,8
7,43,69,84
61,90,11,56
14,82,2,57
35,69,68,58
46,27,43,59
29,48,39,57
53,80,4,82
37,24,56,93
32,13,45,75
62,54,71,33
10,76,17,79
22,8,45,97
8,61,12,69
11,40,25,70
22,29,20,23
73,71,17,30
29,18,65,60
52,29,55,92
54,56,46,38
61,2,34,24
60,74,47,26
53,53,24,61
48,54,76,84
24,14,48,79
20,34,98,52
42,55,50,14
72,24,83,12
35,89,68,26
54,79,90,10
68,23,44,99
14,45,46,41
36,77,59,53
41,60,15,27
61,20,87,58
65,86,28,98
50,72,39,7
45,19,89,26
81,7,93,47
51,40,13,53
10,78,39,26
98,66,38,32
99,33,59,75
34,83,46,42
94,42,39,91
47,11,1,74
53,6,9,59
13,92,57,48
35,37,49,40
9,98,40,15
52,45,63,80
32,76,82,61
86,7,54,42
62,89,76,32
94,32,48,6
35,99,7,79
27,68,9,61
69,72,76,18
84,64,24,92
79,5,41,40
81,56,59,16
99,1,54,43
35,21,30,25
60,74,22,62
57,56,40,26
41,85,17,35
52,78,68,55
66,22,94,61
96,16,76,42
43,85,5,99
78,19,82,83
83,92,56,28
36,6,9,30
55,20,60,51
97,17,59,57
86,25,8,73
1,43,33,4
6,77,1,67
26,7,67,10
62,8,50,57
57,93,44,77
2,54,24,64
5,12,32,12
13,96,43,46
54,47,83,53
63,22,56,44
59,4,86,95
67,35,43,86
85,29,45,78
69,11,29,35
75,12,30,84
59,17,41,32
3,45,48,64
51,92,87,69
27,85,56,29
28,34,2,67
93,48,53,1
46,66,58,91
10,75,49,41
73,27,54,13
39,27,90,27
32,32,80,21
28,41,82,86
17,77,34,29
30,48,71,58
20,56,74,52
22,47,30,47
73,17,37,29
54,59,62,96
34,96,30,78
97,4,57,42
87,14,84,28
3,54,95,3
49,40,83,60
30,63,56,43
9,32,12,88
12,84,90,17
77,3,28,74
13,58,21,55
55,15,78,53
32,97,34,86
92,67,8,48
48,96,74,32
34,26,84,14
36,57,68,77
56,88,37,51
3,74,83,67
40,43,18,37
34,63,80,76
50,63,67,71
97,86,7,44
12,77,33,47
38,93,49,13
4,77,98,71
74,2,18,18
14,2,58,69
47,64,89,61
58,32,43,3
1,34,79,92
75,7,41,8
60,53,59,83
95,49,56,25
57,89,29,89
82,4,59,77
16,55,58,19
97,11,76,81
25,99,46,50
17,2,74,95
48,36,6,49
73,34,29,15
88,71,49,92
46,37,86,65
13,81,89,62
15,98,50,85
12,2,8,77
53,22,25,12
71,31,37,78
65,15,8,97
51,21,74,72
69,91,49,10
78,94,12,60
53,97,42,31
20,32,63,29
51,5,35,31
56,65,81,93
74,44,20,48
45,28,19,47
47,97,33,26
86,99,8,26
27,94,70,95
45,31,18,56
62,1,13,13
56,19,57,48
93,56,64,46
18,55,22,84
86,58,64,73
2,7,57,29
29,68,31,17
63,44,62,27
5,27,46,22
31,56,65,14
76,60,39,72
83,76,70,88
66,64,69,46
42,13,61,31
53,87,67,83
28,54,17,54
7,40,59,83
52,63,77,33
98,83,64,39
73,30,86,76
10,42,75,12
41,6,91,73
2,67,49,60
42,48,43,85
41,4,20,30
39,36,73,74
86,28,85,39
25,41,5,92
25,27,8,13
60,95,99,33
5,9,89,88
2,89,25,8
26,73,94,57
18,58,72,8
19,44,62,72
68,5,11,24
16,10,46,61
14,25,76,25
59,6,95,83
8,10,67,38
85,19,49,13
22,15,71,52
35,17,14,29
13,63,18,90
35,97,86,64
29,12,97,50
31,16,4,7
61,30,99,72
66,70,94,97
16,91,31,91
61,85,89,37
22,74,13,40
17,1,67,64
25,60,21,44
19,71,31,30
14,42,88,32
94,30,7,11
93,96,82,80
48,79,42,64
24,15,63,80
10,72,32,50
23,81,33,73
14,63,71,82
41,60,48,1
32,41,45,91
46,75,51,38
76,75,38,22
31,38,84,49
68,87,33,12
36,62,86,39
28,23,84,16
82,28,76,31
35,67,32,41
94,17,69,95
6,98,50,10
87,45,26,55
37,39,5,14
95,67,59,70
56,30,63,10
25,56,69,9
21,16,49,27
72,93,89,48
8,4,10,58
3,89,80,11
29,4,70,96
21,32,24,62
55,49,96,89
26,33,37,2
32,23,63,20
85,77,69,67
15,25,59,51
85,93,56,21
85,97,28,63
96,15,9,5
55,15,31,70
35,15,6,11
17,89,59,11
2,77,21,69
26,35,63,98
54,56,33,34
57,78,45,9
27,13,6,60
91,45,57,20
52,21,10,74
69,28,73,56
77,24,4,15
79,64,83,87
82,76,55,39
82,54,21,60
47,68,19,65
78,75,15,25
16,38,19,14
3,10,65,64
93,12,66,43
52,79,4,11
2,18,94,90
15,30,3,65
52,45,84,94
76,36,91,5
14,4,55,73
85,77,89,34
63,55,74,69
82,67,72,18
56,4,96,40
34,61,35,64
46,90,51,23
58,60,27,65
6,36,25,4
51,91,40,21
2,52,44,41
64,47,69,9
8,43,86,82
57,39,5,85
9,48,86,78
45,85,35,41
48,73,3,85
52,10,3,38
45,97,19,19
64,71,57,14
70,4,7,80
